"Rank","Tier","WSID","Overall","Team","Pos","Bye","Best","Worst","Avg","Std Dev","ADP","vs. ADP"
"47","6","","Brandin Cooks","LAR","WR16","9","43","51","47.0","4.0","39.0","-8.0"
"48","6","","Kenny Golladay","DET","WR17","5","42","54","48.0","6.0","45.0","-3.0"
"49","6","","Sony Michel","NE","RB25","10","28","71","49.5","21.5","52.0","+3.0"
"50","6","","Mark Ingram","BAL","RB26","8","36","68","52.0","16.0","46.0","-4.0"
"51","6","","Chris Godwin","TB","WR18","7","34","73","53.5","19.5","50.0","-1.0"
"52","6","","Baker Mayfield","CLE","QB5","7","50","62","56.0","6.0","62.0","+10.0"
"53","6","","Matt Ryan","ATL","QB6","9","43","73","58.0","15.0","71.0","+18.0"
"54","6","","Phillip Lindsay","DEN","RB27","10","41","76","58.5","17.5","42.0","-12.0"
"55","6","","Russell Wilson","SEA","QB7","11","53","67","60.0","7.0","89.0","+34.0"
"56","6","","Cam Newton","CAR","QB8","7","52","69","60.5","8.5","93.0","+37.0"
"57","6","","James White","NE","RB28","10","61","65","63.0","2.0","68.0","+11.0"
"58","6","","Julian Edelman","NE","WR19","10","55","75","65.0","10.0","44.0","-14.0"
"59","7","","Jameis Winston","TB","QB9","7","57","74","65.5","8.5","106.0","+47.0"
"60","7","","O.J. Howard","TB","TE4","7","59","72","65.5","6.5","56.0","-4.0"
"61","7","","Lamar Miller","HOU","RB29","10","47","86","66.5","19.5","60.0","-1.0"
"62","7","","Alshon Jeffery","PHI","WR20","10","39","96","67.5","28.5","69.0","+7.0"
"63","7","","Miles Sanders","PHI","RB30","10","49","87","68.0","19.0","73.0","+10.0"
"64","7","","Tyler Lockett","SEA","WR21","11","58","79","68.5","10.5","53.0","-11.0"
"65","7","","Calvin Ridley","ATL","WR22","9","60","77","68.5","8.5","54.0","-11.0"
"66","7","","Tyler Boyd","CIN","WR23","9","56","83","69.5","13.5","57.0","-9.0"
"67","7","","Latavius Murray","NO","RB31","9","59","85","72.0","13.0","87.0","+20.0"
"68","7","","D.J. Moore","CAR","WR24","7","64","86","75.0","11.0","66.0","-2.0"
"69","7","","Drew Brees","NO","QB10","9","61","90","75.5","14.5","83.0","+14.0"
"70","7","","Rashaad Penny","SEA","RB32","11","72","80","76.0","4.0","77.0","+7.0"
"71","7","","A.J. Green","CIN","WR25","9","32","122","77.0","45.0","48.0","-23.0"
"72","7","","Derrius Guice","WAS","RB33","10","67","88","77.5","10.5","65.0","-7.0"
"73","7","","Jared Goff","LAR","QB11","9","62","94","78.0","16.0","91.0","+18.0"
"74","7","","Dante Pettis","SF","WR26","4","50","109","79.5","29.5","80.0","+6.0"
"75","7","","Tarik Cohen","CHI","RB34","6","75","84","79.5","4.5","64.0","-11.0"
"76","7","","Evan Engram","NYG","TE5","11","78","82","80.0","2.0","63.0","-13.0"
"77","7","","Robby Anderson","NYJ","WR27","4","57","105","81.0","24.0","74.0","-3.0"
"78","7","","Carson Wentz","PHI","QB12","10","58","104","81.0","23.0","84.0","+6.0"
"79","7","","Lamar Jackson","BAL","QB13","8","63","99","81.0","18.0","121.0","+42.0"
"80","7","","Ben Roethlisberger","PIT","QB14","7","66","98","82.0","16.0","110.0","+30.0"
"81","7","","Kyler Murray","ARI","QB15","12","56","109","82.5","26.5","98.0","+17.0"
"82","7","","Cooper Kupp","LAR","WR28","9","80","85","82.5","2.5","49.0","-33.0"
"83","7","","Jordan Howard","PHI","RB35","10","76","92","84.0","8.0","82.0","-1.0"
"84","8","","Eric Ebron","IND","TE6","6","65","106","85.5","20.5","72.0","-12.0"
"85","8","","Dak Prescott","DAL","QB16","8","60","112","86.0","26.0","138.0","+53.0"
"86","8","","Dede Westbrook","JAC","WR29","10","54","119","86.5","32.5","102.0","+16.0"
"87","8","","Vance McDonald","PIT","TE7","7","79","95","87.0","8.0","96.0","+9.0"
"88","8","","Sterling Shepard","NYG","WR30","11","51","124","87.5","36.5","99.0","+11.0"
"89","8","","Philip Rivers","LAC","QB17","12","74","101","87.5","13.5","119.0","+30.0"
"90","8","","Mike Williams","LAC","WR31","12","82","93","87.5","5.5","61.0","-29.0"
"91","8","","Mitch Trubisky","CHI","QB18","6","64","114","89.0","25.0","147.0","+56.0"
"92","8","","Allen Robinson","CHI","WR32","6","77","102","89.5","12.5","76.0","-16.0"
"93","8","","Hunter Henry","LAC","TE8","12","78","102","90.0","12.0","70.0","-23.0"
"94","8","","Corey Davis","TEN","WR33","11","70","111","90.5","20.5","92.0","-2.0"
"95","8","","LeSean McCoy","BUF","RB36","6","89","96","92.5","3.5","104.0","+9.0"
"96","8","","Tom Brady","NE","QB19","10","71","116","93.5","22.5","117.0","+21.0"
"97","8","","Marvin Jones","DET","WR34","5","84","103","93.5","9.5","88.0","-9.0"
"98","8","","Jarvis Landry","CLE","WR35","7","81","108","94.5","13.5","67.0","-31.0"
"99","8","","Kirk Cousins","MIN","QB20","12","70","124","97.0","27.0","140.0","+41.0"
"100","8","","Royce Freeman","DEN","RB37","10","81","117","99.0","18.0","97.0","-3.0"
"101","8","","Courtland Sutton","DEN","WR36","10","83","120","101.5","18.5","101.0","0.0"
"102","8","","Peyton Barber","TB","RB38","7","90","113","101.5","11.5","108.0","+6.0"
"103","8","","Jimmy Garoppolo","SF","QB21","4","92","111","101.5","9.5","141.0","+38.0"
"104","8","","Josh Allen","BUF","QB22","6","69","136","102.5","33.5","162.0","+58.0"
"105","8","","Christian Kirk","ARI","WR37","12","93","114","103.5","10.5","79.0","-26.0"
"106","8","","Kalen Ballage","MIA","RB39","5","100","107","103.5","3.5","120.0","+14.0"
"107","8","","Will Fuller","HOU","WR38","10","103","104","103.5","0.5","75.0","-32.0"
"108","8","","Sammy Watkins","KC","WR39","12","87","121","104.0","17.0","85.0","-23.0"
"109","9","","Jerick McKinnon","SF","RB40","4","94","126","110.0","16.0","145.0","+36.0"
"110","9","","Larry Fitzgerald","ARI","WR40","12","95","128","111.5","16.5","100.0","-10.0"
"111","9","","Ito Smith","ATL","RB41","9","107","117","112.0","5.0","148.0","+37.0"
"112","9","","Jared Cook","NO","TE9","9","112","115","113.5","1.5","81.0","-31.0"
"113","9","","Dion Lewis","TEN","RB42","11","101","127","114.0","13.0","133.0","+20.0"
"114","9","","Keke Coutee","HOU","WR41","10","66","164","115.0","49.0","125.0","+11.0"
"115","9","","Ronald Jones II","TB","RB43","7","100","130","115.0","15.0","105.0","-10.0"
"116","9","","David Njoku","CLE","TE10","7","110","120","115.0","5.0","94.0","-22.0"
"117","9","","James Washington","PIT","WR42","7","105","131","118.0","13.0","114.0","-3.0"
"118","9","","Curtis Samuel","CAR","WR43","7","110","135","122.5","12.5","103.0","-15.0"
"119","9","","Austin Hooper","ATL","TE11","9","116","132","124.0","8.0","127.0","+8.0"
"120","9","","Matthew Stafford","DET","QB23","5","98","154","126.0","28.0","189.0","+69.0"
"121","9","","Austin Ekeler","LAC","RB44","12","88","168","128.0","40.0","78.0","-43.0"
"122","9","","Sam Darnold","NYJ","QB24","4","113","143","128.0","15.0","173.0","+51.0"
"123","9","","Albert Wilson","MIA","WR44","5","91","167","129.0","38.0","223.0","+100.0"
"124","9","","Darrell Henderson","LAR","RB45","9","91","167","129.0","38.0","86.0","-38.0"
"125","9","","Tyrell Williams","OAK","WR45","6","121","139","130.0","9.0","124.0","-1.0"
"126","9","","Jordan Reed","WAS","TE12","10","89","172","130.5","41.5","159.0","+33.0"
"127","9","","Chris Thompson","WAS","RB46","10","131","133","132.0","1.0","185.0","+58.0"
"128","9","","Matt Breida","SF","RB47","4","119","146","132.5","13.5","123.0","-5.0"
"129","9","","Jamaal Williams","GB","RB48","11","126","144","135.0","9.0","188.0","+59.0"
"130","9","","Damien Harris","NE","RB49","10","130","141","135.5","5.5","116.0","-14.0"
"131","9","","Donte Moncrief","PIT","WR46","7","97","175","136.0","39.0","152.0","+21.0"
"132","9","","Marquez Valdes-Scantling","GB","WR47","11","133","140","136.5","3.5","118.0","-14.0"
"133","9","","Adrian Peterson","WAS","RB50","10","97","179","138.0","41.0","142.0","+9.0"
"134","9","","Anthony Miller","CHI","WR48","6","128","150","139.0","11.0","131.0","-3.0"
"135","10","","Zay Jones","BUF","WR49","6","106","173","139.5","33.5","197.0","+62.0"
"136","10","","Delanie Walker","TEN","TE13","11","118","162","140.0","22.0","136.0","0.0"
"137","10","","Nick Foles","JAC","QB25","10","136","145","140.5","4.5","198.0","+61.0"
"138","10","","Kareem Hunt","CLE","RB51","7","138","146","142.0","4.0","90.0","-48.0"
"139","10","","Carlos Hyde","KC","RB52","12","125","160","142.5","17.5","115.0","-24.0"
"140","10","","Derek Carr","OAK","QB26","6","99","187","143.0","44.0","186.0","+46.0"
"141","10","","DeSean Jackson","PHI","WR50","10","141","147","144.0","3.0","132.0","-9.0"
"142","10","","Trey Burton","CHI","TE14","6","137","152","144.5","7.5","149.0","+7.0"
"143","10","","C.J. Anderson","DET","RB53","5","115","177","146.0","31.0","179.0","+36.0"
"144","10","","Andy Dalton","CIN","QB27","9","123","169","146.0","23.0","316.0","+172.0"
"145","10","","Nyheim Hines","IND","RB54","6","134","159","146.5","12.5","172.0","+27.0"
"146","10","","Kenny Stills","MIA","WR51","5","145","150","147.5","2.5","178.0","+32.0"
"147","10","","D.K. Metcalf","SEA","WR52","11","148","149","148.5","0.5","109.0","-38.0"
"148","10","","Mark Andrews","BAL","TE15","8","139","159","149.0","10.0","153.0","+5.0"
"149","10","","Geronimo Allison","GB","WR53","11","138","161","149.5","11.5","111.0","-38.0"
"150","10","","Devin Singletary","BUF","RB55","6","108","192","150.0","42.0","135.0","-15.0"
"151","10","","Jaylen Samuels","PIT","RB56","7","118","182","150.0","32.0","143.0","-8.0"
"152","10","","Kyle Rudolph","MIN","TE16","12","142","158","150.0","8.0","156.0","+4.0"
"153","10","","David Moore","SEA","WR54","11","123","180","151.5","28.5","283.0","+130.0"
"154","10","","John Brown","BUF","WR55","6","153","157","155.0","2.0","164.0","+10.0"
"155","10","","Malcolm Brown","LAR","RB57","9","129","183","156.0","27.0","205.0","+50.0"
"156","10","","Michael Gallup","DAL","WR56","8","154","158","156.0","2.0","161.0","+5.0"
"157","10","","Devin Funchess","IND","WR57","6","153","166","159.5","6.5","144.0","-13.0"
"158","10","","Devante Parker","MIA","WR58","5","134","186","160.0","26.0","204.0","+46.0"
"159","10","","Emmanuel Sanders","DEN","WR59","10","143","178","160.5","17.5","112.0","-47.0"
"160","10","","Chris Herndon IV","NYJ","TE17","4","125","199","162.0","37.0","202.0","+42.0"
"161","10","","T.J. Hockenson","DET","TE18","5","156","169","162.5","6.5","128.0","-33.0"
"162","10","","Tre'Quan Smith","NO","WR60","9","155","171","163.0","8.0","176.0","+14.0"
"163","10","","Justin Jackson","LAC","RB58","12","147","184","165.5","18.5","168.0","+5.0"
"164","10","","Marcus Mariota","TEN","QB28","11","132","202","167.0","35.0","258.0","+94.0"
"165","10","","Robert Foster","BUF","WR61","6","122","221","171.5","49.5","210.0","+45.0"
"166","10","","Duke Johnson","HOU","RB59","10","144","199","171.5","27.5","139.0","-27.0"
"167","10","","Greg Olsen","CAR","TE19","7","157","187","172.0","15.0","165.0","-2.0"
"168","10","","Mike Davis","CHI","RB60","6","127","222","174.5","47.5","237.0","+69.0"
"169","10","","Justice Hill","BAL","RB61","8","163","186","174.5","11.5","160.0","-9.0"
"170","10","","Golden Tate","NYG","WR62","11","173","176","174.5","1.5","129.0","-41.0"
"171","10","","Jimmy Graham","GB","TE20","11","151","200","175.5","24.5","155.0","-16.0"
"172","10","","DaeSean Hamilton","DEN","WR63","10","151","201","176.0","25.0","196.0","+24.0"
"173","10","","Quincy Enunwa","NYJ","WR64","4","174","178","176.0","2.0","251.0","+78.0"
"174","11","","Mohamed Sanu","ATL","WR65","9","149","208","178.5","29.5","190.0","+16.0"
"175","11","","Marquise Goodwin","SF","WR66","4","152","207","179.5","27.5","193.0","+18.0"
"176","11","","Jack Doyle","IND","TE21","6","165","194","179.5","14.5","232.0","+56.0"
"177","11","","Darren Waller","OAK","TE22","6","170","195","182.5","12.5","325.0","+148.0"
"178","11","","N'Keal Harry","NE","WR67","10","148","222","185.0","37.0","107.0","-71.0"
"179","11","","Ted Ginn","NO","WR68","9","179","193","186.0","7.0","308.0","+129.0"
"180","11","","Taylor Gabriel","CHI","WR69","6","162","212","187.0","25.0","295.0","+115.0"
"181","11","","Deebo Samuel","SF","WR70","4","181","193","187.0","6.0","167.0","-14.0"
"182","11","","Dallas Goedert","PHI","TE23","10","171","212","191.5","20.5","201.0","+19.0"
"183","11","","Parris Campbell","IND","WR71","6","180","205","192.5","12.5","146.0","-37.0"
"184","11","","Cole Beasley","BUF","WR72","6","185","200","192.5","7.5","298.0","+114.0"
"185","11","","Rex Burkhead","NE","RB62","10","182","204","193.0","11.0","314.0","+129.0"
"186","11","","Giovani Bernard","CIN","RB63","9","129","259","194.0","65.0","246.0","+60.0"
"187","11","","Jamison Crowder","NYJ","WR73","4","160","232","196.0","36.0","194.0","+7.0"
"188","11","","Jalen Richard","OAK","RB64","6","137","267","202.0","65.0","229.0","+41.0"
"189","11","","Joe Flacco","DEN","QB29","10","170","237","203.5","33.5","345.0","+156.0"
"190","11","","Chase Edmonds","ARI","RB65","12","166","243","204.5","38.5","255.0","+65.0"
"191","11","","Ricky Seals-Jones","ARI","TE24","12","140","280","210.0","70.0","296.0","+105.0"
"192","11","","Nelson Agholor","PHI","WR74","10","197","215","206.0","9.0","235.0","+43.0"
"193","11","","Adam Humphries","TEN","WR75","11","188","226","207.0","19.0","209.0","+16.0"
"194","11","","Frank Gore","BUF","RB66","6","191","224","207.5","16.5","266.0","+72.0"
"195","11","","Marquise Brown","BAL","WR76","8","185","231","208.0","23.0","163.0","-32.0"
"196","11","","Noah Fant","DEN","TE25","10","184","235","209.5","25.5","175.0","-21.0"
"197","11","","A.J. Brown","TEN","WR77","11","197","229","213.0","16.0","191.0","-6.0"
"198","11","","D'Onta Foreman","IND","RB67","6","211","216","213.5","2.5","158.0","-40.0"
"199","11","","Tyler Eifert","CIN","TE26","9","213","215","214.0","1.0","280.0","+81.0"
"200","12","","Darwin Thompson","KC","RB68","12","206","228","217.0","11.0","181.0","-19.0"
"201","12","","John Ross","CIN","WR78","9","202","236","219.0","17.0","273.0","+72.0"
"202","12","","Josh Doctson","WAS","WR79","10","181","258","219.5","38.5","268.0","+66.0"
"203","12","","Elijah McGuire","NYJ","RB69","4","209","233","221.0","12.0","249.0","+46.0"
"204","12","","Trey Quinn","WAS","WR80","10","216","226","221.0","5.0","241.0","+37.0"
"205","12","","Antonio Callaway","CLE","WR81","7","195","250","222.5","27.5","206.0","+1.0"
"206","12","","Gerald Everett","LAR","TE27","9","203","248","225.5","22.5","286.0","+80.0"
"207","12","","Danny Amendola","DET","WR82","5","209","242","225.5","16.5","306.0","+99.0"
"208","12","","Jason Witten","DAL","TE28","8","189","268","228.5","39.5","360.0","+152.0"
"209","12","","Corey Clement","PHI","RB70","10","208","250","229.0","21.0","277.0","+68.0"
"210","12","","Marqise Lee","JAC","WR83","10","221","242","231.5","10.5","226.0","+16.0"
"211","12","","Andy Isabella","ARI","WR84","12","203","263","233.0","30.0","231.0","+20.0"
"212","12","","Will Dissly","SEA","TE29","11","219","256","237.5","18.5","369.0","+157.0"
"213","12","","Josh Rosen","MIA","QB30","5","205","336","270.5","65.5","282.0","+69.0"
"214","12","","Benny Snell Jr.","PIT","RB71","7","235","244","239.5","4.5","275.0","+61.0"
"215","13","","Mecole Hardman","KC","WR85","12","218","318","268.0","50.0","170.0","-45.0"
"216","13","","Willie Snead","BAL","WR86","8","228","263","245.5","17.5","301.0","+85.0"
"217","13","","Mike Gesicki","MIA","TE30","5","227","266","246.5","19.5","243.0","+26.0"
"218","13","","Josh Reynolds","LAR","WR87","9","245","248","246.5","1.5","257.0","+39.0"
"219","13","","Kenneth Dixon","BAL","RB72","8","225","270","247.5","22.5","294.0","+75.0"
"220","13","","J.J. Arcega-Whiteside","PHI","WR88","10","251","255","253.0","2.0","221.0","+1.0"
"221","13","","Taywan Taylor","TEN","WR89","11","240","301","270.5","30.5","269.0","+48.0"
"222","13","","Dwayne Haskins","WAS","QB31","10","249","265","257.0","8.0","259.0","+37.0"
"223","13","","Tony Pollard","DAL","RB73","8","253","261","257.0","4.0","180.0","-43.0"
"224","13","","Josh Adams","PHI","RB74","10","246","329","287.5","41.5","281.0","+57.0"
"225","13","","Phillip Dorsett","NE","WR90","10","251","271","261.0","10.0","341.0","+116.0"
"226","13","","Case Keenum","WAS","QB32","10","252","340","296.0","44.0","315.0","+89.0"
"227","14","","Jonnu Smith","TEN","TE31","11","266","269","267.5","1.5","381.0","+154.0"
"228","14","","Equanimeous St. Brown","GB","WR91","11","265","352","308.5","43.5","285.0","+57.0"
""
""
