"Rank","Tier","WSID","Overall","Team","Pos","Bye","Best","Worst","Avg","Std Dev","ADP","vs. ADP"
"1","1","","Alvin Kamara","NO","RB1","9","1","2","1.5","0.5","2.0","+1.0"
"2","1","","Saquon Barkley","NYG","RB2","11","1","2","1.5","0.5","1.0","-1.0"
"3","1","","Christian McCaffrey","CAR","RB3","7","4","4","4.0","0.0","3.0","0.0"
"4","2","","Nick Chubb","CLE","RB4","7","5","5","5.0","0.0","15.0","+11.0"
"5","2","","DeAndre Hopkins","HOU","WR1","10","6","6","6.0","0.0","5.0","0.0"
"6","2","","David Johnson","ARI","RB5","12","3","11","7.0","4.0","6.0","0.0"
"7","2","","Ezekiel Elliott","DAL","RB6","8","3","11","7.0","4.0","4.0","-3.0"
"8","2","","Davante Adams","GB","WR2","11","7","7","7.0","0.0","8.0","0.0"
"9","2","","Julio Jones","ATL","WR3","9","8","10","9.0","1.0","12.0","+3.0"
"10","3","","Le'Veon Bell","NYJ","RB7","4","8","13","10.5","2.5","7.0","-3.0"
"11","3","","Tyreek Hill","KC","WR4","12","9","14","11.5","2.5","17.0","+6.0"
"12","3","","Todd Gurley","LAR","RB8","9","10","15","12.5","2.5","11.0","-1.0"
"13","3","","Odell Beckham Jr.","CLE","WR5","7","12","13","12.5","0.5","14.0","+1.0"
"14","3","","Travis Kelce","KC","TE1","12","9","18","13.5","4.5","19.0","+5.0"
"15","3","","Dalvin Cook","MIN","RB9","12","12","21","16.5","4.5","20.0","+5.0"
"16","3","","Michael Thomas","NO","WR6","9","15","18","16.5","1.5","10.0","-6.0"
"17","3","","JuJu Smith-Schuster","PIT","WR7","7","16","17","16.5","0.5","18.0","+1.0"
"18","3","","Leonard Fournette","JAC","RB10","10","14","22","18.0","4.0","24.0","+6.0"
"19","3","","Mike Evans","TB","WR8","7","16","20","18.0","2.0","21.0","+2.0"
"20","3","","Joe Mixon","CIN","RB11","9","17","20","18.5","1.5","13.0","-7.0"
"21","4","","James Conner","PIT","RB12","7","19","19","19.0","0.0","9.0","-12.0"
"22","4","","Antonio Brown","OAK","WR9","6","21","24","22.5","1.5","22.0","0.0"
"23","4","","Keenan Allen","LAC","WR10","12","22","28","25.0","3.0","28.0","+5.0"
"24","4","","Zach Ertz","PHI","TE2","10","24","28","26.0","2.0","33.0","+9.0"
"25","4","","Stefon Diggs","MIN","WR11","12","23","31","27.0","4.0","38.0","+13.0"
"26","4","","Aaron Jones","GB","RB13","11","27","29","28.0","1.0","30.0","+4.0"
"27","5","","T.Y. Hilton","IND","WR12","6","26","36","31.0","5.0","29.0","+2.0"
"28","5","","Adam Thielen","MIN","WR13","12","25","38","31.5","6.5","26.0","-2.0"
"29","5","","George Kittle","SF","TE3","4","26","37","31.5","5.5","32.0","+3.0"
"30","5","","Devonta Freeman","ATL","RB14","9","25","40","32.5","7.5","35.0","+5.0"
"31","5","","Amari Cooper","DAL","WR14","8","29","36","32.5","3.5","34.0","+3.0"
"32","5","","Brandin Cooks","LAR","WR15","9","32","33","32.5","0.5","39.0","+7.0"
"33","5","","Marlon Mack","IND","RB15","6","32","33","32.5","0.5","31.0","-2.0"
"34","5","","Kerryon Johnson","DET","RB16","5","31","35","33.0","2.0","27.0","-7.0"
"35","5","","Julian Edelman","NE","WR16","10","30","38","34.0","4.0","44.0","+9.0"
"36","5","","Melvin Gordon","LAC","RB17","12","34","34","34.0","0.0","23.0","-13.0"
"37","5","","Chris Carson","SEA","RB18","11","23","46","34.5","11.5","41.0","+4.0"
"38","5","","Sony Michel","NE","RB19","10","30","40","35.0","5.0","52.0","+14.0"
"39","5","","Derrick Henry","TEN","RB20","11","27","44","35.5","8.5","36.0","-3.0"
"40","5","","Robert Woods","LAR","WR17","9","37","39","38.0","1.0","40.0","0.0"
"41","5","","Josh Jacobs","OAK","RB21","6","35","46","40.5","5.5","37.0","-4.0"
"42","6","","Damien Williams","KC","RB22","12","39","44","41.5","2.5","25.0","-17.0"
"43","6","","Patrick Mahomes","KC","QB1","12","41","42","41.5","0.5","16.0","-27.0"
"44","6","","Kenny Golladay","DET","WR18","5","42","45","43.5","1.5","45.0","+1.0"
"45","6","","Chris Godwin","TB","WR19","7","41","47","44.0","3.0","50.0","+5.0"
"46","6","","Alshon Jeffery","PHI","WR20","10","45","47","46.0","1.0","69.0","+23.0"
"47","6","","Allen Robinson","CHI","WR21","6","48","49","48.5","0.5","76.0","+29.0"
"48","6","","Mark Ingram","BAL","RB23","8","43","55","49.0","6.0","46.0","-2.0"
"49","6","","Mike Williams","LAC","WR22","12","48","53","50.5","2.5","61.0","+12.0"
"50","6","","Cooper Kupp","LAR","WR23","9","43","60","51.5","8.5","49.0","-1.0"
"51","6","","Tyler Lockett","SEA","WR24","11","50","54","52.0","2.0","53.0","+2.0"
"52","6","","Deshaun Watson","HOU","QB2","10","52","53","52.5","0.5","47.0","-5.0"
"53","6","","David Montgomery","CHI","RB24","6","50","56","53.0","3.0","43.0","-10.0"
"54","6","","O.J. Howard","TB","TE4","7","49","58","53.5","4.5","56.0","+2.0"
"55","6","","Aaron Rodgers","GB","QB3","11","52","56","54.0","2.0","51.0","-4.0"
"56","6","","Phillip Lindsay","DEN","RB25","10","54","57","55.5","1.5","42.0","-14.0"
"57","6","","Andrew Luck","IND","QB4","6","55","57","56.0","1.0","59.0","+2.0"
"58","7","","Calvin Ridley","ATL","WR25","9","61","62","61.5","0.5","54.0","-4.0"
"59","7","","James White","NE","RB26","10","59","69","64.0","5.0","68.0","+9.0"
"60","7","","Rashaad Penny","SEA","RB27","11","62","66","64.0","2.0","77.0","+17.0"
"61","7","","D.J. Moore","CAR","WR26","7","64","64","64.0","0.0","66.0","+5.0"
"62","7","","A.J. Green","CIN","WR27","9","61","68","64.5","3.5","48.0","-14.0"
"63","7","","Evan Engram","NYG","TE5","11","65","67","66.0","1.0","63.0","0.0"
"64","7","","Tyler Boyd","CIN","WR28","9","58","77","67.5","9.5","57.0","-7.0"
"65","7","","Matt Ryan","ATL","QB5","9","65","70","67.5","2.5","71.0","+6.0"
"66","7","","Sammy Watkins","KC","WR29","12","63","73","68.0","5.0","85.0","+19.0"
"67","7","","Hunter Henry","LAC","TE6","12","66","71","68.5","2.5","70.0","+3.0"
"68","7","","Tevin Coleman","SF","RB28","4","51","89","70.0","19.0","58.0","-10.0"
"69","7","","Miles Sanders","PHI","RB29","10","68","73","70.5","2.5","73.0","+4.0"
"70","7","","Baker Mayfield","CLE","QB6","7","60","84","72.0","12.0","62.0","-8.0"
"71","7","","Latavius Murray","NO","RB30","9","51","94","72.5","21.5","87.0","+16.0"
"72","7","","Tarik Cohen","CHI","RB31","6","69","77","73.0","4.0","64.0","-8.0"
