"Rank","Tier","WSID","Overall","Team","Pos","Bye","Best","Worst","Avg","Std Dev","ADP","vs. ADP"
"1","1","","Christian McCaffrey","CAR","RB1","7","1","2","1.5","0.5","3.0","+2.0"
"2","1","","Saquon Barkley","NYG","RB2","11","1","2","1.5","0.5","1.0","-1.0"
"3","1","","Ezekiel Elliott","DAL","RB3","8","3","3","3.0","0.0","4.0","+1.0"
"4","1","","David Johnson","ARI","RB4","12","4","6","5.0","1.0","6.0","+2.0"
"5","2","","Alvin Kamara","NO","RB5","9","4","10","7.0","3.0","2.0","-3.0"
"6","2","","Joe Mixon","CIN","RB6","9","5","15","10.0","5.0","13.0","+7.0"
"7","2","","Devonta Freeman","ATL","RB7","9","9","12","10.5","1.5","35.0","+28.0"
"8","2","","James Conner","PIT","RB8","7","10","11","10.5","0.5","9.0","+1.0"
"9","3","","Davante Adams","GB","WR1","11","7","17","12.0","5.0","8.0","-1.0"
"10","3","","Travis Kelce","KC","TE1","12","8","16","12.0","4.0","19.0","+9.0"
"11","3","","DeAndre Hopkins","HOU","WR2","10","9","23","16.0","7.0","5.0","-6.0"
"12","3","","JuJu Smith-Schuster","PIT","WR3","7","14","18","16.0","2.0","18.0","+6.0"
"13","3","","Odell Beckham Jr.","CLE","WR4","7","7","26","16.5","9.5","14.0","+1.0"
"14","3","","Julio Jones","ATL","WR5","9","11","22","16.5","5.5","12.0","-2.0"
"15","3","","Le'Veon Bell","NYJ","RB9","4","16","17","16.5","0.5","7.0","-8.0"
"16","3","","Melvin Gordon","LAC","RB10","12","5","30","17.5","12.5","23.0","+7.0"
"17","3","","Chris Godwin","TB","WR6","7","13","24","18.5","5.5","50.0","+33.0"
"18","4","","Mark Ingram","BAL","RB11","8","13","25","19.0","6.0","46.0","+28.0"
"19","4","","Adam Thielen","MIN","WR7","12","18","21","19.5","1.5","26.0","+7.0"
"20","4","","Michael Thomas","NO","WR8","9","22","24","23.0","1.0","10.0","-10.0"
"21","4","","Julian Edelman","NE","WR9","10","8","40","24.0","16.0","44.0","+23.0"
"22","4","","Damien Williams","KC","RB12","12","6","43","24.5","18.5","25.0","+3.0"
"23","4","","Mike Evans","TB","WR10","7","19","31","25.0","6.0","21.0","-2.0"
"24","4","","Keenan Allen","LAC","WR11","12","20","31","25.5","5.5","28.0","+4.0"
"25","4","","Zach Ertz","PHI","TE2","10","23","28","25.5","2.5","33.0","+8.0"
"26","4","","Tyler Lockett","SEA","WR12","11","15","37","26.0","11.0","53.0","+27.0"
"27","4","","Nick Chubb","CLE","RB13","7","25","29","27.0","2.0","15.0","-12.0"
"28","4","","T.Y. Hilton","IND","WR13","6","27","27","27.0","0.0","29.0","+1.0"
"29","5","","Dalvin Cook","MIN","RB14","12","12","44","28.0","16.0","20.0","-9.0"
"30","5","","Tyreek Hill","KC","WR14","12","14","45","29.5","15.5","17.0","-13.0"
"31","5","","Marlon Mack","IND","RB15","6","19","51","35.0","16.0","31.0","0.0"
"32","5","","Patrick Mahomes","KC","QB1","12","35","35","35.0","0.0","16.0","-16.0"
"33","5","","Amari Cooper","DAL","WR15","8","30","42","36.0","6.0","34.0","+1.0"
"34","5","","Kerryon Johnson","DET","RB16","5","33","41","37.0","4.0","27.0","-7.0"
"35","5","","Leonard Fournette","JAC","RB17","10","38","39","38.5","0.5","24.0","-11.0"
"36","5","","George Kittle","SF","TE3","4","28","53","40.5","12.5","32.0","-4.0"
"37","6","","Stefon Diggs","MIN","WR16","12","37","45","41.0","4.0","38.0","+1.0"
"38","6","","Derrick Henry","TEN","RB18","11","36","47","41.5","5.5","36.0","-2.0"
"39","6","","Alshon Jeffery","PHI","WR17","10","34","51","42.5","8.5","69.0","+30.0"
"40","6","","Cooper Kupp","LAR","WR18","9","39","48","43.5","4.5","49.0","+9.0"
"41","6","","Kenyan Drake","MIA","RB19","5","32","56","44.0","12.0","55.0","+14.0"
"42","6","","Robert Woods","LAR","WR19","9","36","52","44.0","8.0","40.0","-2.0"
"43","6","","Kenny Golladay","DET","WR20","5","42","52","47.0","5.0","45.0","+2.0"
"44","6","","Tevin Coleman","SF","RB20","4","41","55","48.0","7.0","58.0","+14.0"
"45","6","","Deshaun Watson","HOU","QB2","10","47","50","48.5","1.5","47.0","+2.0"
"46","6","","Brandin Cooks","LAR","WR21","9","48","49","48.5","0.5","39.0","-7.0"
"47","6","","James White","NE","RB21","10","40","58","49.0","9.0","68.0","+21.0"
"48","6","","Antonio Brown","OAK","WR22","6","29","70","49.5","20.5","22.0","-26.0"
"49","6","","Latavius Murray","NO","RB22","9","33","71","52.0","19.0","87.0","+38.0"
"50","6","","Aaron Jones","GB","RB23","11","46","62","54.0","8.0","30.0","-20.0"
