"Rank","Tier","WSID","Overall","Team","Pos","Bye","Best","Worst","Avg","Std Dev","ADP","vs. ADP"
"40","5","","Patrick Mahomes","KC","QB1","12","35","48","41.5","6.5","16.0","-24.0"
"41","5","","Deshaun Watson","HOU","QB2","10","36","47","41.5","5.5","47.0","+6.0"
"42","5","","Tyler Lockett","SEA","WR17","11","39","46","42.5","3.5","53.0","+11.0"
"43","5","","Robert Woods","LAR","WR18","9","40","45","42.5","2.5","40.0","-3.0"
"44","5","","Chris Godwin","TB","WR19","7","42","43","42.5","0.5","50.0","+6.0"
"45","5","","Chris Carson","SEA","RB21","11","42","43","42.5","0.5","41.0","-4.0"
"46","6","","Kenny Golladay","DET","WR20","5","41","49","45.0","4.0","45.0","-1.0"
"47","6","","A.J. Green","CIN","WR21","9","30","66","48.0","18.0","48.0","+1.0"
"48","6","","D.J. Moore","CAR","WR22","7","48","51","49.5","1.5","66.0","+18.0"
"49","6","","Cooper Kupp","LAR","WR23","9","49","50","49.5","0.5","49.0","0.0"
"50","6","","Mark Ingram","BAL","RB22","8","45","56","50.5","5.5","46.0","-4.0"
"51","6","","Kenyan Drake","MIA","RB23","5","44","59","51.5","7.5","55.0","+4.0"
"52","6","","David Montgomery","CHI","RB24","6","51","52","51.5","0.5","43.0","-9.0"
"53","6","","Phillip Lindsay","DEN","RB25","10","54","55","54.5","0.5","42.0","-11.0"
"54","6","","Calvin Ridley","ATL","WR24","9","50","63","56.5","6.5","54.0","0.0"
"55","6","","Alshon Jeffery","PHI","WR25","10","53","61","57.0","4.0","69.0","+14.0"
"56","6","","Aaron Rodgers","GB","QB3","11","57","58","57.5","0.5","51.0","-5.0"
"57","6","","James White","NE","RB26","10","55","63","59.0","4.0","68.0","+11.0"
"58","6","","Lamar Miller","HOU","RB27","10","57","62","59.5","2.5","60.0","+2.0"
"59","6","","Andrew Luck","IND","QB4","6","59","60","59.5","0.5","59.0","0.0"
"60","6","","O.J. Howard","TB","TE4","7","54","69","61.5","7.5","56.0","-4.0"
"61","7","","Mike Williams","LAC","WR26","12","61","65","63.0","2.0","61.0","0.0"
"62","7","","Robby Anderson","NYJ","WR27","4","60","67","63.5","3.5","74.0","+12.0"
"63","7","","Sony Michel","NE","RB28","10","47","83","65.0","18.0","52.0","-11.0"
"64","7","","Tarik Cohen","CHI","RB29","6","58","72","65.0","7.0","64.0","0.0"
"65","7","","Allen Robinson","CHI","WR28","6","64","66","65.0","1.0","76.0","+11.0"
"66","7","","Sammy Watkins","KC","WR29","12","52","80","66.0","14.0","85.0","+19.0"
"67","7","","Baker Mayfield","CLE","QB5","7","64","68","66.0","2.0","62.0","-5.0"
"68","7","","Vance McDonald","PIT","TE5","7","53","82","67.5","14.5","96.0","+28.0"
"69","7","","Rashaad Penny","SEA","RB30","11","68","71","69.5","1.5","77.0","+8.0"
"70","7","","Carson Wentz","PHI","QB6","10","67","73","70.0","3.0","84.0","+14.0"
"71","7","","Evan Engram","NYG","TE6","11","70","73","71.5","1.5","63.0","-8.0"
"72","7","","Tevin Coleman","SF","RB31","4","56","91","73.5","17.5","58.0","-14.0"
"73","7","","Tyler Boyd","CIN","WR30","9","62","87","74.5","12.5","57.0","-16.0"
"74","7","","Matt Ryan","ATL","QB7","9","65","84","74.5","9.5","71.0","-3.0"
"75","7","","Dante Pettis","SF","WR31","4","74","75","74.5","0.5","80.0","+5.0"
"76","7","","Jarvis Landry","CLE","WR32","7","75","77","76.0","1.0","67.0","-9.0"
"77","7","","Miles Sanders","PHI","RB32","10","70","84","77.0","7.0","73.0","-4.0"
"78","7","","Derrius Guice","WAS","RB33","10","71","83","77.0","6.0","65.0","-13.0"
"79","7","","Will Fuller","HOU","WR33","10","76","78","77.0","1.0","75.0","-4.0"
"80","7","","Hunter Henry","LAC","TE7","12","74","81","77.5","3.5","70.0","-10.0"
"81","7","","Latavius Murray","NO","RB34","9","69","90","79.5","10.5","87.0","+6.0"
"82","7","","Marvin Jones","DET","WR34","5","76","86","81.0","5.0","88.0","+6.0"
"83","8","","Cam Newton","CAR","QB8","7","72","93","82.5","10.5","93.0","+10.0"
"84","8","","Corey Davis","TEN","WR35","11","79","88","83.5","4.5","92.0","+8.0"
"85","8","","Russell Wilson","SEA","QB9","11","77","95","86.0","9.0","89.0","+4.0"
"86","8","","Jared Goff","LAR","QB10","9","78","94","86.0","8.0","91.0","+5.0"
"87","8","","Royce Freeman","DEN","RB35","10","82","91","86.5","4.5","97.0","+10.0"
"88","8","","Christian Kirk","ARI","WR36","12","79","96","87.5","8.5","79.0","-9.0"
"89","8","","Austin Ekeler","LAC","RB36","12","86","92","89.0","3.0","78.0","-11.0"
"90","8","","Sterling Shepard","NYG","WR37","11","88","90","89.0","1.0","99.0","+9.0"
"91","8","","Curtis Samuel","CAR","WR38","7","89","89","89.0","0.0","103.0","+12.0"
"92","8","","Courtland Sutton","DEN","WR39","10","85","97","91.0","6.0","101.0","+9.0"
"93","8","","Kyler Murray","ARI","QB11","12","85","100","92.5","7.5","98.0","+5.0"
"94","8","","Dede Westbrook","JAC","WR40","10","93","94","93.5","0.5","102.0","+8.0"
"95","8","","Jameis Winston","TB","QB12","7","92","101","96.5","4.5","106.0","+11.0"
"96","8","","Jordan Howard","PHI","RB37","10","87","109","98.0","11.0","82.0","-14.0"
"97","8","","Drew Brees","NO","QB13","9","98","99","98.5","0.5","83.0","-14.0"
"98","8","","Darrell Henderson","LAR","RB38","9","96","104","100.0","4.0","86.0","-12.0"
"99","8","","Mark Andrews","BAL","TE8","8","80","121","100.5","20.5","153.0","+54.0"
"100","8","","Jared Cook","NO","TE9","9","81","120","100.5","19.5","81.0","-19.0"
"101","8","","David Njoku","CLE","TE10","7","97","107","102.0","5.0","94.0","-7.0"
"102","8","","Larry Fitzgerald","ARI","WR41","12","100","105","102.5","2.5","100.0","-2.0"
"103","8","","LeSean McCoy","BUF","RB39","6","102","103","102.5","0.5","104.0","+1.0"
"104","8","","Devin Funchess","IND","WR42","6","99","109","104.0","5.0","144.0","+40.0"
"105","8","","Anthony Miller","CHI","WR43","6","103","106","104.5","1.5","131.0","+26.0"
"106","9","","DeSean Jackson","PHI","WR44","10","104","108","106.0","2.0","132.0","+26.0"
"107","9","","Peyton Barber","TB","RB40","7","95","118","106.5","11.5","108.0","+1.0"
"108","9","","Keke Coutee","HOU","WR45","10","101","113","107.0","6.0","125.0","+17.0"
"109","9","","Austin Hooper","ATL","TE11","9","106","115","110.5","4.5","127.0","+18.0"
"110","9","","John Brown","BUF","WR46","6","111","112","111.5","0.5","164.0","+54.0"
"111","9","","Eric Ebron","IND","TE12","6","98","126","112.0","14.0","72.0","-39.0"
"112","9","","Ronald Jones II","TB","RB41","7","105","124","114.5","9.5","105.0","-7.0"
"113","9","","Lamar Jackson","BAL","QB14","8","110","119","114.5","4.5","121.0","+8.0"
"114","9","","Geronimo Allison","GB","WR47","11","102","128","115.0","13.0","111.0","-3.0"
"115","9","","Philip Rivers","LAC","QB15","12","111","123","117.0","6.0","119.0","+4.0"
"116","9","","Ben Roethlisberger","PIT","QB16","7","117","118","117.5","0.5","110.0","-6.0"
"117","9","","Dak Prescott","DAL","QB17","8","116","121","118.5","2.5","138.0","+21.0"
"118","9","","Trey Burton","CHI","TE13","6","114","127","120.5","6.5","149.0","+31.0"
"119","9","","Marquez Valdes-Scantling","GB","WR48","11","108","134","121.0","13.0","118.0","-1.0"
"120","9","","Kalen Ballage","MIA","RB42","5","110","133","121.5","11.5","120.0","0.0"
"121","9","","Kenny Stills","MIA","WR49","5","112","131","121.5","9.5","178.0","+57.0"
"122","9","","Michael Gallup","DAL","WR50","8","113","133","123.0","10.0","161.0","+39.0"
"123","9","","Tyrell Williams","OAK","WR51","6","114","132","123.0","9.0","124.0","+1.0"
"124","9","","Golden Tate","NYG","WR52","11","122","129","125.5","3.5","129.0","+5.0"
"125","9","","D.K. Metcalf","SEA","WR53","11","107","147","127.0","20.0","109.0","-16.0"
"126","9","","Ito Smith","ATL","RB43","9","117","137","127.0","10.0","148.0","+22.0"
"127","9","","Adrian Peterson","WAS","RB44","10","120","135","127.5","7.5","142.0","+15.0"
"128","9","","Mitch Trubisky","CHI","QB18","6","115","143","129.0","14.0","147.0","+19.0"
"129","9","","Josh Allen","BUF","QB19","6","116","144","130.0","14.0","162.0","+33.0"
"130","9","","N'Keal Harry","NE","WR54","10","125","135","130.0","5.0","107.0","-23.0"
"131","9","","Matt Breida","SF","RB45","4","125","136","130.5","5.5","123.0","-8.0"
"132","9","","Jaylen Samuels","PIT","RB46","7","119","145","132.0","13.0","143.0","+11.0"
"133","9","","Kirk Cousins","MIN","QB20","12","122","142","132.0","10.0","140.0","+7.0"
"134","9","","Damien Harris","NE","RB47","10","130","137","133.5","3.5","116.0","-18.0"
"135","10","","Jack Doyle","IND","TE14","6","131","140","135.5","4.5","232.0","+97.0"
"136","10","","Tom Brady","NE","QB21","10","124","150","137.0","13.0","117.0","-19.0"
"137","10","","Dion Lewis","TEN","RB48","11","128","148","138.0","10.0","133.0","-4.0"
"138","10","","James Washington","PIT","WR55","7","130","146","138.0","8.0","114.0","-24.0"
"139","10","","Emmanuel Sanders","DEN","WR56","10","126","151","138.5","12.5","112.0","-27.0"
"140","10","","C.J. Anderson","DET","RB49","5","129","149","139.0","10.0","179.0","+39.0"
"141","10","","Jordan Reed","WAS","TE15","10","139","139","139.0","0.0","159.0","+18.0"
"142","10","","Jimmy Garoppolo","SF","QB22","4","140","141","140.5","0.5","141.0","-1.0"
"143","10","","Chicago (CHI)","","DST1","6","141","142","141.5","0.5","95.0","-48.0"
"144","10","","Jerick McKinnon","SF","RB50","4","127","163","145.0","18.0","145.0","+1.0"
"145","10","","Carlos Hyde","KC","RB51","12","134","156","145.0","11.0","115.0","-30.0"
"146","10","","Kyle Rudolph","MIN","TE16","12","138","153","145.5","7.5","156.0","+10.0"
"147","10","","Nyheim Hines","IND","RB52","6","138","153","145.5","7.5","172.0","+25.0"
"148","10","","Duke Johnson","HOU","RB53","10","136","157","146.5","10.5","139.0","-9.0"
"149","10","","Jamison Crowder","NYJ","WR57","4","149","152","150.5","1.5","194.0","+45.0"
"150","10","","Delanie Walker","TEN","TE17","11","132","171","151.5","19.5","136.0","-14.0"
"151","10","","Justice Hill","BAL","RB54","8","144","160","152.0","8.0","160.0","+9.0"
"152","10","","Albert Wilson","MIA","WR58","5","150","158","154.0","4.0","223.0","+71.0"
"153","10","","Jimmy Graham","GB","TE18","11","147","164","155.5","8.5","155.0","+2.0"
"154","10","","Sam Darnold","NYJ","QB23","4","143","169","156.0","13.0","173.0","+19.0"
"155","10","","Donte Moncrief","PIT","WR59","7","123","191","157.0","34.0","152.0","-3.0"
"156","10","","DaeSean Hamilton","DEN","WR60","10","155","160","157.5","2.5","196.0","+40.0"
"157","10","","Derek Carr","OAK","QB24","6","151","165","158.0","7.0","186.0","+29.0"
"158","10","","Mohamed Sanu","ATL","WR61","9","154","167","160.5","6.5","190.0","+32.0"
"159","10","","Jacksonville (JAC)","","DST2","10","156","169","162.5","6.5","134.0","-25.0"
"160","10","","Los Angeles (LAC)","","DST3","12","155","176","165.5","10.5","151.0","-9.0"
"161","10","","Tre'Quan Smith","NO","WR62","9","159","173","166.0","7.0","176.0","+15.0"
"162","10","","Greg Olsen","CAR","TE19","7","148","186","167.0","19.0","165.0","+3.0"
"163","10","","Baltimore (BAL)","","DST4","8","164","175","169.5","5.5","130.0","-33.0"
"164","10","","Quincy Enunwa","NYJ","WR63","4","166","173","169.5","3.5","251.0","+87.0"
"165","11","","Los Angeles (LAR)","","DST5","9","165","175","170.0","5.0","113.0","-52.0"
"166","11","","Kareem Hunt","CLE","RB55","7","154","187","170.5","16.5","90.0","-76.0"
"167","11","","Jamaal Williams","GB","RB56","11","170","171","170.5","0.5","188.0","+21.0"
"168","11","","Chris Thompson","WAS","RB57","10","162","180","171.0","9.0","185.0","+17.0"
"169","11","","T.J. Hockenson","DET","TE20","5","163","179","171.0","8.0","128.0","-41.0"
"170","11","","Parris Campbell","IND","WR64","6","161","183","172.0","11.0","146.0","-24.0"
"171","11","","Minnesota (MIN)","","DST6","12","170","174","172.0","2.0","126.0","-45.0"
"172","11","","Mike Gesicki","MIA","TE21","5","152","194","173.0","21.0","243.0","+71.0"
"173","11","","Matthew Stafford","DET","QB25","5","166","180","173.0","7.0","189.0","+16.0"
"174","11","","Chase Edmonds","ARI","RB58","12","159","189","174.0","15.0","255.0","+81.0"
"175","11","","Andy Dalton","CIN","QB26","9","168","181","174.5","6.5","316.0","+141.0"
"176","11","","Mike Davis","CHI","RB59","6","168","188","178.0","10.0","237.0","+61.0"
"177","11","","Devante Parker","MIA","WR65","5","162","198","180.0","18.0","204.0","+27.0"
"178","11","","Alexander Mattison","MIN","RB60","12","167","197","182.0","15.0","150.0","-28.0"
"179","11","","Greg Zuerlein","LAR","K1","9","182","183","182.5","0.5","122.0","-57.0"
"180","11","","Trey Quinn","WAS","WR66","10","177","192","184.5","7.5","241.0","+61.0"
"181","11","","Dallas Goedert","PHI","TE22","10","185","186","185.5","0.5","201.0","+20.0"
"182","11","","Marcus Mariota","TEN","QB27","11","189","191","190.0","1.0","258.0","+76.0"
"183","11","","Nick Foles","JAC","QB28","10","190","190","190.0","0.0","198.0","+15.0"
"184","11","","Devin Singletary","BUF","RB61","6","158","223","190.5","32.5","135.0","-49.0"
"185","11","","Adam Humphries","TEN","WR67","11","174","207","190.5","16.5","209.0","+24.0"
"186","11","","Houston (HOU)","","DST7","10","178","208","193.0","15.0","157.0","-29.0"
"187","11","","Denver (DEN)","","DST8","10","181","205","193.0","12.0","182.0","-5.0"
"188","11","","Cleveland (CLE)","","DST9","7","182","204","193.0","11.0","187.0","-1.0"
"189","11","","Philadelphia (PHI)","","DST10","10","177","213","195.0","18.0","200.0","+11.0"
"190","11","","Harrison Butker","KC","K2","12","194","196","195.0","1.0","154.0","-36.0"
"191","11","","Ryquell Armstead","JAC","RB62","10","179","217","198.0","19.0","252.0","+61.0"
"192","11","","Justin Jackson","LAC","RB63","12","157","241","199.0","42.0","168.0","-24.0"
"193","11","","Giovani Bernard","CIN","RB64","9","188","210","199.0","11.0","246.0","+53.0"
"194","11","","Stephen Gostkowski","NE","K3","10","195","204","199.5","4.5","166.0","-28.0"
"195","11","","Antonio Callaway","CLE","WR68","7","185","218","201.5","16.5","206.0","+11.0"
"196","11","","Jalen Richard","OAK","RB65","6","196","208","202.0","6.0","229.0","+33.0"
"197","11","","Josh Doctson","WAS","WR69","10","193","212","202.5","9.5","268.0","+71.0"
"198","11","","Paul Richardson","WAS","WR70","10","192","217","204.5","12.5","276.0","+78.0"
"199","11","","Randall Cobb","DAL","WR71","8","184","226","205.0","21.0","256.0","+57.0"
"200","11","","Justin Tucker","BAL","K4","8","195","215","205.0","10.0","137.0","-63.0"
"201","11","","Buffalo (BUF)","","DST11","6","200","210","205.0","5.0","171.0","-30.0"
"202","11","","Gerald Everett","LAR","TE23","9","178","235","206.5","28.5","286.0","+84.0"
"203","11","","New Orleans (NO)","","DST12","9","201","213","207.0","6.0","184.0","-19.0"
"204","11","","Wil Lutz","NO","K5","9","203","212","207.5","4.5","169.0","-35.0"
"205","12","","Chris Herndon IV","NYJ","TE24","4","172","247","209.5","37.5","202.0","-3.0"
"206","12","","New England (NE)","","DST13","10","207","214","210.5","3.5","177.0","-29.0"
"207","12","","Dallas (DAL)","","DST14","8","211","216","213.5","2.5","192.0","-15.0"
"208","12","","Ian Thomas","CAR","TE25","7","193","241","217.0","24.0","267.0","+59.0"
"209","12","","Jake Elliott","PHI","K6","10","218","221","219.5","1.5","222.0","+13.0"
"210","12","","Elijah McGuire","NYJ","RB66","4","219","220","219.5","0.5","249.0","+39.0"
"211","12","","Ka'imi Fairbairn","HOU","K7","10","215","229","222.0","7.0","183.0","-28.0"
"212","12","","Rex Burkhead","NE","RB67","10","202","246","224.0","22.0","314.0","+102.0"
"213","12","","Robbie Gould","SF","K8","4","224","224","224.0","0.0","195.0","-18.0"
"214","12","","Willie Snead","BAL","WR72","8","199","250","224.5","25.5","301.0","+87.0"
"215","12","","Jason Witten","DAL","TE26","8","211","240","225.5","14.5","360.0","+145.0"
"216","12","","T.J. Yeldon","BUF","RB68","6","219","232","225.5","6.5","215.0","-1.0"
"217","12","","Mason Crosby","GB","K9","11","216","236","226.0","10.0","219.0","+2.0"
"218","12","","Michael Badgley","LAC","K10","12","221","235","228.0","7.0","214.0","-4.0"
"219","12","","Tyler Eifert","CIN","TE27","9","209","248","228.5","19.5","280.0","+61.0"
"220","12","","Pittsburgh (PIT)","","DST15","7","226","231","228.5","2.5","199.0","-21.0"
"221","12","","Frank Gore","BUF","RB69","6","214","244","229.0","15.0","266.0","+45.0"
"222","12","","D.J. Chark","JAC","WR73","10","198","267","232.5","34.5","260.0","+38.0"
"223","12","","Cameron Brate","TB","TE28","7","206","259","232.5","26.5","240.0","+17.0"
"224","12","","Indianapolis (IND)","","DST16","6","227","238","232.5","5.5","278.0","+54.0"
"225","12","","Noah Fant","DEN","TE29","10","187","310","248.5","61.5","175.0","-50.0"
"226","12","","Giorgio Tavecchio","ATL","K11","9","222","246","234.0","12.0","230.0","+4.0"
"227","12","","Joe Flacco","DEN","QB29","10","228","242","235.0","7.0","345.0","+118.0"
"228","12","","Will Dissly","SEA","TE30","11","205","266","235.5","30.5","369.0","+141.0"
"229","12","","Tennessee (TEN)","","DST17","11","237","237","237.0","0.0","233.0","+4.0"
"230","12","","Seattle (SEA)","","DST18","11","222","254","238.0","16.0","245.0","+15.0"
"231","12","","Tony Pollard","DAL","RB70","8","233","245","239.0","6.0","180.0","-51.0"
"232","12","","Miles Boykin","BAL","WR74","8","200","304","252.0","52.0","289.0","+57.0"
"233","12","","Rashard Higgins","CLE","WR75","7","203","306","254.5","51.5","327.0","+94.0"
"234","12","","Adam Vinatieri","IND","K12","6","236","249","242.5","6.5","212.0","-22.0"
"235","12","","Brett Maher","DAL","K13","8","225","264","244.5","19.5","227.0","-8.0"
"236","12","","Darren Waller","OAK","TE31","6","234","256","245.0","11.0","325.0","+89.0"
"237","12","","Kansas City (KC)","","DST19","12","239","251","245.0","6.0","208.0","-29.0"
"238","12","","Matt Prater","DET","K14","5","238","253","245.5","7.5","217.0","-21.0"
"239","13","","Theo Riddick","DEN","RB71","10","231","261","246.0","15.0","265.0","+26.0"
"240","13","","Eli Manning","NYG","QB30","11","240","260","250.0","10.0","312.0","+72.0"
"241","13","","Dwayne Haskins","WAS","QB31","10","242","260","251.0","9.0","259.0","+18.0"
"242","13","","Kenneth Dixon","BAL","RB72","8","223","311","267.0","44.0","294.0","+52.0"
"243","13","","Daniel Jones","NYG","QB32","11","230","296","263.0","33.0","384.0","+141.0"
"244","13","","Ty Montgomery","NYJ","RB73","4","243","268","255.5","12.5","311.0","+67.0"
"245","13","","Corey Clement","PHI","RB74","10","232","281","256.5","24.5","277.0","+32.0"
"246","13","","Graham Gano","CAR","K15","7","251","265","258.0","7.0","374.0","+128.0"
"247","13","","Jason Myers","SEA","K16","11","245","274","259.5","14.5","244.0","-3.0"
"248","13","","Chris Boswell","PIT","K17","7","255","266","260.5","5.5","290.0","+42.0"
"249","13","","Carolina (CAR)","","DST20","7","250","273","261.5","11.5","271.0","+22.0"
"250","13","","Dan Bailey","MIN","K18","12","247","285","266.0","19.0","293.0","+43.0"
"251","13","","Rod Smith","NYG","RB75","11","248","301","274.5","26.5","",""
"252","13","","Jordan Scarlett","CAR","RB76","7","249","411","330.0","81.0","",""
"253","13","","Ryan Fitzpatrick","MIA","QB33","5","252","278","265.0","13.0","334.0","+81.0"
"254","13","","Atlanta (ATL)","","DST21","9","253","297","275.0","22.0","335.0","+81.0"
"255","13","","Greg Joseph","CLE","K19","7","254","307","280.5","26.5","242.0","-13.0"
"256","13","","Aldrick Rosas","NYG","K20","11","256","302","279.0","23.0","349.0","+93.0"
"257","13","","Ryan Succop","TEN","K21","11","257","290","273.5","16.5","337.0","+80.0"
"258","13","","Josh Rosen","MIA","QB34","5","258","295","276.5","18.5","282.0","+24.0"
"259","13","","Hayden Hurst","BAL","TE32","8","259","294","276.5","17.5","272.0","+13.0"
"260","13","","Case Keenum","WAS","QB35","10","261","292","276.5","15.5","315.0","+55.0"
"261","14","","Green Bay (GB)","","DST22","11","262","305","283.5","21.5","220.0","-41.0"
"262","14","","Ricky Seals-Jones","ARI","TE33","12","263","299","281.0","18.0","296.0","+34.0"
"263","14","","Nick Vannett","SEA","TE34","11","264","298","281.0","17.0","353.0","+90.0"
"264","14","","Brandon McManus","DEN","K22","10","265","291","278.0","13.0","359.0","+95.0"
"265","14","","New York (NYJ)","","DST23","4","267","337","302.0","35.0","326.0","+61.0"
"266","14","","Josh Lambo","JAC","K23","10","268","289","278.5","10.5","373.0","+107.0"
"267","14","","Jonnu Smith","TEN","TE35","11","269","321","295.0","26.0","381.0","+114.0"
"268","14","","Daniel Carlson","OAK","K24","6","270","318","294.0","24.0","367.0","+99.0"
"269","14","","Steven Hauschka","BUF","K25","6","271","317","294.0","23.0","",""
"270","14","","Cairo Santos","TB","K26","7","272","323","297.5","25.5","",""
"271","14","","Chandler Catanzaro","FA","K27","","273","313","293.0","20.0","234.0","-37.0"
"272","14","","Dustin Hopkins","WAS","K28","10","274","312","293.0","19.0","",""
"273","14","","Washington (WAS)","","DST24","10","275","284","279.5","4.5","302.0","+29.0"
"274","14","","Arizona (ARI)","","DST25","12","276","329","302.5","26.5","270.0","-4.0"
"275","14","","Detroit (DET)","","DST26","5","277","332","304.5","27.5","338.0","+63.0"
"276","14","","San Francisco (SF)","","DST27","4","278","376","327.0","49.0","239.0","-37.0"
"277","14","","New York (NYG)","","DST28","11","279","378","328.5","49.5","",""
""
""
