"Rank","Tier","WSID","Overall","Team","Pos","Bye","Best","Worst","Avg","Std Dev","ADP","vs. ADP"
"303","15","","Cairo Santos","TB","K25","7","307","314","310.5","3.5","",""
"304","15","","Daniel Carlson","OAK","K26","6","305","319","312.0","7.0","367.0","+63.0"
"305","15","","Marcus Murphy","BUF","RB82","6","303","391","347.0","44.0","",""
"306","15","","Zach Zenner","DET","RB83","5","306","393","349.5","43.5","300.0","-6.0"
"307","15","","Chandler Catanzaro","FA","K27","","308","320","314.0","6.0","234.0","-73.0"
"308","15","","Dustin Hopkins","WAS","K28","10","309","325","317.0","8.0","",""
"309","15","","Wayne Gallman","NYG","RB84","11","310","365","337.5","27.5","358.0","+49.0"
"310","15","","Ty Montgomery","NYJ","RB85","4","311","342","326.5","15.5","311.0","+1.0"
"311","15","","Wendell Smallwood","PHI","RB86","10","313","362","337.5","24.5","320.0","+9.0"
"312","15","","Myles Gaskin","MIA","RB87","5","315","326","320.5","5.5","261.0","-51.0"
"313","15","","Rod Smith","NYG","RB88","11","316","392","354.0","38.0","",""
"314","15","","Detroit (DET)","","DST25","5","319","330","324.5","5.5","338.0","+24.0"
"315","15","","New York (NYG)","","DST26","11","320","341","330.5","10.5","",""
""
""
