"Rank","Tier","WSID","Overall","Team","Pos","Bye","Best","Worst","Avg","Std Dev","ADP","vs. ADP"
"74","7","","Jarvis Landry","CLE","WR31","7","74","75","74.5","0.5","67.0","-7.0"
"75","8","","Mike Williams","LAC","WR32","12","66","85","75.5","9.5","61.0","-14.0"
"76","8","","Derrius Guice","WAS","RB32","10","58","95","76.5","18.5","65.0","-11.0"
"77","8","","Dante Pettis","SF","WR33","4","78","79","78.5","0.5","80.0","+3.0"
"78","8","","Rashaad Penny","SEA","RB33","11","70","91","80.5","10.5","77.0","-1.0"
"79","8","","Jared Cook","NO","TE7","9","80","81","80.5","0.5","81.0","+2.0"
"80","8","","Sterling Shepard","NYG","WR34","11","75","88","81.5","6.5","99.0","+19.0"
"81","8","","Kyler Murray","ARI","QB7","12","67","100","83.5","16.5","98.0","+17.0"
"82","8","","Jameis Winston","TB","QB8","7","77","92","84.5","7.5","106.0","+24.0"
"83","8","","Corey Davis","TEN","WR35","11","78","93","85.5","7.5","92.0","+9.0"
"84","8","","Miles Sanders","PHI","RB34","10","68","104","86.0","18.0","73.0","-11.0"
"85","8","","Royce Freeman","DEN","RB35","10","86","86","86.0","0.0","97.0","+12.0"
"86","8","","Will Fuller","HOU","WR36","10","76","99","87.5","11.5","75.0","-11.0"
"87","8","","Curtis Samuel","CAR","WR37","7","76","99","87.5","11.5","103.0","+16.0"
"88","8","","Drew Brees","NO","QB9","9","77","98","87.5","10.5","83.0","-5.0"
"89","8","","Dede Westbrook","JAC","WR38","10","87","88","87.5","0.5","102.0","+13.0"
"90","8","","Dak Prescott","DAL","QB10","8","84","92","88.0","4.0","138.0","+48.0"
"91","8","","Tyrell Williams","OAK","WR39","6","89","89","89.0","0.0","124.0","+33.0"
"92","8","","Carson Wentz","PHI","QB11","10","64","115","89.5","25.5","84.0","-8.0"
"93","8","","Vance McDonald","PIT","TE8","7","80","106","93.0","13.0","96.0","+3.0"
"94","8","","Russell Wilson","SEA","QB12","11","72","115","93.5","21.5","89.0","-5.0"
"95","8","","Austin Hooper","ATL","TE9","9","81","106","93.5","12.5","127.0","+32.0"
"96","8","","Christian Kirk","ARI","WR40","12","87","101","94.0","7.0","79.0","-17.0"
"97","8","","Jordan Howard","PHI","RB36","10","90","102","96.0","6.0","82.0","-15.0"
"98","8","","Cam Newton","CAR","QB13","7","94","98","96.0","2.0","93.0","-5.0"
"99","8","","Jared Goff","LAR","QB14","9","94","100","97.0","3.0","91.0","-8.0"
"100","8","","David Njoku","CLE","TE10","7","97","97","97.0","0.0","94.0","-6.0"
"101","8","","Austin Ekeler","LAC","RB37","12","70","127","98.5","28.5","78.0","-23.0"
"102","8","","Keke Coutee","HOU","WR41","10","96","101","98.5","2.5","125.0","+23.0"
"103","8","","Courtland Sutton","DEN","WR42","10","93","105","99.0","6.0","101.0","-2.0"
"104","9","","Golden Tate","NYG","WR43","11","103","108","105.5","2.5","129.0","+25.0"
"105","9","","John Brown","BUF","WR44","6","79","134","106.5","27.5","164.0","+59.0"
"106","9","","Devin Funchess","IND","WR45","6","103","111","107.0","4.0","144.0","+38.0"
"107","9","","Anthony Miller","CHI","WR46","6","105","111","108.0","3.0","131.0","+24.0"
"108","9","","LeSean McCoy","BUF","RB38","6","91","127","109.0","18.0","104.0","-4.0"
"109","9","","Darrell Henderson","LAR","RB39","9","90","129","109.5","19.5","86.0","-23.0"
"110","9","","Ronald Jones II","TB","RB40","7","102","117","109.5","7.5","105.0","-5.0"
"111","9","","Geronimo Allison","GB","WR47","11","107","112","109.5","2.5","111.0","0.0"
"112","9","","Michael Gallup","DAL","WR48","8","112","113","112.5","0.5","161.0","+49.0"
"113","9","","Matt Breida","SF","RB41","4","109","117","113.0","4.0","123.0","+10.0"
"114","9","","Philip Rivers","LAC","QB15","12","110","116","113.0","3.0","119.0","+5.0"
"115","9","","Ben Roethlisberger","PIT","QB16","7","110","118","114.0","4.0","110.0","-5.0"
"116","9","","DeSean Jackson","PHI","WR49","10","107","125","116.0","9.0","132.0","+16.0"
"117","9","","Eric Ebron","IND","TE11","6","114","120","117.0","3.0","72.0","-45.0"
"118","9","","Mitch Trubisky","CHI","QB17","6","116","121","118.5","2.5","147.0","+29.0"
"119","9","","Marquez Valdes-Scantling","GB","WR50","11","122","128","125.0","3.0","118.0","-1.0"
"120","9","","Mark Andrews","BAL","TE12","8","114","139","126.5","12.5","153.0","+33.0"
"121","9","","Larry Fitzgerald","ARI","WR51","12","108","146","127.0","19.0","100.0","-21.0"
"122","9","","Dion Lewis","TEN","RB42","11","119","135","127.0","8.0","133.0","+11.0"
"123","10","","Lamar Jackson","BAL","QB18","8","118","142","130.0","12.0","121.0","-2.0"
"124","10","","Carlos Hyde","KC","RB43","12","109","153","131.0","22.0","115.0","-9.0"
"125","10","","Kirk Cousins","MIN","QB19","12","123","140","131.5","8.5","140.0","+15.0"
"126","10","","Jamison Crowder","NYJ","WR52","4","113","151","132.0","19.0","194.0","+68.0"
"127","10","","Tom Brady","NE","QB20","10","121","150","135.5","14.5","117.0","-10.0"
"128","10","","Delanie Walker","TEN","TE13","11","126","147","136.5","10.5","136.0","+8.0"
"129","10","","N'Keal Harry","NE","WR53","10","128","149","138.5","10.5","107.0","-22.0"
"130","10","","Jack Doyle","IND","TE14","6","138","139","138.5","0.5","232.0","+102.0"
"131","10","","C.J. Anderson","DET","RB44","5","119","159","139.0","20.0","179.0","+48.0"
"132","10","","Jordan Reed","WAS","TE15","10","126","152","139.0","13.0","159.0","+27.0"
"133","10","","Chicago (CHI)","","DST1","6","141","141","141.0","0.0","95.0","-38.0"
"134","10","","Kalen Ballage","MIA","RB45","5","129","157","143.0","14.0","120.0","-14.0"
"135","10","","Albert Wilson","MIA","WR54","5","132","154","143.0","11.0","223.0","+88.0"
"136","10","","Josh Allen","BUF","QB21","6","143","143","143.0","0.0","162.0","+26.0"
"137","10","","D.K. Metcalf","SEA","WR55","11","122","166","144.0","22.0","109.0","-28.0"
"138","10","","Andy Dalton","CIN","QB22","9","123","165","144.0","21.0","316.0","+178.0"
"139","10","","Damien Harris","NE","RB46","10","104","187","145.5","41.5","116.0","-23.0"
"140","10","","Kenny Stills","MIA","WR56","5","132","160","146.0","14.0","178.0","+38.0"
"141","10","","Ito Smith","ATL","RB47","9","133","159","146.0","13.0","148.0","+7.0"
"142","10","","Mohamed Sanu","ATL","WR57","9","125","172","148.5","23.5","190.0","+48.0"
"143","10","","Adrian Peterson","WAS","RB48","10","135","162","148.5","13.5","142.0","-1.0"
"144","10","","DaeSean Hamilton","DEN","WR58","10","146","154","150.0","4.0","196.0","+52.0"
"145","10","","Trey Burton","CHI","TE16","6","131","171","151.0","20.0","149.0","+4.0"
"146","10","","T.J. Hockenson","DET","TE17","5","131","171","151.0","20.0","128.0","-18.0"
"147","10","","Parris Campbell","IND","WR59","6","130","173","151.5","21.5","146.0","-1.0"
"148","10","","Nyheim Hines","IND","RB49","6","136","167","151.5","15.5","172.0","+24.0"
"149","10","","Jimmy Garoppolo","SF","QB23","4","140","165","152.5","12.5","141.0","-8.0"
"150","10","","Trey Quinn","WAS","WR60","10","151","158","154.5","3.5","241.0","+91.0"
"151","10","","Deebo Samuel","SF","WR61","4","134","176","155.0","21.0","167.0","+16.0"
"152","10","","Derek Carr","OAK","QB24","6","142","168","155.0","13.0","186.0","+34.0"
"153","10","","Mike Davis","CHI","RB50","6","124","187","155.5","31.5","237.0","+84.0"
"154","10","","Jaylen Samuels","PIT","RB51","7","133","179","156.0","23.0","143.0","-11.0"
"155","10","","Kyle Rudolph","MIN","TE18","12","120","193","156.5","36.5","156.0","+1.0"
"156","10","","Duke Johnson","HOU","RB52","10","156","157","156.5","0.5","139.0","-17.0"
"157","10","","Tre'Quan Smith","NO","WR62","9","149","166","157.5","8.5","176.0","+19.0"
"158","10","","Peyton Barber","TB","RB53","7","137","179","158.0","21.0","108.0","-50.0"
"159","10","","Sam Darnold","NYJ","QB25","4","150","168","159.0","9.0","173.0","+14.0"
"160","10","","Jacksonville (JAC)","","DST2","10","155","164","159.5","4.5","134.0","-26.0"
"161","10","","Donte Moncrief","PIT","WR63","7","158","161","159.5","1.5","152.0","-9.0"
"162","10","","Dallas Goedert","PHI","TE19","10","138","185","161.5","23.5","201.0","+39.0"
"163","11","","Robert Foster","BUF","WR64","6","145","183","164.0","19.0","210.0","+47.0"
"164","11","","Devin Singletary","BUF","RB54","6","136","196","166.0","30.0","135.0","-29.0"
"165","11","","David Moore","SEA","WR65","11","160","173","166.5","6.5","283.0","+118.0"
"166","11","","Greg Olsen","CAR","TE20","7","163","178","170.5","7.5","165.0","-1.0"
"167","11","","Los Angeles (LAC)","","DST3","12","169","174","171.5","2.5","151.0","-16.0"
"168","11","","Minnesota (MIN)","","DST4","12","164","181","172.5","8.5","126.0","-42.0"
"169","11","","Justice Hill","BAL","RB55","8","124","225","174.5","50.5","160.0","-9.0"
"170","11","","Mike Gesicki","MIA","TE21","5","163","186","174.5","11.5","243.0","+73.0"
"171","11","","Houston (HOU)","","DST5","10","174","177","175.5","1.5","157.0","-14.0"
"172","11","","Mecole Hardman","KC","WR66","12","172","183","177.5","5.5","170.0","-2.0"
"173","11","","Noah Fant","DEN","TE22","10","152","205","178.5","26.5","175.0","+2.0"
"174","11","","James Washington","PIT","WR67","7","130","228","179.0","49.0","114.0","-60.0"
"175","11","","Emmanuel Sanders","DEN","WR68","10","176","184","180.0","4.0","112.0","-63.0"
"176","11","","Chris Herndon IV","NYJ","TE23","4","178","186","182.0","4.0","202.0","+26.0"
"177","11","","Greg Zuerlein","LAR","K1","9","182","182","182.0","0.0","122.0","-55.0"
"178","11","","Jerick McKinnon","SF","RB56","4","144","223","183.5","39.5","145.0","-33.0"
"179","11","","Adam Humphries","TEN","WR69","11","161","206","183.5","22.5","209.0","+30.0"
"180","11","","Matthew Stafford","DET","QB26","5","180","189","184.5","4.5","189.0","+9.0"
"181","11","","Nick Foles","JAC","QB27","10","180","190","185.0","5.0","198.0","+17.0"
"182","11","","Kareem Hunt","CLE","RB57","7","148","225","186.5","38.5","90.0","-92.0"
"183","11","","Marquise Goodwin","SF","WR70","4","145","230","187.5","42.5","193.0","+10.0"
"184","11","","New Orleans (NO)","","DST6","9","175","200","187.5","12.5","184.0","0.0"
"185","11","","Chase Edmonds","ARI","RB58","12","144","232","188.0","44.0","255.0","+70.0"
"186","11","","Marcus Mariota","TEN","QB28","11","189","190","189.5","0.5","258.0","+72.0"
"187","11","","Los Angeles (LAR)","","DST7","9","169","216","192.5","23.5","113.0","-74.0"
"188","11","","Denver (DEN)","","DST8","10","181","204","192.5","11.5","182.0","-6.0"
"189","11","","Baltimore (BAL)","","DST9","8","155","231","193.0","38.0","130.0","-59.0"
"190","11","","Cleveland (CLE)","","DST10","7","175","214","194.5","19.5","187.0","-3.0"
"191","11","","Stephen Gostkowski","NE","K2","10","194","195","194.5","0.5","166.0","-25.0"
"192","11","","Justin Tucker","BAL","K3","8","194","195","194.5","0.5","137.0","-55.0"
"193","11","","Jimmy Graham","GB","TE24","11","147","247","197.0","50.0","155.0","-38.0"
"194","12","","Marqise Lee","JAC","WR71","10","191","207","199.0","8.0","226.0","+32.0"
"195","12","","Ian Thomas","CAR","TE25","7","193","205","199.0","6.0","267.0","+72.0"
"196","12","","A.J. Brown","TEN","WR72","11","197","209","203.0","6.0","191.0","-5.0"
"197","12","","Marquise Brown","BAL","WR73","8","199","212","205.5","6.5","163.0","-34.0"
"198","12","","Buffalo (BUF)","","DST11","6","204","208","206.0","2.0","171.0","-27.0"
"199","12","","Gus Edwards","BAL","RB59","8","167","246","206.5","39.5","216.0","+17.0"
"200","12","","Jamaal Williams","GB","RB60","11","153","261","207.0","54.0","188.0","-12.0"
"201","12","","New England (NE)","","DST12","10","200","214","207.0","7.0","177.0","-24.0"
"202","12","","Kansas City (KC)","","DST13","12","177","238","207.5","30.5","208.0","+6.0"
"203","12","","Quincy Enunwa","NYJ","WR74","4","198","220","209.0","11.0","251.0","+48.0"
"204","12","","Harrison Butker","KC","K4","12","203","215","209.0","6.0","154.0","-50.0"
"205","12","","John Ross","CIN","WR75","9","206","212","209.0","3.0","273.0","+68.0"
"206","12","","Ryquell Armstead","JAC","RB61","10","210","210","210.0","0.0","252.0","+46.0"
"207","12","","Zay Jones","BUF","WR76","6","197","226","211.5","14.5","197.0","-10.0"
"208","12","","Ka'imi Fairbairn","HOU","K5","10","203","222","212.5","9.5","183.0","-25.0"
"209","12","","Dallas (DAL)","","DST14","8","213","213","213.0","0.0","192.0","-17.0"
"210","12","","Malcolm Brown","LAR","RB62","9","201","227","214.0","13.0","205.0","-5.0"
"211","12","","Elijah McGuire","NYJ","RB63","4","188","241","214.5","26.5","249.0","+38.0"
"212","12","","Andy Isabella","ARI","WR77","12","199","233","216.0","17.0","231.0","+19.0"
"213","12","","Alexander Mattison","MIN","RB64","12","188","245","216.5","28.5","150.0","-63.0"
"214","12","","Devante Parker","MIA","WR78","5","192","243","217.5","25.5","204.0","-10.0"
"215","12","","Wil Lutz","NO","K6","9","215","221","218.0","3.0","169.0","-46.0"
"216","12","","D.J. Chark","JAC","WR79","10","198","239","218.5","20.5","260.0","+44.0"
"217","12","","Antonio Callaway","CLE","WR80","7","207","233","220.0","13.0","206.0","-11.0"
"218","12","","Mason Crosby","GB","K7","11","221","222","221.5","0.5","219.0","+1.0"
"219","12","","Justin Jackson","LAC","RB65","12","196","261","228.5","32.5","168.0","-51.0"
"220","12","","Philadelphia (PHI)","","DST15","10","208","251","229.5","21.5","200.0","-20.0"
"221","12","","Gerald Everett","LAR","TE26","9","211","248","229.5","18.5","286.0","+65.0"
"222","12","","Brett Maher","DAL","K8","8","224","235","229.5","5.5","227.0","+5.0"
"223","12","","Jake Elliott","PHI","K9","10","224","236","230.0","6.0","222.0","-1.0"
"224","12","","Rex Burkhead","NE","RB66","10","201","263","232.0","31.0","314.0","+90.0"
"225","12","","Chris Thompson","WAS","RB67","10","219","245","232.0","13.0","185.0","-40.0"
"226","12","","Robbie Gould","SF","K10","4","229","235","232.0","3.0","195.0","-31.0"
"227","12","","Tennessee (TEN)","","DST16","11","216","251","233.5","17.5","233.0","+6.0"
"228","12","","Pittsburgh (PIT)","","DST17","7","231","237","234.0","3.0","199.0","-29.0"
"229","12","","Taylor Gabriel","CHI","WR81","6","202","267","234.5","32.5","295.0","+66.0"
"230","12","","Nelson Agholor","PHI","WR82","10","218","257","237.5","19.5","235.0","+5.0"
"231","12","","Matt Prater","DET","K11","5","229","249","239.0","10.0","217.0","-14.0"
"232","12","","Eli Manning","NYG","QB29","11","240","240","240.0","0.0","312.0","+80.0"
"233","13","","Kenneth Dixon","BAL","RB68","8","170","311","240.5","70.5","294.0","+61.0"
"234","13","","Giovani Bernard","CIN","RB69","9","162","336","249.0","87.0","246.0","+12.0"
"235","13","","Joe Flacco","DEN","QB30","10","242","242","242.0","0.0","345.0","+110.0"
"236","13","","Dexter Williams","GB","RB70","11","170","317","243.5","73.5","254.0","+18.0"
"237","13","","Josh Reynolds","LAR","WR83","9","234","255","244.5","10.5","257.0","+20.0"
"238","13","","Adam Vinatieri","IND","K12","6","236","253","244.5","8.5","212.0","-26.0"
"239","13","","Josh Doctson","WAS","WR84","10","226","269","247.5","21.5","268.0","+29.0"
"240","13","","Ted Ginn","NO","WR85","9","217","279","248.0","31.0","308.0","+68.0"
"241","13","","Paul Richardson","WAS","WR86","10","220","280","250.0","30.0","276.0","+35.0"
"242","13","","Willie Snead","BAL","WR87","8","250","250","250.0","0.0","301.0","+59.0"
"243","13","","Michael Badgley","LAC","K13","12","249","253","251.0","2.0","214.0","-29.0"
"244","13","","Equanimeous St. Brown","GB","WR88","11","230","275","252.5","22.5","285.0","+41.0"
"245","13","","Frank Gore","BUF","RB71","6","223","283","253.0","30.0","266.0","+21.0"
"246","13","","Indianapolis (IND)","","DST18","6","254","254","254.0","0.0","278.0","+32.0"
"247","13","","Randall Cobb","DAL","WR89","8","228","287","257.5","29.5","256.0","+9.0"
"248","13","","Jalen Richard","OAK","RB72","6","244","272","258.0","14.0","229.0","-19.0"
"249","13","","Hakeem Butler","ARI","WR90","12","258","258","258.0","0.0","225.0","-24.0"
"250","13","","Seattle (SEA)","","DST19","11","237","284","260.5","23.5","245.0","-5.0"
"251","13","","T.J. Yeldon","BUF","RB73","6","241","281","261.0","20.0","215.0","-36.0"
"252","13","","Taywan Taylor","TEN","WR91","11","257","271","264.0","7.0","269.0","+17.0"
"253","13","","Demaryius Thomas","NE","WR92","10","243","286","264.5","21.5","262.0","+9.0"
"254","13","","Jason Myers","SEA","K14","11","264","265","264.5","0.5","244.0","-10.0"
"255","13","","Aldrick Rosas","NYG","K15","11","264","266","265.0","1.0","349.0","+94.0"
"256","13","","Graham Gano","CAR","K16","7","265","266","265.5","0.5","374.0","+118.0"
"257","13","","Ryan Fitzpatrick","MIA","QB31","5","260","278","269.0","9.0","334.0","+77.0"
"258","13","","Keelan Cole","JAC","WR93","10","262","282","272.0","10.0","343.0","+85.0"
"259","13","","Tyler Eifert","CIN","TE27","9","247","303","275.0","28.0","280.0","+21.0"
"260","13","","Dwayne Haskins","WAS","QB32","10","260","292","276.0","16.0","259.0","-1.0"
"261","13","","Jason Witten","DAL","TE28","8","256","297","276.5","20.5","360.0","+99.0"
"262","13","","Josh Adams","PHI","RB74","10","276","281","278.5","2.5","281.0","+19.0"
"263","14","","Cole Beasley","BUF","WR94","6","255","304","279.5","24.5","298.0","+35.0"
"264","14","","Washington (WAS)","","DST20","10","238","334","286.0","48.0","302.0","+38.0"
"265","14","","Ryan Succop","TEN","K17","11","274","289","281.5","7.5","337.0","+72.0"
"266","14","","Chris Conley","JAC","WR95","10","275","288","281.5","6.5","299.0","+33.0"
"267","14","","Doug Martin","OAK","RB75","6","246","318","282.0","36.0","323.0","+56.0"
"268","14","","Dan Bailey","MIN","K18","12","274","291","282.5","8.5","293.0","+25.0"
"269","14","","Danny Amendola","DET","WR96","5","252","315","283.5","31.5","306.0","+37.0"
"270","14","","Cameron Brate","TB","TE29","7","248","323","285.5","37.5","240.0","-30.0"
"271","14","","Josh Rosen","MIA","QB33","5","278","292","285.0","7.0","282.0","+11.0"
"272","14","","Chris Boswell","PIT","K19","7","285","285","285.0","0.0","290.0","+18.0"
"273","14","","Carolina (CAR)","","DST21","7","273","301","287.0","14.0","271.0","-2.0"
"274","14","","Jordan Wilkins","IND","RB76","6","276","300","288.0","12.0","344.0","+70.0"
"275","14","","Hayden Hurst","BAL","TE30","8","256","345","300.5","44.5","272.0","-3.0"
"276","14","","Green Bay (GB)","","DST22","11","273","305","289.0","16.0","220.0","-56.0"
"277","14","","Brandon McManus","DEN","K20","10","289","290","289.5","0.5","359.0","+82.0"
"278","14","","Atlanta (ATL)","","DST23","9","284","296","290.0","6.0","335.0","+57.0"
"279","14","","Ricky Seals-Jones","ARI","TE31","12","259","350","304.5","45.5","296.0","+17.0"
"280","14","","Demarcus Robinson","KC","WR97","12","288","293","290.5","2.5","264.0","-16.0"
"281","14","","Theo Riddick","DEN","RB77","10","263","339","301.0","38.0","265.0","-16.0"
"282","14","","Phillip Dorsett","NE","WR98","10","267","346","306.5","39.5","341.0","+59.0"
"283","14","","Case Keenum","WAS","QB34","10","295","295","295.0","0.0","315.0","+32.0"
"284","14","","Chris Hogan","CAR","WR99","7","269","322","295.5","26.5","310.0","+26.0"
"285","14","","Corey Clement","PHI","RB78","10","270","348","309.0","39.0","277.0","-8.0"
"286","14","","Breshad Perriman","TB","WR100","7","271","340","305.5","34.5","313.0","+27.0"
"287","14","","Josh Lambo","JAC","K21","10","291","302","296.5","5.5","373.0","+86.0"
"288","14","","Greg Joseph","CLE","K22","7","290","304","297.0","7.0","242.0","-46.0"
"289","14","","Rashard Higgins","CLE","WR101","7","277","327","302.0","25.0","327.0","+38.0"
"290","14","","Cameron Meredith","NE","WR102","10","279","343","311.0","32.0","",""
"291","14","","Ryan Grant","OAK","WR103","6","280","329","304.5","24.5","",""
"292","14","","Jake Kumerow","GB","WR104","11","282","349","315.5","33.5","",""
"293","14","","Benny Snell Jr.","PIT","RB79","7","283","332","307.5","24.5","275.0","-18.0"
"294","14","","Giorgio Tavecchio","ATL","K23","9","300","307","303.5","3.5","230.0","-64.0"
"295","14","","Keith Kirkwood","NO","WR105","9","286","352","319.0","33.0","",""
"296","14","","Deon Cain","IND","WR106","6","287","324","305.5","18.5","307.0","+11.0"
"297","14","","Arizona (ARI)","","DST24","12","297","314","305.5","8.5","270.0","-27.0"
"298","14","","Steven Hauschka","BUF","K24","6","302","312","307.0","5.0","",""
"299","14","","J'Mon Moore","GB","WR107","11","293","378","335.5","42.5","",""
"300","14","","Nick Vannett","SEA","TE32","11","294","355","324.5","30.5","353.0","+53.0"
"301","15","","Alfred Blue","JAC","RB80","10","298","389","343.5","45.5","287.0","-14.0"
"302","15","","Devontae Booker","DEN","RB81","10","299","388","343.5","44.5","288.0","-14.0"
