"Rank","Tier","WSID","Overall","Team","Pos","Bye","Best","Worst","Avg","Std Dev","ADP","vs. ADP"
"41","6","","Mike Williams","LAC","WR16","12","25","63","44.0","19.0","61.0","+20.0"
"42","6","","Sony Michel","NE","RB20","10","33","56","44.5","11.5","52.0","+10.0"
"43","6","","Aaron Jones","GB","RB21","11","36","53","44.5","8.5","30.0","-13.0"
"44","6","","Cam Newton","CAR","QB3","7","31","59","45.0","14.0","93.0","+49.0"
"45","6","","Robert Woods","LAR","WR17","9","37","54","45.5","8.5","40.0","-5.0"
"46","6","","Chris Carson","SEA","RB22","11","46","46","46.0","0.0","41.0","-5.0"
"47","6","","Allen Robinson","CHI","WR18","6","35","60","47.5","12.5","76.0","+29.0"
"48","6","","Tyler Lockett","SEA","WR19","11","40","59","49.5","9.5","53.0","+5.0"
"49","6","","Lamar Miller","HOU","RB23","10","45","54","49.5","4.5","60.0","+11.0"
"50","6","","Andrew Luck","IND","QB4","6","47","57","52.0","5.0","59.0","+9.0"
"51","6","","James White","NE","RB24","10","47","58","52.5","5.5","68.0","+17.0"
"52","6","","Evan Engram","NYG","TE5","11","39","69","54.0","15.0","63.0","+11.0"
"53","6","","Josh Jacobs","OAK","RB25","6","43","66","54.5","11.5","37.0","-16.0"
"54","6","","Cooper Kupp","LAR","WR20","9","48","61","54.5","6.5","49.0","-5.0"
"55","6","","Kenny Golladay","DET","WR21","5","42","68","55.0","13.0","45.0","-10.0"
"56","6","","Chris Godwin","TB","WR22","7","45","67","56.0","11.0","50.0","-6.0"
"57","6","","Hunter Henry","LAC","TE6","12","42","73","57.5","15.5","70.0","+13.0"
"58","6","","Aaron Rodgers","GB","QB5","11","52","64","58.0","6.0","51.0","-7.0"
"59","7","","Marvin Jones","DET","WR23","5","44","76","60.0","16.0","88.0","+29.0"
"60","7","","Baker Mayfield","CLE","QB6","7","51","72","61.5","10.5","62.0","+2.0"
"61","7","","Kenyan Drake","MIA","RB26","5","56","70","63.0","7.0","55.0","-6.0"
"62","7","","Alshon Jeffery","PHI","WR24","10","50","82","66.0","16.0","69.0","+7.0"
"63","7","","Phillip Lindsay","DEN","RB27","10","68","71","69.5","1.5","42.0","-21.0"
"64","7","","Calvin Ridley","ATL","WR25","9","65","75","70.0","5.0","54.0","-10.0"
"65","7","","Matt Ryan","ATL","QB7","9","64","77","70.5","6.5","71.0","+6.0"
"66","7","","David Njoku","CLE","TE7","7","62","81","71.5","9.5","94.0","+28.0"
"67","7","","Jared Cook","NO","TE8","9","63","80","71.5","8.5","81.0","+14.0"
"68","7","","David Montgomery","CHI","RB28","6","70","74","72.0","2.0","43.0","-25.0"
"69","7","","A.J. Green","CIN","WR26","9","49","96","72.5","23.5","48.0","-21.0"
"70","7","","Antonio Brown","OAK","WR27","6","21","125","73.0","52.0","22.0","-48.0"
"71","7","","Sterling Shepard","NYG","WR28","11","60","89","74.5","14.5","99.0","+28.0"
"72","7","","Tyler Boyd","CIN","WR29","9","75","79","77.0","2.0","57.0","-15.0"
"73","7","","Vance McDonald","PIT","TE9","7","58","97","77.5","19.5","96.0","+23.0"
"74","7","","Latavius Murray","NO","RB29","9","72","83","77.5","5.5","87.0","+13.0"
"75","7","","Robby Anderson","NYJ","WR30","4","74","81","77.5","3.5","74.0","-1.0"
"76","8","","Ben Roethlisberger","PIT","QB8","7","65","94","79.5","14.5","110.0","+34.0"
"77","8","","Eric Ebron","IND","TE10","6","55","106","80.5","25.5","72.0","-5.0"
"78","8","","D.J. Moore","CAR","WR31","7","61","102","81.5","20.5","66.0","-12.0"
"79","8","","Curtis Samuel","CAR","WR32","7","77","87","82.0","5.0","103.0","+24.0"
"80","8","","Kyler Murray","ARI","QB9","12","50","118","84.0","34.0","98.0","+18.0"
"81","8","","Royce Freeman","DEN","RB30","10","51","117","84.0","33.0","97.0","+16.0"
"82","8","","Carson Wentz","PHI","QB10","10","76","92","84.0","8.0","84.0","+2.0"
"83","8","","Lamar Jackson","BAL","QB11","8","69","100","84.5","15.5","121.0","+38.0"
"84","8","","Christian Kirk","ARI","WR33","12","85","88","86.5","1.5","79.0","-5.0"
"85","8","","Sammy Watkins","KC","WR34","12","66","110","88.0","22.0","85.0","0.0"
"86","8","","Russell Wilson","SEA","QB12","11","67","111","89.0","22.0","89.0","+3.0"
"87","8","","Dante Pettis","SF","WR35","4","78","100","89.0","11.0","80.0","-7.0"
"88","8","","Austin Ekeler","LAC","RB31","12","73","109","91.0","18.0","78.0","-10.0"
"89","8","","Larry Fitzgerald","ARI","WR36","12","78","105","91.5","13.5","100.0","+11.0"
"90","8","","Will Fuller","HOU","WR37","10","85","99","92.0","7.0","75.0","-15.0"
"91","8","","Jarvis Landry","CLE","WR38","7","52","134","93.0","41.0","67.0","-24.0"
"92","8","","Drew Brees","NO","QB13","9","80","110","95.0","15.0","83.0","-9.0"
"93","8","","Derrius Guice","WAS","RB32","10","82","108","95.0","13.0","65.0","-28.0"
"94","8","","Matt Breida","SF","RB33","4","62","130","96.0","34.0","123.0","+29.0"
"95","8","","Philip Rivers","LAC","QB14","12","97","98","97.5","0.5","119.0","+24.0"
"96","8","","Tarik Cohen","CHI","RB34","6","86","114","100.0","14.0","64.0","-32.0"
"97","8","","Jordan Howard","PHI","RB35","10","91","109","100.0","9.0","82.0","-15.0"
"98","9","","Rashaad Penny","SEA","RB36","11","71","133","102.0","31.0","77.0","-21.0"
"99","9","","Darrell Henderson","LAR","RB37","9","86","119","102.5","16.5","86.0","-13.0"
"100","9","","Trey Burton","CHI","TE11","6","91","114","102.5","11.5","149.0","+49.0"
"101","9","","Kirk Cousins","MIN","QB15","12","87","123","105.0","18.0","140.0","+39.0"
"102","9","","Jameis Winston","TB","QB16","7","94","116","105.0","11.0","106.0","+4.0"
"103","9","","LeSean McCoy","BUF","RB38","6","90","122","106.0","16.0","104.0","+1.0"
"104","9","","Austin Hooper","ATL","TE12","9","92","120","106.0","14.0","127.0","+23.0"
"105","9","","Delanie Walker","TEN","TE13","11","88","126","107.0","19.0","136.0","+31.0"
"106","9","","Greg Olsen","CAR","TE14","7","84","131","107.5","23.5","165.0","+59.0"
"107","9","","Dak Prescott","DAL","QB17","8","104","115","109.5","5.5","138.0","+31.0"
"108","9","","Miles Sanders","PHI","RB39","10","104","115","109.5","5.5","73.0","-35.0"
"109","9","","Corey Davis","TEN","WR39","11","79","141","110.0","31.0","92.0","-17.0"
"110","9","","Courtland Sutton","DEN","WR40","10","93","128","110.5","17.5","101.0","-9.0"
"111","9","","Tevin Coleman","SF","RB40","4","102","120","111.0","9.0","58.0","-53.0"
"112","9","","Jared Goff","LAR","QB18","9","84","142","113.0","29.0","91.0","-21.0"
"113","9","","Mark Andrews","BAL","TE15","8","90","139","114.5","24.5","153.0","+40.0"
"114","9","","Jack Doyle","IND","TE16","6","83","147","115.0","32.0","232.0","+118.0"
"115","9","","Dede Westbrook","JAC","WR41","10","96","140","118.0","22.0","102.0","-13.0"
"116","9","","Tom Brady","NE","QB19","10","98","140","119.0","21.0","117.0","+1.0"
"117","9","","Jordan Reed","WAS","TE17","10","103","138","120.5","17.5","159.0","+42.0"
"118","9","","Ronald Jones II","TB","RB41","7","117","126","121.5","4.5","105.0","-13.0"
"119","9","","Devin Funchess","IND","WR42","6","108","137","122.5","14.5","144.0","+25.0"
"120","9","","Albert Wilson","MIA","WR43","5","89","191","140.0","51.0","223.0","+103.0"
"121","9","","Ito Smith","ATL","RB42","9","95","153","124.0","29.0","148.0","+27.0"
"122","10","","Noah Fant","DEN","TE18","10","93","185","139.0","46.0","175.0","+53.0"
"123","10","","Dallas Goedert","PHI","TE19","10","95","171","133.0","38.0","201.0","+78.0"
"124","10","","Jimmy Graham","GB","TE20","11","101","152","126.5","25.5","155.0","+31.0"
"125","10","","Marquez Valdes-Scantling","GB","WR44","11","112","143","127.5","15.5","118.0","-7.0"
"126","10","","Jimmy Garoppolo","SF","QB20","4","113","143","128.0","15.0","141.0","+15.0"
"127","10","","Josh Allen","BUF","QB21","6","116","142","129.0","13.0","162.0","+35.0"
"128","10","","Mitch Trubisky","CHI","QB22","6","121","138","129.5","8.5","147.0","+19.0"
"129","10","","Mike Gesicki","MIA","TE21","5","105","205","155.0","50.0","243.0","+114.0"
"130","10","","T.J. Hockenson","DET","TE22","5","106","178","142.0","36.0","128.0","-2.0"
"131","10","","Kenny Stills","MIA","WR45","5","128","136","132.0","4.0","178.0","+47.0"
"132","10","","Kyle Rudolph","MIN","TE23","12","107","163","135.0","28.0","156.0","+24.0"
"133","10","","Demarcus Robinson","KC","WR46","12","112","304","208.0","96.0","264.0","+131.0"
"134","10","","Peyton Barber","TB","RB43","7","127","144","135.5","8.5","108.0","-26.0"
"135","10","","Jamison Crowder","NYJ","WR47","4","118","158","138.0","20.0","194.0","+59.0"
"136","10","","Justice Hill","BAL","RB44","8","119","223","171.0","52.0","160.0","+24.0"
"137","10","","Tyrell Williams","OAK","WR48","6","129","149","139.0","10.0","124.0","-13.0"
"138","10","","Chris Herndon IV","NYJ","TE24","4","121","193","157.0","36.0","202.0","+64.0"
"139","10","","Nyheim Hines","IND","RB45","6","132","148","140.0","8.0","172.0","+33.0"
"140","10","","Jaylen Samuels","PIT","RB46","7","133","147","140.0","7.0","143.0","+3.0"
"141","10","","Carlos Hyde","KC","RB47","12","135","145","140.0","5.0","115.0","-26.0"
"142","10","","Mohamed Sanu","ATL","WR49","9","123","166","144.5","21.5","190.0","+48.0"
"143","10","","Ricky Seals-Jones","ARI","TE25","12","124","256","190.0","66.0","296.0","+153.0"
"144","10","","Dion Lewis","TEN","RB48","11","136","149","142.5","6.5","133.0","-11.0"
"145","10","","Jason Witten","DAL","TE26","8","131","294","212.5","81.5","360.0","+215.0"
"146","11","","Donte Moncrief","PIT","WR50","7","139","151","145.0","6.0","152.0","+6.0"
"147","11","","Jerick McKinnon","SF","RB49","4","144","146","145.0","1.0","145.0","-2.0"
"148","11","","Doug Martin","OAK","RB50","6","135","241","188.0","53.0","323.0","+175.0"
"149","11","","Sam Darnold","NYJ","QB23","4","148","180","164.0","16.0","173.0","+24.0"
"150","11","","Matthew Stafford","DET","QB24","5","150","156","153.0","3.0","189.0","+39.0"
"151","11","","Derek Carr","OAK","QB25","6","150","165","157.5","7.5","186.0","+35.0"
"152","11","","Kalen Ballage","MIA","RB51","5","151","157","154.0","3.0","120.0","-32.0"
"153","11","","Andy Dalton","CIN","QB26","9","152","168","160.0","8.0","316.0","+163.0"
"154","12","","Alfred Blue","JAC","RB52","10","154","301","227.5","73.5","287.0","+133.0"
"155","12","","Giovani Bernard","CIN","RB53","9","155","188","171.5","16.5","246.0","+91.0"
""
""
