"Rank","Tier","WSID","Overall","Team","Pos","Bye","Best","Worst","Avg","Std Dev","ADP","vs. ADP"
"1","1","","Saquon Barkley","NYG","RB1","11","1","1","1.0","0.0","1.0","0.0"
"2","1","","David Johnson","ARI","RB2","12","3","4","3.5","0.5","6.0","+4.0"
"3","1","","Christian McCaffrey","CAR","RB3","7","3","4","3.5","0.5","3.0","0.0"
"4","1","","Ezekiel Elliott","DAL","RB4","8","2","6","4.0","2.0","4.0","0.0"
"5","1","","Alvin Kamara","NO","RB5","9","2","6","4.0","2.0","2.0","-3.0"
"6","2","","Nick Chubb","CLE","RB6","7","5","5","5.0","0.0","15.0","+9.0"
"7","2","","DeAndre Hopkins","HOU","WR1","10","7","7","7.0","0.0","5.0","-2.0"
"8","2","","Travis Kelce","KC","TE1","12","8","8","8.0","0.0","19.0","+11.0"
"9","3","","Davante Adams","GB","WR2","11","9","11","10.0","1.0","8.0","-1.0"
"10","3","","Le'Veon Bell","NYJ","RB7","4","10","12","11.0","1.0","7.0","-3.0"
"11","3","","James Conner","PIT","RB8","7","12","13","12.5","0.5","9.0","-2.0"
"12","3","","Julio Jones","ATL","WR3","9","9","17","13.0","4.0","12.0","0.0"
"13","3","","Odell Beckham Jr.","CLE","WR4","7","14","14","14.0","0.0","14.0","+1.0"
"14","3","","Dalvin Cook","MIN","RB9","12","13","16","14.5","1.5","20.0","+6.0"
"15","3","","Michael Thomas","NO","WR5","9","11","19","15.0","4.0","10.0","-5.0"
"16","4","","Tyreek Hill","KC","WR6","12","17","18","17.5","0.5","17.0","+1.0"
"17","4","","Derrick Henry","TEN","RB10","11","10","26","18.0","8.0","36.0","+19.0"
"18","4","","JuJu Smith-Schuster","PIT","WR7","7","18","19","18.5","0.5","18.0","0.0"
"19","4","","Mike Evans","TB","WR8","7","21","21","21.0","0.0","21.0","+2.0"
"20","4","","Aaron Jones","GB","RB11","11","20","26","23.0","3.0","30.0","+10.0"
"21","4","","George Kittle","SF","TE2","4","23","23","23.0","0.0","32.0","+11.0"
