"Rank","Tier","WSID","Overall","Team","Pos","Bye","Best","Worst","Avg","Std Dev","ADP","vs. ADP"
"41","5","","Chris Godwin","TB","WR17","7","38","40","39.0","1.0","50.0","+9.0"
"42","5","","Cooper Kupp","LAR","WR18","9","41","42","41.5","0.5","49.0","+7.0"
"43","5","","David Montgomery","CHI","RB21","6","40","44","42.0","2.0","43.0","0.0"
"44","5","","Julian Edelman","NE","WR19","10","37","48","42.5","5.5","44.0","0.0"
"45","6","","Calvin Ridley","ATL","WR20","9","44","45","44.5","0.5","54.0","+9.0"
"46","6","","Tyler Lockett","SEA","WR21","11","49","49","49.0","0.0","53.0","+7.0"
"47","6","","Sony Michel","NE","RB22","10","38","61","49.5","11.5","52.0","+5.0"
"48","6","","Phillip Lindsay","DEN","RB23","10","50","51","50.5","0.5","42.0","-6.0"
"49","6","","D.J. Moore","CAR","WR22","7","48","59","53.5","5.5","66.0","+17.0"
"50","6","","Leonard Fournette","JAC","RB24","10","54","54","54.0","0.0","24.0","-26.0"
"51","6","","Tarik Cohen","CHI","RB25","6","55","56","55.5","0.5","64.0","+13.0"
"52","6","","Mark Ingram","BAL","RB26","8","55","57","56.0","1.0","46.0","-6.0"
"53","6","","Tyler Boyd","CIN","WR23","9","39","74","56.5","17.5","57.0","+4.0"
"54","6","","Kenny Golladay","DET","WR24","5","47","66","56.5","9.5","45.0","-9.0"
"55","6","","Aaron Rodgers","GB","QB2","11","56","59","57.5","1.5","51.0","-4.0"
"56","6","","Deshaun Watson","HOU","QB3","10","57","58","57.5","0.5","47.0","-9.0"
"57","6","","Mike Williams","LAC","WR25","12","51","65","58.0","7.0","61.0","+4.0"
"58","6","","Baker Mayfield","CLE","QB4","7","47","71","59.0","12.0","62.0","+4.0"
"59","6","","Evan Engram","NYG","TE4","11","52","69","60.5","8.5","63.0","+4.0"
"60","6","","O.J. Howard","TB","TE5","7","53","68","60.5","7.5","56.0","-4.0"
"61","6","","Matt Ryan","ATL","QB5","9","46","77","61.5","15.5","71.0","+10.0"
"62","6","","James White","NE","RB27","10","53","70","61.5","8.5","68.0","+6.0"
"63","7","","Tevin Coleman","SF","RB28","4","58","67","62.5","4.5","58.0","-5.0"
"64","7","","Andrew Luck","IND","QB6","6","63","64","63.5","0.5","59.0","-5.0"
"65","7","","Alshon Jeffery","PHI","WR26","10","60","73","66.5","6.5","69.0","+4.0"
"66","7","","A.J. Green","CIN","WR27","9","50","88","69.0","19.0","48.0","-18.0"
"67","7","","Jarvis Landry","CLE","WR28","7","60","78","69.0","9.0","67.0","0.0"
"68","7","","Robby Anderson","NYJ","WR29","4","61","78","69.5","8.5","74.0","+6.0"
"69","7","","Allen Robinson","CHI","WR30","6","64","75","69.5","5.5","76.0","+7.0"
"70","7","","Austin Ekeler","LAC","RB29","12","62","82","72.0","10.0","78.0","+8.0"
"71","7","","Curtis Samuel","CAR","WR31","7","62","88","75.0","13.0","103.0","+32.0"
"72","7","","Sterling Shepard","NYG","WR32","11","63","87","75.0","12.0","99.0","+27.0"
"73","7","","Carson Wentz","PHI","QB7","10","67","83","75.0","8.0","84.0","+11.0"
"74","7","","Marvin Jones","DET","WR33","5","75","76","75.5","0.5","88.0","+14.0"
"75","7","","Kenyan Drake","MIA","RB30","5","68","85","76.5","8.5","55.0","-20.0"
"76","7","","Jared Cook","NO","TE6","9","72","81","76.5","4.5","81.0","+5.0"
"77","7","","Jared Goff","LAR","QB8","9","66","92","79.0","13.0","91.0","+14.0"
"78","7","","Miles Sanders","PHI","RB31","10","69","90","79.5","10.5","73.0","-5.0"
"79","7","","Rashaad Penny","SEA","RB32","11","71","89","80.0","9.0","77.0","-2.0"
"80","7","","Latavius Murray","NO","RB33","9","70","91","80.5","10.5","87.0","+7.0"
"81","8","","Christian Kirk","ARI","WR34","12","79","84","81.5","2.5","79.0","-2.0"
"82","8","","Lamar Miller","HOU","RB34","10","81","82","81.5","0.5","60.0","-22.0"
"83","8","","Hunter Henry","LAC","TE7","12","73","96","84.5","11.5","70.0","-13.0"
"84","8","","Derrius Guice","WAS","RB35","10","83","90","86.5","3.5","65.0","-19.0"
"85","8","","Drew Brees","NO","QB9","9","76","98","87.0","11.0","83.0","-2.0"
"86","8","","Dede Westbrook","JAC","WR35","10","74","101","87.5","13.5","102.0","+16.0"
"87","8","","Cam Newton","CAR","QB10","7","84","91","87.5","3.5","93.0","+6.0"
"88","8","","Courtland Sutton","DEN","WR36","10","85","95","90.0","5.0","101.0","+13.0"
"89","8","","David Njoku","CLE","TE8","7","79","104","91.5","12.5","94.0","+5.0"
"90","8","","Vance McDonald","PIT","TE9","7","80","105","92.5","12.5","96.0","+6.0"
"91","8","","Anthony Miller","CHI","WR37","6","87","100","93.5","6.5","131.0","+40.0"
"92","8","","Corey Davis","TEN","WR38","11","77","111","94.0","17.0","92.0","0.0"
"93","8","","Kyler Murray","ARI","QB11","12","72","117","94.5","22.5","98.0","+5.0"
"94","8","","Austin Hooper","ATL","TE10","9","80","112","96.0","16.0","127.0","+33.0"
"95","8","","Larry Fitzgerald","ARI","WR39","12","86","106","96.0","10.0","100.0","+5.0"
"96","8","","Russell Wilson","SEA","QB12","11","93","99","96.0","3.0","89.0","-7.0"
"97","8","","Sammy Watkins","KC","WR40","12","89","104","96.5","7.5","85.0","-12.0"
"98","8","","Jameis Winston","TB","QB13","7","94","99","96.5","2.5","106.0","+8.0"
"99","8","","Jordan Howard","PHI","RB36","10","86","108","97.0","11.0","82.0","-17.0"
"100","8","","Donte Moncrief","PIT","WR41","7","92","103","97.5","5.5","152.0","+52.0"
"101","8","","Will Fuller","HOU","WR42","10","52","144","98.0","46.0","75.0","-26.0"
"102","8","","Kalen Ballage","MIA","RB37","5","95","103","99.0","4.0","120.0","+18.0"
"103","8","","Royce Freeman","DEN","RB38","10","100","101","100.5","0.5","97.0","-6.0"
"104","8","","Geronimo Allison","GB","WR43","11","96","111","103.5","7.5","111.0","+7.0"
"105","8","","Marquez Valdes-Scantling","GB","WR44","11","65","145","105.0","40.0","118.0","+13.0"
"106","9","","Dante Pettis","SF","WR45","4","93","127","110.0","17.0","80.0","-26.0"
"107","9","","Michael Gallup","DAL","WR46","8","102","120","111.0","9.0","161.0","+54.0"
"108","9","","Lamar Jackson","BAL","QB14","8","108","115","111.5","3.5","121.0","+13.0"
"109","9","","Mitch Trubisky","CHI","QB15","6","109","114","111.5","2.5","147.0","+38.0"
"110","9","","James Washington","PIT","WR47","7","98","127","112.5","14.5","114.0","+4.0"
"111","9","","Philip Rivers","LAC","QB16","12","113","114","113.5","0.5","119.0","+8.0"
"112","9","","Justin Jackson","LAC","RB39","12","102","128","115.0","13.0","168.0","+56.0"
"113","9","","Ben Roethlisberger","PIT","QB17","7","97","135","116.0","19.0","110.0","-3.0"
"114","9","","Jaylen Samuels","PIT","RB40","7","94","139","116.5","22.5","143.0","+29.0"
"115","9","","Eric Ebron","IND","TE11","6","97","137","117.0","20.0","72.0","-43.0"
"116","9","","Dak Prescott","DAL","QB18","8","116","120","118.0","2.0","138.0","+22.0"
"117","9","","Dion Lewis","TEN","RB41","11","117","126","121.5","4.5","133.0","+16.0"
"118","9","","Darrell Henderson","LAR","RB42","9","118","125","121.5","3.5","86.0","-32.0"
"119","9","","David Moore","SEA","WR48","11","105","145","125.0","20.0","283.0","+164.0"
"120","9","","Carlos Hyde","KC","RB43","12","107","143","125.0","18.0","115.0","-5.0"
"121","9","","DeSean Jackson","PHI","WR49","10","121","130","125.5","4.5","132.0","+11.0"
"122","9","","LeSean McCoy","BUF","RB44","6","116","137","126.5","10.5","104.0","-18.0"
"123","9","","Kirk Cousins","MIN","QB19","12","122","136","129.0","7.0","140.0","+17.0"
"124","9","","Delanie Walker","TEN","TE12","11","128","130","129.0","1.0","136.0","+12.0"
"125","9","","Josh Allen","BUF","QB20","6","119","142","130.5","11.5","162.0","+37.0"
"126","9","","Trey Burton","CHI","TE13","6","124","138","131.0","7.0","149.0","+23.0"
"127","9","","Ronald Jones II","TB","RB45","7","115","152","133.5","18.5","105.0","-22.0"
"128","10","","Matt Breida","SF","RB46","4","123","146","134.5","11.5","123.0","-5.0"
"129","10","","Jimmy Garoppolo","SF","QB21","4","121","149","135.0","14.0","141.0","+12.0"
"130","10","","Peyton Barber","TB","RB47","7","126","147","136.5","10.5","108.0","-22.0"
"131","10","","DaeSean Hamilton","DEN","WR50","10","109","171","140.0","31.0","196.0","+65.0"
"132","10","","N'Keal Harry","NE","WR51","10","110","208","159.0","49.0","107.0","-25.0"
"133","10","","Tom Brady","NE","QB22","10","139","140","139.5","0.5","117.0","-16.0"
"134","10","","Emmanuel Sanders","DEN","WR52","10","129","153","141.0","12.0","112.0","-22.0"
"135","10","","Adrian Peterson","WAS","RB48","10","122","161","141.5","19.5","142.0","+7.0"
"136","10","","Adam Humphries","TEN","WR53","11","123","160","141.5","18.5","209.0","+73.0"
"137","10","","Nyheim Hines","IND","RB49","6","134","149","141.5","7.5","172.0","+35.0"
"138","10","","Darren Waller","OAK","TE14","6","118","177","147.5","29.5","325.0","+187.0"
"139","10","","Derek Carr","OAK","QB23","6","141","156","148.5","7.5","186.0","+47.0"
"140","10","","Alexander Mattison","MIN","RB50","12","142","156","149.0","7.0","150.0","+10.0"
"141","10","","Sam Darnold","NYJ","QB24","4","134","167","150.5","16.5","173.0","+32.0"
"142","10","","Devante Parker","MIA","WR54","5","138","175","156.5","18.5","204.0","+62.0"
"143","10","","Duke Johnson","HOU","RB51","10","151","155","153.0","2.0","139.0","-4.0"
"144","10","","Noah Fant","DEN","TE15","10","141","184","162.5","21.5","175.0","+31.0"
"145","11","","Albert Wilson","MIA","WR55","5","143","190","166.5","23.5","223.0","+78.0"
"146","11","","Matthew Stafford","DET","QB25","5","150","164","157.0","7.0","189.0","+43.0"
"147","11","","Jimmy Graham","GB","TE16","11","152","162","157.0","5.0","155.0","+8.0"
"148","11","","Jordan Reed","WAS","TE17","10","147","170","158.5","11.5","159.0","+11.0"
"149","11","","Nick Foles","JAC","QB26","10","148","179","163.5","15.5","198.0","+49.0"
"150","11","","Ryan Fitzpatrick","MIA","QB27","5","153","252","202.5","49.5","334.0","+184.0"
"151","11","","Randall Cobb","DAL","WR56","8","154","201","177.5","23.5","256.0","+105.0"
"152","11","","Marcus Mariota","TEN","QB28","11","157","188","172.5","15.5","258.0","+106.0"
"153","11","","Andy Dalton","CIN","QB29","9","158","239","198.5","40.5","316.0","+163.0"
"154","11","","Joe Flacco","DEN","QB30","10","159","189","174.0","15.0","345.0","+191.0"
"155","11","","Eli Manning","NYG","QB31","11","160","240","200.0","40.0","312.0","+157.0"
"156","11","","Dwayne Haskins","WAS","QB32","10","161","258","209.5","48.5","259.0","+103.0"
"157","11","","Case Keenum","WAS","QB33","10","162","266","214.0","52.0","315.0","+158.0"
"158","11","","Josh Rosen","MIA","QB34","5","163","264","213.5","50.5","282.0","+124.0"
""
""
