"Rank","Tier","WSID","Overall","Team","Pos","Bye","Best","Worst","Avg","Std Dev","ADP","vs. ADP"
"62","7","","Derrius Guice","WAS","RB27","10","55","70","62.5","7.5","65.0","+3.0"
"63","7","","Matt Ryan","ATL","QB5","9","59","67","63.0","4.0","71.0","+8.0"
"64","7","","Andrew Luck","IND","QB6","6","47","84","65.5","18.5","59.0","-5.0"
"65","7","","Kenyan Drake","MIA","RB28","5","62","71","66.5","4.5","55.0","-10.0"
"66","7","","D.J. Moore","CAR","WR28","7","60","75","67.5","7.5","66.0","0.0"
"67","7","","Tevin Coleman","SF","RB29","4","55","82","68.5","13.5","58.0","-9.0"
"68","7","","Marvin Jones","DET","WR29","5","63","76","69.5","6.5","88.0","+20.0"
"69","7","","Carson Wentz","PHI","QB7","10","67","72","69.5","2.5","84.0","+15.0"
"70","7","","James White","NE","RB30","10","68","71","69.5","1.5","68.0","-2.0"
"71","7","","Jarvis Landry","CLE","WR30","7","65","75","70.0","5.0","67.0","-4.0"
"72","7","","Hunter Henry","LAC","TE5","12","69","73","71.0","2.0","70.0","-2.0"
"73","7","","Evan Engram","NYG","TE6","11","69","73","71.0","2.0","63.0","-10.0"
"74","7","","Miles Sanders","PHI","RB31","10","68","83","75.5","7.5","73.0","-1.0"
"75","7","","A.J. Green","CIN","WR31","9","74","78","76.0","2.0","48.0","-27.0"
"76","7","","Tarik Cohen","CHI","RB32","6","58","95","76.5","18.5","64.0","-12.0"
"77","7","","Corey Davis","TEN","WR32","11","66","88","77.0","11.0","92.0","+15.0"
"78","7","","Dante Pettis","SF","WR33","4","76","78","77.0","1.0","80.0","+2.0"
"79","7","","Russell Wilson","SEA","QB8","11","72","84","78.0","6.0","89.0","+10.0"
"80","7","","Will Fuller","HOU","WR34","10","79","79","79.0","0.0","75.0","-5.0"
"81","8","","Sterling Shepard","NYG","WR35","11","74","88","81.0","7.0","99.0","+18.0"
"82","8","","Eric Ebron","IND","TE7","6","81","81","81.0","0.0","72.0","-10.0"
"83","8","","Austin Ekeler","LAC","RB33","12","70","102","86.0","16.0","78.0","-5.0"
"84","8","","Curtis Samuel","CAR","WR36","7","85","87","86.0","1.0","103.0","+19.0"
"85","8","","Courtland Sutton","DEN","WR37","10","85","87","86.0","1.0","101.0","+16.0"
"86","8","","Royce Freeman","DEN","RB34","10","82","91","86.5","4.5","97.0","+11.0"
"87","8","","Latavius Murray","NO","RB35","9","86","90","88.0","2.0","87.0","0.0"
"88","8","","Jared Goff","LAR","QB9","9","77","100","88.5","11.5","91.0","+3.0"
"89","8","","Vance McDonald","PIT","TE8","7","80","97","88.5","8.5","96.0","+7.0"
"90","8","","LeSean McCoy","BUF","RB36","6","86","91","88.5","2.5","104.0","+14.0"
"91","8","","Rashaad Penny","SEA","RB37","11","83","95","89.0","6.0","77.0","-14.0"
"92","8","","Christian Kirk","ARI","WR38","12","89","96","92.5","3.5","79.0","-13.0"
"93","8","","Drew Brees","NO","QB10","9","92","94","93.0","1.0","83.0","-10.0"
"94","8","","DeSean Jackson","PHI","WR39","10","89","101","95.0","6.0","132.0","+38.0"
"95","8","","Cam Newton","CAR","QB11","7","77","115","96.0","19.0","93.0","-2.0"
"96","8","","Sammy Watkins","KC","WR40","12","93","99","96.0","3.0","85.0","-11.0"
"97","8","","Dede Westbrook","JAC","WR41","10","93","99","96.0","3.0","102.0","+5.0"
"98","8","","Jared Cook","NO","TE9","9","80","114","97.0","17.0","81.0","-17.0"
"99","8","","Kyler Murray","ARI","QB12","12","98","100","99.0","1.0","98.0","-1.0"
"100","8","","Jordan Howard","PHI","RB38","10","90","109","99.5","9.5","82.0","-18.0"
"101","8","","Geronimo Allison","GB","WR42","11","96","103","99.5","3.5","111.0","+10.0"
"102","8","","Larry Fitzgerald","ARI","WR43","12","101","105","103.0","2.0","100.0","-2.0"
"103","8","","Ben Roethlisberger","PIT","QB13","7","94","116","105.0","11.0","110.0","+7.0"
"104","9","","David Njoku","CLE","TE10","7","97","114","105.5","8.5","94.0","-10.0"
"105","9","","Philip Rivers","LAC","QB14","12","98","116","107.0","9.0","119.0","+14.0"
"106","9","","Anthony Miller","CHI","WR44","6","105","111","108.0","3.0","131.0","+25.0"
"107","9","","Jameis Winston","TB","QB15","7","110","110","110.0","0.0","106.0","-1.0"
"108","9","","Darrell Henderson","LAR","RB39","9","102","119","110.5","8.5","86.0","-22.0"
"109","9","","Kenny Stills","MIA","WR45","5","107","122","114.5","7.5","178.0","+69.0"
"110","9","","Kalen Ballage","MIA","RB40","5","104","126","115.0","11.0","120.0","+10.0"
"111","9","","Kirk Cousins","MIN","QB16","12","92","139","115.5","23.5","140.0","+29.0"
"112","9","","Donte Moncrief","PIT","WR46","7","103","128","115.5","12.5","152.0","+40.0"
"113","9","","Austin Hooper","ATL","TE11","9","106","125","115.5","9.5","127.0","+14.0"
"114","9","","Dion Lewis","TEN","RB41","11","109","123","116.0","7.0","133.0","+19.0"
"115","9","","Peyton Barber","TB","RB42","7","104","129","116.5","12.5","108.0","-7.0"
"116","9","","Dak Prescott","DAL","QB17","8","115","118","116.5","1.5","138.0","+22.0"
"117","9","","Tyrell Williams","OAK","WR47","6","107","127","117.0","10.0","124.0","+7.0"
"118","9","","Lamar Jackson","BAL","QB18","8","118","121","119.5","1.5","121.0","+3.0"
"119","9","","James Washington","PIT","WR48","7","112","129","120.5","8.5","114.0","-5.0"
"120","9","","Golden Tate","NYG","WR49","11","112","130","121.0","9.0","129.0","+9.0"
"121","9","","Mark Andrews","BAL","TE12","8","106","138","122.0","16.0","153.0","+32.0"
"122","9","","John Brown","BUF","WR50","6","113","132","122.5","9.5","164.0","+42.0"
"123","9","","Adrian Peterson","WAS","RB43","10","117","128","122.5","5.5","142.0","+19.0"
"124","9","","Mitch Trubisky","CHI","QB19","6","122","123","122.5","0.5","147.0","+23.0"
"125","9","","Keke Coutee","HOU","WR51","10","113","133","123.0","10.0","125.0","0.0"
"126","9","","Devin Funchess","IND","WR52","6","124","125","124.5","0.5","144.0","+18.0"
"127","9","","Jack Doyle","IND","TE13","6","119","131","125.0","6.0","232.0","+105.0"
"128","9","","Trey Burton","CHI","TE14","6","120","130","125.0","5.0","149.0","+21.0"
"129","9","","Emmanuel Sanders","DEN","WR53","10","108","144","126.0","18.0","112.0","-17.0"
"130","9","","Michael Gallup","DAL","WR54","8","108","145","126.5","18.5","161.0","+31.0"
"131","9","","DaeSean Hamilton","DEN","WR55","10","111","153","132.0","21.0","196.0","+65.0"
"132","9","","Delanie Walker","TEN","TE15","11","126","138","132.0","6.0","136.0","+4.0"
"133","9","","Matt Breida","SF","RB44","4","117","148","132.5","15.5","123.0","-10.0"
"134","9","","Marquez Valdes-Scantling","GB","WR56","11","131","134","132.5","1.5","118.0","-16.0"
"135","9","","Ronald Jones II","TB","RB45","7","132","136","134.0","2.0","105.0","-30.0"
"136","10","","Duke Johnson","HOU","RB46","10","134","144","139.0","5.0","139.0","+3.0"
"137","10","","Nyheim Hines","IND","RB47","6","127","152","139.5","12.5","172.0","+35.0"
"138","10","","Chicago (CHI)","","DST1","6","140","141","140.5","0.5","95.0","-43.0"
"139","10","","Ito Smith","ATL","RB48","9","135","147","141.0","6.0","148.0","+9.0"
"140","10","","Jimmy Garoppolo","SF","QB20","4","140","142","141.0","1.0","141.0","+1.0"
"141","10","","Tom Brady","NE","QB21","10","141","142","141.5","0.5","117.0","-24.0"
"142","10","","Josh Allen","BUF","QB22","6","120","165","142.5","22.5","162.0","+20.0"
"143","10","","C.J. Anderson","DET","RB49","5","136","153","144.5","8.5","179.0","+36.0"
"144","10","","Jamaal Williams","GB","RB50","11","133","158","145.5","12.5","188.0","+44.0"
"145","10","","Matthew Stafford","DET","QB23","5","149","150","149.5","0.5","189.0","+44.0"
"146","10","","Greg Olsen","CAR","TE16","7","137","163","150.0","13.0","165.0","+19.0"
"147","10","","Jordan Reed","WAS","TE17","10","139","162","150.5","11.5","159.0","+12.0"
"148","10","","Marquise Goodwin","SF","WR57","4","146","160","153.0","7.0","193.0","+45.0"
"149","10","","D.K. Metcalf","SEA","WR58","11","148","160","154.0","6.0","109.0","-40.0"
"150","10","","Mohamed Sanu","ATL","WR59","9","149","165","157.0","8.0","190.0","+40.0"
"151","10","","Kyle Rudolph","MIN","TE18","12","147","170","158.5","11.5","156.0","+5.0"
"152","10","","N'Keal Harry","NE","WR60","10","121","197","159.0","38.0","107.0","-45.0"
"153","10","","Jaylen Samuels","PIT","RB51","7","156","167","161.5","5.5","143.0","-10.0"
"154","10","","Chris Thompson","WAS","RB52","10","156","169","162.5","6.5","185.0","+31.0"
"155","10","","Jacksonville (JAC)","","DST2","10","155","173","164.0","9.0","134.0","-21.0"
"156","10","","Nick Foles","JAC","QB24","10","143","188","165.5","22.5","198.0","+42.0"
"157","10","","Baltimore (BAL)","","DST3","8","163","169","166.0","3.0","130.0","-27.0"
"158","10","","Los Angeles (LAR)","","DST4","9","164","168","166.0","2.0","113.0","-45.0"
"159","10","","Jimmy Graham","GB","TE19","11","152","183","167.5","15.5","155.0","-4.0"
"160","10","","Los Angeles (LAC)","","DST5","12","154","181","167.5","13.5","151.0","-9.0"
"161","10","","Damien Harris","NE","RB53","10","135","201","168.0","33.0","116.0","-45.0"
"162","10","","Giovani Bernard","CIN","RB54","9","162","178","170.0","8.0","246.0","+84.0"
"163","11","","Devin Singletary","BUF","RB55","6","157","185","171.0","14.0","135.0","-28.0"
"164","11","","T.J. Hockenson","DET","TE20","5","151","193","172.0","21.0","128.0","-36.0"
"165","11","","Carlos Hyde","KC","RB56","12","137","208","172.5","35.5","115.0","-50.0"
"166","11","","Andy Dalton","CIN","QB25","9","167","180","173.5","6.5","316.0","+150.0"
"167","11","","Cleveland (CLE)","","DST6","7","174","176","175.0","1.0","187.0","+20.0"
"168","11","","Minnesota (MIN)","","DST7","12","174","177","175.5","1.5","126.0","-42.0"
"169","11","","Devante Parker","MIA","WR61","5","154","200","177.0","23.0","204.0","+35.0"
"170","11","","Sam Darnold","NYJ","QB26","4","164","190","177.0","13.0","173.0","+3.0"
"171","11","","David Moore","SEA","WR62","11","171","183","177.0","6.0","283.0","+112.0"
"172","11","","Albert Wilson","MIA","WR63","5","157","199","178.0","21.0","223.0","+51.0"
"173","11","","Greg Zuerlein","LAR","K1","9","181","182","181.5","0.5","122.0","-51.0"
"174","11","","Kareem Hunt","CLE","RB57","7","143","222","182.5","39.5","90.0","-84.0"
"175","11","","Gus Edwards","BAL","RB58","8","179","186","182.5","3.5","216.0","+41.0"
"176","11","","Jerick McKinnon","SF","RB59","4","124","243","183.5","59.5","145.0","-31.0"
"177","11","","Derek Carr","OAK","QB27","6","179","189","184.0","5.0","186.0","+9.0"
"178","11","","Chris Herndon IV","NYJ","TE21","4","184","186","185.0","1.0","202.0","+24.0"
"179","11","","Justice Hill","BAL","RB60","8","155","216","185.5","30.5","160.0","-19.0"
"180","11","","Houston (HOU)","","DST8","10","175","198","186.5","11.5","157.0","-23.0"
"181","11","","Adam Humphries","TEN","WR64","11","151","226","188.5","37.5","209.0","+28.0"
"182","11","","Quincy Enunwa","NYJ","WR65","4","175","202","188.5","13.5","251.0","+69.0"
"183","11","","Tyler Eifert","CIN","TE22","9","171","209","190.0","19.0","280.0","+97.0"
"184","11","","Mecole Hardman","KC","WR66","12","182","198","190.0","8.0","170.0","-14.0"
"185","11","","Ted Ginn","NO","WR67","9","184","196","190.0","6.0","308.0","+123.0"
"186","11","","Noah Fant","DEN","TE23","10","177","205","191.0","14.0","175.0","-11.0"
"187","11","","Mike Gesicki","MIA","TE24","5","146","237","191.5","45.5","243.0","+56.0"
"188","11","","Antonio Callaway","CLE","WR68","7","173","210","191.5","18.5","206.0","+18.0"
"189","11","","Taylor Gabriel","CHI","WR69","6","161","223","192.0","31.0","295.0","+106.0"
"190","11","","Justin Tucker","BAL","K2","8","192","194","193.0","1.0","137.0","-53.0"
"191","11","","Justin Jackson","LAC","RB61","12","170","217","193.5","23.5","168.0","-23.0"
"192","11","","Jamison Crowder","NYJ","WR70","4","192","195","193.5","1.5","194.0","+2.0"
"193","11","","Tre'Quan Smith","NO","WR71","9","172","218","195.0","23.0","176.0","-17.0"
"194","11","","Robert Foster","BUF","WR72","6","176","215","195.5","19.5","210.0","+16.0"
"195","11","","New England (NE)","","DST9","10","180","212","196.0","16.0","177.0","-18.0"
"196","11","","Alexander Mattison","MIN","RB62","12","161","233","197.0","36.0","150.0","-46.0"
"197","11","","Stephen Gostkowski","NE","K3","10","193","203","198.0","5.0","166.0","-31.0"
"198","11","","Cameron Brate","TB","TE25","7","191","211","201.0","10.0","240.0","+42.0"
"199","11","","Joe Flacco","DEN","QB28","10","168","235","201.5","33.5","345.0","+146.0"
"200","11","","Danny Amendola","DET","WR73","5","166","238","202.0","36.0","306.0","+106.0"
"201","11","","Nelson Agholor","PHI","WR74","10","158","247","202.5","44.5","235.0","+34.0"
"202","11","","New Orleans (NO)","","DST10","9","200","206","203.0","3.0","184.0","-18.0"
"203","12","","Harrison Butker","KC","K4","12","195","213","204.0","9.0","154.0","-49.0"
"204","12","","Frank Gore","BUF","RB63","6","199","210","204.5","5.5","266.0","+62.0"
"205","12","","Chase Edmonds","ARI","RB64","12","194","221","207.5","13.5","255.0","+50.0"
"206","12","","Wil Lutz","NO","K5","9","201","214","207.5","6.5","169.0","-37.0"
"207","12","","Dallas (DAL)","","DST11","8","202","213","207.5","5.5","192.0","-15.0"
"208","12","","Ryquell Armstead","JAC","RB65","10","166","252","209.0","43.0","252.0","+44.0"
"209","12","","Marcus Mariota","TEN","QB29","11","187","230","208.5","21.5","258.0","+49.0"
"210","12","","Denver (DEN)","","DST12","10","204","214","209.0","5.0","182.0","-28.0"
"211","12","","Jalen Richard","OAK","RB66","6","196","224","210.0","14.0","229.0","+18.0"
"212","12","","Gerald Everett","LAR","TE26","9","185","241","213.0","28.0","286.0","+74.0"
"213","12","","Seattle (SEA)","","DST13","11","211","215","213.0","2.0","245.0","+32.0"
"214","12","","Rex Burkhead","NE","RB67","10","188","246","217.0","29.0","314.0","+100.0"
"215","12","","Buffalo (BUF)","","DST14","6","208","227","217.5","9.5","171.0","-44.0"
"216","12","","Mason Crosby","GB","K6","11","217","219","218.0","1.0","219.0","+3.0"
"217","12","","Pittsburgh (PIT)","","DST15","7","212","228","220.0","8.0","199.0","-18.0"
"218","12","","Josh Reynolds","LAR","WR75","9","207","234","220.5","13.5","257.0","+39.0"
"219","12","","Jake Elliott","PHI","K7","10","218","225","221.5","3.5","222.0","+3.0"
"220","12","","Matt Prater","DET","K8","5","220","227","223.5","3.5","217.0","-3.0"
"221","12","","Brett Maher","DAL","K9","8","223","230","226.5","3.5","227.0","+6.0"
"222","12","","Breshad Perriman","TB","WR76","7","206","249","227.5","21.5","313.0","+91.0"
"223","12","","Philadelphia (PHI)","","DST16","10","224","232","228.0","4.0","200.0","-23.0"
"224","12","","Michael Badgley","LAC","K10","12","222","238","230.0","8.0","214.0","-10.0"
"225","12","","T.J. Yeldon","BUF","RB68","6","225","236","230.5","5.5","215.0","-10.0"
"226","13","","Doug Martin","OAK","RB69","6","221","245","233.0","12.0","323.0","+97.0"
"227","13","","Robbie Gould","SF","K11","4","226","242","234.0","8.0","195.0","-32.0"
"228","13","","Adam Vinatieri","IND","K12","6","231","240","235.5","4.5","212.0","-16.0"
"229","13","","Elijah McGuire","NYJ","RB70","4","235","239","237.0","2.0","249.0","+20.0"
"230","13","","Green Bay (GB)","","DST17","11","233","264","248.5","15.5","220.0","-10.0"
"231","13","","Corey Clement","PHI","RB71","10","244","250","247.0","3.0","277.0","+46.0"
""
""
