"Rank","Tier","WSID","Overall","Team","Pos","Bye","Best","Worst","Avg","Std Dev","ADP","vs. ADP"
"1","1","","Ezekiel Elliott","DAL","RB1","8","1","2","1.5","0.5","4.0","+3.0"
"2","1","","Saquon Barkley","NYG","RB2","11","1","2","1.5","0.5","1.0","-1.0"
"3","1","","Christian McCaffrey","CAR","RB3","7","3","4","3.5","0.5","3.0","0.0"
"4","1","","Alvin Kamara","NO","RB4","9","3","4","3.5","0.5","2.0","-2.0"
"5","1","","David Johnson","ARI","RB5","12","5","5","5.0","0.0","6.0","+1.0"
"6","2","","DeAndre Hopkins","HOU","WR1","10","7","9","8.0","1.0","5.0","-1.0"
"7","2","","Travis Kelce","KC","TE1","12","8","8","8.0","0.0","19.0","+12.0"
"8","2","","Le'Veon Bell","NYJ","RB6","4","10","10","10.0","0.0","7.0","-1.0"
"9","3","","Julio Jones","ATL","WR2","9","11","14","12.5","1.5","12.0","+3.0"
"10","3","","Tyreek Hill","KC","WR3","12","11","14","12.5","1.5","17.0","+7.0"
"11","3","","Davante Adams","GB","WR4","11","7","19","13.0","6.0","8.0","-3.0"
"12","3","","JuJu Smith-Schuster","PIT","WR5","7","9","17","13.0","4.0","18.0","+6.0"
"13","3","","Todd Gurley","LAR","RB7","9","12","15","13.5","1.5","11.0","-2.0"
"14","3","","Melvin Gordon","LAC","RB8","12","6","25","15.5","9.5","23.0","+9.0"
"15","3","","James Conner","PIT","RB9","7","12","20","16.0","4.0","9.0","-6.0"
"16","3","","Odell Beckham Jr.","CLE","WR6","7","17","18","17.5","0.5","14.0","-2.0"
"17","3","","Michael Thomas","NO","WR7","9","18","19","18.5","0.5","10.0","-7.0"
"18","4","","Dalvin Cook","MIN","RB10","12","6","33","19.5","13.5","20.0","+2.0"
"19","4","","Joe Mixon","CIN","RB11","9","16","25","20.5","4.5","13.0","-6.0"
"20","4","","Antonio Brown","OAK","WR8","6","21","21","21.0","0.0","22.0","+2.0"
"21","4","","Mike Evans","TB","WR9","7","22","22","22.0","0.0","21.0","0.0"
"22","4","","Aaron Jones","GB","RB12","11","13","33","23.0","10.0","30.0","+8.0"
"23","4","","Zach Ertz","PHI","TE2","10","23","28","25.5","2.5","33.0","+10.0"
"24","4","","George Kittle","SF","TE3","4","23","28","25.5","2.5","32.0","+8.0"
"25","4","","Kerryon Johnson","DET","RB13","5","15","38","26.5","11.5","27.0","+2.0"
"26","4","","T.Y. Hilton","IND","WR10","6","24","30","27.0","3.0","29.0","+3.0"
"27","4","","Damien Williams","KC","RB14","12","13","43","28.0","15.0","25.0","-2.0"
"28","5","","Adam Thielen","MIN","WR11","12","24","34","29.0","5.0","26.0","-2.0"
"29","5","","Sony Michel","NE","RB15","10","16","44","30.0","14.0","52.0","+23.0"
"30","5","","Leonard Fournette","JAC","RB16","10","26","36","31.0","5.0","24.0","-6.0"
"31","5","","Nick Chubb","CLE","RB17","7","20","43","31.5","11.5","15.0","-16.0"
"32","5","","Keenan Allen","LAC","WR12","12","29","34","31.5","2.5","28.0","-4.0"
"33","5","","Marlon Mack","IND","RB18","6","26","38","32.0","6.0","31.0","-2.0"
"34","5","","Robert Woods","LAR","WR13","9","27","37","32.0","5.0","40.0","+6.0"
"35","5","","Amari Cooper","DAL","WR14","8","27","37","32.0","5.0","34.0","-1.0"
"36","5","","Brandin Cooks","LAR","WR15","9","31","39","35.0","4.0","39.0","+3.0"
"37","5","","Stefon Diggs","MIN","WR16","12","31","39","35.0","4.0","38.0","+1.0"
"38","5","","Patrick Mahomes","KC","QB1","12","35","35","35.0","0.0","16.0","-22.0"
"39","5","","Julian Edelman","NE","WR17","10","29","42","35.5","6.5","44.0","+5.0"
"40","5","","Kenny Golladay","DET","WR18","5","30","42","36.0","6.0","45.0","+5.0"
"41","5","","Derrick Henry","TEN","RB19","11","32","41","36.5","4.5","36.0","-5.0"
"42","5","","Devonta Freeman","ATL","RB20","9","36","44","40.0","4.0","35.0","-7.0"
"43","6","","D.J. Moore","CAR","WR19","7","45","48","46.5","1.5","66.0","+23.0"
"44","6","","Lamar Miller","HOU","RB21","10","46","51","48.5","2.5","60.0","+16.0"
"45","6","","Josh Jacobs","OAK","RB22","6","32","68","50.0","18.0","37.0","-8.0"
"46","6","","Tyler Lockett","SEA","WR20","11","40","60","50.0","10.0","53.0","+7.0"
"47","6","","Chris Godwin","TB","WR21","7","48","52","50.0","2.0","50.0","+3.0"
"48","6","","Cooper Kupp","LAR","WR22","9","49","52","50.5","1.5","49.0","+1.0"
"49","6","","Alshon Jeffery","PHI","WR23","10","45","60","52.5","7.5","69.0","+20.0"
"50","6","","Deshaun Watson","HOU","QB2","10","47","59","53.0","6.0","47.0","-3.0"
"51","6","","O.J. Howard","TB","TE4","7","53","53","53.0","0.0","56.0","+5.0"
"52","6","","Kenyan Drake","MIA","RB23","5","51","56","53.5","2.5","55.0","+3.0"
"53","6","","Phillip Lindsay","DEN","RB24","10","54","56","55.0","1.0","42.0","-11.0"
"54","6","","Mark Ingram","BAL","RB25","8","41","70","55.5","14.5","46.0","-8.0"
"55","6","","Aaron Rodgers","GB","QB3","11","57","57","57.0","0.0","51.0","-4.0"
"56","6","","Chris Carson","SEA","RB26","11","55","62","58.5","3.5","41.0","-15.0"
"57","6","","Andrew Luck","IND","QB4","6","47","72","59.5","12.5","59.0","+2.0"
"58","7","","Allen Robinson","CHI","WR24","6","40","85","62.5","22.5","76.0","+18.0"
"59","7","","A.J. Green","CIN","WR25","9","50","75","62.5","12.5","48.0","-11.0"
"60","7","","Tyler Boyd","CIN","WR26","9","50","78","64.0","14.0","57.0","-3.0"
"61","7","","Tarik Cohen","CHI","RB27","6","58","71","64.5","6.5","64.0","+3.0"
"62","7","","Sammy Watkins","KC","WR27","12","63","66","64.5","1.5","85.0","+23.0"
"63","7","","Baker Mayfield","CLE","QB5","7","59","72","65.5","6.5","62.0","-1.0"
"64","7","","Mike Williams","LAC","WR28","12","61","74","67.5","6.5","61.0","-3.0"
"65","7","","Calvin Ridley","ATL","WR29","9","61","74","67.5","6.5","54.0","-11.0"
"66","7","","Dante Pettis","SF","WR30","4","49","88","68.5","19.5","80.0","+14.0"
"67","7","","Evan Engram","NYG","TE5","11","69","69","69.0","0.0","63.0","-4.0"
"68","7","","Robby Anderson","NYJ","WR31","4","65","75","70.0","5.0","74.0","+6.0"
"69","7","","Rashaad Penny","SEA","RB28","11","70","71","70.5","0.5","77.0","+8.0"
"70","7","","James White","NE","RB29","10","54","90","72.0","18.0","68.0","-2.0"
"71","7","","Russell Wilson","SEA","QB6","11","67","77","72.0","5.0","89.0","+18.0"
"72","7","","Drew Brees","NO","QB7","9","64","84","74.0","10.0","83.0","+11.0"
"73","7","","Cam Newton","CAR","QB8","7","67","84","75.5","8.5","93.0","+20.0"
