"Rank","Tier","WSID","Overall","Team","Pos","Bye","Best","Worst","Avg","Std Dev","ADP","vs. ADP"
"64","7","","Will Fuller","HOU","WR29","10","60","66","63.0","3.0","75.0","+11.0"
"65","7","","Evan Engram","NYG","TE6","11","60","69","64.5","4.5","63.0","-2.0"
"66","7","","Baker Mayfield","CLE","QB4","7","64","65","64.5","0.5","62.0","-4.0"
"67","7","","David Montgomery","CHI","RB28","6","47","83","65.0","18.0","43.0","-24.0"
"68","7","","James White","NE","RB29","10","62","68","65.0","3.0","68.0","0.0"
"69","7","","Tarik Cohen","CHI","RB30","6","62","68","65.0","3.0","64.0","-5.0"
"70","7","","Matt Ryan","ATL","QB5","9","59","80","69.5","10.5","71.0","+1.0"
"71","7","","Jarvis Landry","CLE","WR30","7","65","77","71.0","6.0","67.0","-4.0"
"72","8","","Carson Wentz","PHI","QB6","10","67","83","75.0","8.0","84.0","+12.0"
"73","8","","Matt Breida","SF","RB31","4","58","94","76.0","18.0","123.0","+50.0"
"74","8","","Miles Sanders","PHI","RB32","10","63","90","76.5","13.5","73.0","-1.0"
"75","8","","Derrius Guice","WAS","RB33","10","71","86","78.5","7.5","65.0","-10.0"
"76","8","","Andrew Luck","IND","QB7","6","77","81","79.0","2.0","59.0","-17.0"
"77","8","","Rashaad Penny","SEA","RB34","11","64","95","79.5","15.5","77.0","0.0"
"78","8","","Kenyan Drake","MIA","RB35","5","71","88","79.5","8.5","55.0","-23.0"
"79","8","","Marvin Jones","DET","WR31","5","78","82","80.0","2.0","88.0","+9.0"
"80","8","","Austin Ekeler","LAC","RB36","12","70","91","80.5","10.5","78.0","-2.0"
"81","8","","Royce Freeman","DEN","RB37","10","79","82","80.5","1.5","97.0","+16.0"
"82","8","","Sammy Watkins","KC","WR32","12","79","86","82.5","3.5","85.0","+3.0"
"83","8","","Dede Westbrook","JAC","WR33","10","78","89","83.5","5.5","102.0","+19.0"
"84","8","","Christian Kirk","ARI","WR34","12","66","102","84.0","18.0","79.0","-5.0"
"85","8","","Corey Davis","TEN","WR35","11","75","93","84.0","9.0","92.0","+7.0"
"86","8","","Jordan Howard","PHI","RB38","10","67","102","84.5","17.5","82.0","-4.0"
"87","8","","LeSean McCoy","BUF","RB39","6","75","104","89.5","14.5","104.0","+17.0"
"88","8","","Eric Ebron","IND","TE7","6","80","99","89.5","9.5","72.0","-16.0"
"89","8","","Curtis Samuel","CAR","WR36","7","88","91","89.5","1.5","103.0","+14.0"
"90","8","","Jameis Winston","TB","QB8","7","90","92","91.0","1.0","106.0","+16.0"
"91","8","","Courtland Sutton","DEN","WR37","10","87","96","91.5","4.5","101.0","+10.0"
"92","8","","Russell Wilson","SEA","QB9","11","84","100","92.0","8.0","89.0","-3.0"
"93","8","","A.J. Green","CIN","WR38","9","87","99","93.0","6.0","48.0","-45.0"
"94","8","","Jared Cook","NO","TE8","9","89","97","93.0","4.0","81.0","-13.0"
"95","8","","Cam Newton","CAR","QB10","7","72","118","95.0","23.0","93.0","-2.0"
"96","9","","David Njoku","CLE","TE9","7","81","112","96.5","15.5","94.0","-2.0"
"97","9","","Vance McDonald","PIT","TE10","7","85","114","99.5","14.5","96.0","-1.0"
"98","9","","Kyler Murray","ARI","QB11","12","98","103","100.5","2.5","98.0","0.0"
"99","9","","Anthony Miller","CHI","WR39","6","85","117","101.0","16.0","131.0","+32.0"
"100","9","","Geronimo Allison","GB","WR40","11","101","104","102.5","1.5","111.0","+11.0"
"101","9","","Darrell Henderson","LAR","RB40","9","98","109","103.5","5.5","86.0","-15.0"
"102","9","","Philip Rivers","LAC","QB12","12","100","107","103.5","3.5","119.0","+17.0"
"103","9","","Drew Brees","NO","QB13","9","92","116","104.0","12.0","83.0","-20.0"
"104","9","","Sterling Shepard","NYG","WR41","11","93","122","107.5","14.5","99.0","-5.0"
"105","9","","Dante Pettis","SF","WR42","4","95","123","109.0","14.0","80.0","-25.0"
"106","9","","Larry Fitzgerald","ARI","WR43","12","110","113","111.5","1.5","100.0","-6.0"
"107","9","","Ben Roethlisberger","PIT","QB14","7","108","118","113.0","5.0","110.0","+3.0"
"108","9","","Jared Goff","LAR","QB15","9","110","116","113.0","3.0","91.0","-17.0"
"109","9","","Marquez Valdes-Scantling","GB","WR44","11","108","119","113.5","5.5","118.0","+9.0"
"110","9","","Dak Prescott","DAL","QB16","8","94","138","116.0","22.0","138.0","+28.0"
"111","9","","John Brown","BUF","WR45","6","111","121","116.0","5.0","164.0","+53.0"
"112","9","","Zay Jones","BUF","WR46","6","105","133","119.0","14.0","197.0","+85.0"
"113","9","","Marquise Goodwin","SF","WR47","4","103","137","120.0","17.0","193.0","+80.0"
"114","9","","Adrian Peterson","WAS","RB41","10","84","160","122.0","38.0","142.0","+28.0"
"115","9","","Devin Funchess","IND","WR48","6","96","148","122.0","26.0","144.0","+29.0"
"116","10","","Kalen Ballage","MIA","RB42","5","76","169","122.5","46.5","120.0","+4.0"
"117","10","","Delanie Walker","TEN","TE11","11","119","127","123.0","4.0","136.0","+19.0"
"118","10","","Austin Hooper","ATL","TE12","9","106","143","124.5","18.5","127.0","+9.0"
"119","10","","Kirk Cousins","MIN","QB17","12","120","132","126.0","6.0","140.0","+21.0"
"120","10","","Devin Singletary","BUF","RB43","6","106","147","126.5","20.5","135.0","+15.0"
"121","10","","DaeSean Hamilton","DEN","WR49","10","111","142","126.5","15.5","196.0","+75.0"
"122","10","","Michael Gallup","DAL","WR50","8","126","129","127.5","1.5","161.0","+39.0"
"123","10","","Keke Coutee","HOU","WR51","10","107","151","129.0","22.0","125.0","+2.0"
"124","10","","James Washington","PIT","WR52","7","125","134","129.5","4.5","114.0","-10.0"
"125","10","","C.J. Anderson","DET","RB44","5","109","152","130.5","21.5","179.0","+54.0"
"126","10","","Mark Andrews","BAL","TE13","8","130","131","130.5","0.5","153.0","+27.0"
"127","10","","Justice Hill","BAL","RB45","8","114","149","131.5","17.5","160.0","+33.0"
"128","10","","Lamar Jackson","BAL","QB18","8","115","149","132.0","17.0","121.0","-7.0"
"129","10","","Dion Lewis","TEN","RB46","11","125","143","134.0","9.0","133.0","+4.0"
"130","10","","Emmanuel Sanders","DEN","WR53","10","113","156","134.5","21.5","112.0","-18.0"
"131","10","","Jimmy Garoppolo","SF","QB19","4","122","147","134.5","12.5","141.0","+10.0"
"132","10","","Kareem Hunt","CLE","RB47","7","115","157","136.0","21.0","90.0","-42.0"
"133","10","","DeSean Jackson","PHI","WR54","10","112","161","136.5","24.5","132.0","-1.0"
"134","10","","Sam Darnold","NYJ","QB20","4","134","140","137.0","3.0","173.0","+39.0"
"135","10","","Carlos Hyde","KC","RB48","12","117","158","137.5","20.5","115.0","-20.0"
"136","10","","Jimmy Graham","GB","TE14","11","127","150","138.5","11.5","155.0","+19.0"
"137","10","","Jamison Crowder","NYJ","WR55","4","136","141","138.5","2.5","194.0","+57.0"
"138","10","","N'Keal Harry","NE","WR56","10","105","173","139.0","34.0","107.0","-31.0"
"139","10","","Tyrell Williams","OAK","WR57","6","130","148","139.0","9.0","124.0","-15.0"
"140","10","","Nyheim Hines","IND","RB49","6","135","146","140.5","5.5","172.0","+32.0"
"141","10","","Kenny Stills","MIA","WR58","5","128","154","141.0","13.0","178.0","+37.0"
"142","10","","D.K. Metcalf","SEA","WR59","11","128","163","145.5","17.5","109.0","-33.0"
"143","10","","Kyle Rudolph","MIN","TE15","12","138","155","146.5","8.5","156.0","+13.0"
"144","10","","Dallas Goedert","PHI","TE16","10","142","152","147.0","5.0","201.0","+57.0"
"145","10","","Josh Allen","BUF","QB21","6","140","157","148.5","8.5","162.0","+17.0"
"146","10","","Tom Brady","NE","QB22","10","135","164","149.5","14.5","117.0","-29.0"
"147","10","","Chicago (CHI)","","DST1","6","133","169","151.0","18.0","95.0","-52.0"
"148","10","","Adam Humphries","TEN","WR60","11","139","163","151.0","12.0","209.0","+61.0"
"149","10","","Golden Tate","NYG","WR61","11","137","168","152.5","15.5","129.0","-20.0"
"150","11","","Mecole Hardman","KC","WR62","12","150","156","153.0","3.0","170.0","+20.0"
"151","11","","Jaylen Samuels","PIT","RB50","7","132","177","154.5","22.5","143.0","-8.0"
"152","11","","Donte Moncrief","PIT","WR63","7","121","195","158.0","37.0","152.0","0.0"
"153","11","","Jacksonville (JAC)","","DST2","10","145","172","158.5","13.5","134.0","-19.0"
"154","11","","Mitch Trubisky","CHI","QB23","6","120","199","159.5","39.5","147.0","-7.0"
"155","11","","Tre'Quan Smith","NO","WR64","9","129","194","161.5","32.5","176.0","+21.0"
"156","11","","Derek Carr","OAK","QB24","6","158","165","161.5","3.5","186.0","+30.0"
"157","11","","Los Angeles (LAC)","","DST3","12","154","171","162.5","8.5","151.0","-6.0"
"158","11","","Trey Burton","CHI","TE17","6","124","205","164.5","40.5","149.0","-9.0"
"159","11","","Los Angeles (LAR)","","DST4","9","159","174","166.5","7.5","113.0","-46.0"
"160","11","","Baltimore (BAL)","","DST5","8","164","170","167.0","3.0","130.0","-30.0"
"161","11","","Brian Hill","ATL","RB51","9","160","178","169.0","9.0","",""
"162","11","","Deebo Samuel","SF","WR65","4","166","174","170.0","4.0","167.0","+5.0"
"163","11","","Minnesota (MIN)","","DST6","12","167","173","170.0","3.0","126.0","-37.0"
"164","11","","Houston (HOU)","","DST7","10","171","175","173.0","2.0","157.0","-7.0"
"165","11","","Devante Parker","MIA","WR66","5","151","196","173.5","22.5","204.0","+39.0"
"166","11","","Chris Herndon IV","NYJ","TE18","4","131","221","176.0","45.0","202.0","+36.0"
"167","11","","Parris Campbell","IND","WR67","6","145","210","177.5","32.5","146.0","-21.0"
"168","11","","Justin Tucker","BAL","K1","8","172","183","177.5","5.5","137.0","-31.0"
"169","11","","Jack Doyle","IND","TE19","6","153","204","178.5","25.5","232.0","+63.0"
"170","11","","Matthew Stafford","DET","QB25","5","155","206","180.5","25.5","189.0","+19.0"
"171","11","","Indianapolis (IND)","","DST8","6","177","189","183.0","6.0","278.0","+107.0"
"172","11","","Harrison Butker","KC","K2","12","181","185","183.0","2.0","154.0","-18.0"
"173","11","","Greg Zuerlein","LAR","K3","9","182","184","183.0","1.0","122.0","-51.0"
"174","11","","Nick Foles","JAC","QB26","10","170","198","184.0","14.0","198.0","+24.0"
"175","12","","New Orleans (NO)","","DST9","9","179","192","185.5","6.5","184.0","+9.0"
"176","12","","Jordan Reed","WAS","TE20","10","161","211","186.0","25.0","159.0","-17.0"
"177","12","","Cleveland (CLE)","","DST10","7","165","207","186.0","21.0","187.0","+10.0"
"178","12","","Denver (DEN)","","DST11","10","176","196","186.0","10.0","182.0","+4.0"
"179","12","","Stephen Gostkowski","NE","K4","10","184","191","187.5","3.5","166.0","-13.0"
"180","12","","Albert Wilson","MIA","WR68","5","181","195","188.0","7.0","223.0","+43.0"
"181","12","","Mohamed Sanu","ATL","WR69","9","141","267","204.0","63.0","190.0","+9.0"
"182","12","","Marqise Lee","JAC","WR70","10","144","260","202.0","58.0","226.0","+44.0"
"183","12","","Quincy Enunwa","NYJ","WR71","4","182","203","192.5","10.5","251.0","+68.0"
"184","12","","Ka'imi Fairbairn","HOU","K5","10","185","202","193.5","8.5","183.0","-1.0"
"185","12","","Wil Lutz","NO","K6","9","186","208","197.0","11.0","169.0","-16.0"
"186","12","","Tennessee (TEN)","","DST12","11","180","216","198.0","18.0","233.0","+47.0"
"187","12","","Michael Badgley","LAC","K7","12","188","209","198.5","10.5","214.0","+27.0"
"188","12","","Mason Crosby","GB","K8","11","187","215","201.0","14.0","219.0","+31.0"
"189","12","","Antonio Callaway","CLE","WR72","7","162","259","210.5","48.5","206.0","+17.0"
"190","12","","Andy Dalton","CIN","QB27","9","179","224","201.5","22.5","316.0","+126.0"
"191","12","","Jake Elliott","PHI","K9","10","189","214","201.5","12.5","222.0","+31.0"
"192","12","","Taylor Gabriel","CHI","WR73","6","166","242","204.0","38.0","295.0","+103.0"
"193","12","","Greg Olsen","CAR","TE21","7","168","246","207.0","39.0","165.0","-28.0"
"194","12","","New York (NYJ)","","DST13","4","178","232","205.0","27.0","326.0","+132.0"
"195","12","","T.J. Hockenson","DET","TE22","5","176","235","205.5","29.5","128.0","-67.0"
"196","12","","John Ross","CIN","WR74","9","194","218","206.0","12.0","273.0","+77.0"
"197","12","","Buffalo (BUF)","","DST14","6","200","213","206.5","6.5","171.0","-26.0"
"198","12","","Dallas (DAL)","","DST15","8","201","212","206.5","5.5","192.0","-6.0"
"199","12","","Brett Maher","DAL","K10","8","191","224","207.5","16.5","227.0","+28.0"
"200","12","","Rashard Higgins","CLE","WR75","7","186","231","208.5","22.5","327.0","+127.0"
"201","12","","Adam Vinatieri","IND","K11","6","190","230","210.0","20.0","212.0","+11.0"
"202","12","","Joe Flacco","DEN","QB28","10","180","243","211.5","31.5","345.0","+143.0"
"203","12","","Ian Thomas","CAR","TE23","7","183","274","228.5","45.5","267.0","+64.0"
"204","13","","Jalen Hurd","SF","WR76","4","187","268","227.5","40.5","",""
"205","13","","David Moore","SEA","WR77","11","188","271","229.5","41.5","283.0","+78.0"
"206","13","","Marcus Mariota","TEN","QB29","11","215","218","216.5","1.5","258.0","+52.0"
"207","13","","New England (NE)","","DST16","10","217","220","218.5","1.5","177.0","-30.0"
"208","13","","Philadelphia (PHI)","","DST17","10","203","286","244.5","41.5","200.0","-8.0"
"209","13","","Randall Cobb","DAL","WR78","8","204","265","234.5","30.5","256.0","+47.0"
"210","13","","Equanimeous St. Brown","GB","WR79","11","205","276","240.5","35.5","285.0","+75.0"
"211","13","","D.J. Chark","JAC","WR80","10","206","294","250.0","44.0","260.0","+49.0"
"212","13","","Robbie Gould","SF","K12","4","207","254","230.5","23.5","195.0","-17.0"
"213","13","","Taywan Taylor","TEN","WR81","11","211","300","255.5","44.5","269.0","+56.0"
"214","13","","Matt Prater","DET","K13","5","212","273","242.5","30.5","217.0","+3.0"
"215","13","","Ryan Fitzpatrick","MIA","QB30","5","228","228","228.0","0.0","334.0","+119.0"
"216","13","","Eli Manning","NYG","QB31","11","219","244","231.5","12.5","312.0","+96.0"
"217","13","","Noah Fant","DEN","TE24","10","220","269","244.5","24.5","175.0","-42.0"
"218","13","","Pittsburgh (PIT)","","DST18","7","223","249","236.0","13.0","199.0","-19.0"
"219","14","","Matt LaCosse","NE","TE25","10","226","256","241.0","15.0","218.0","-1.0"
"220","14","","Gerald Everett","LAR","TE26","9","227","291","259.0","32.0","286.0","+66.0"
"221","14","","Dan Bailey","MIN","K14","12","231","255","243.0","12.0","293.0","+72.0"
"222","14","","Case Keenum","WAS","QB32","10","234","270","252.0","18.0","315.0","+93.0"
"223","14","","Josh Rosen","MIA","QB33","5","239","248","243.5","4.5","282.0","+59.0"
""
""
