"Rank","Tier","WSID","Overall","Team","Pos","Bye","Best","Worst","Avg","Std Dev","ADP","vs. ADP"
"88","8","","Matt Breida","SF","RB38","4","88","90","89.0","1.0","123.0","+35.0"
"89","8","","Austin Ekeler","LAC","RB39","12","76","104","90.0","14.0","78.0","-11.0"
"90","8","","Cam Newton","CAR","QB8","7","83","100","91.5","8.5","93.0","+3.0"
"91","8","","Sterling Shepard","NYG","WR37","11","89","96","92.5","3.5","99.0","+8.0"
"92","8","","Darrell Henderson","LAR","RB40","9","79","109","94.0","15.0","86.0","-6.0"
"93","8","","Christian Kirk","ARI","WR38","12","93","95","94.0","1.0","79.0","-14.0"
"94","8","","Jared Cook","NO","TE8","9","85","106","95.5","10.5","81.0","-13.0"
"95","8","","Courtland Sutton","DEN","WR39","10","88","104","96.0","8.0","101.0","+6.0"
"96","8","","Eric Ebron","IND","TE9","6","97","99","98.0","1.0","72.0","-24.0"
"97","8","","Tarik Cohen","CHI","RB41","6","68","129","98.5","30.5","64.0","-33.0"
"98","8","","Dak Prescott","DAL","QB9","8","77","120","98.5","21.5","138.0","+40.0"
"99","8","","Jared Goff","LAR","QB10","9","98","100","99.0","1.0","91.0","-8.0"
"100","8","","Lamar Jackson","BAL","QB11","8","84","118","101.0","17.0","121.0","+21.0"
"101","8","","Carson Wentz","PHI","QB12","10","90","118","104.0","14.0","84.0","-17.0"
"102","8","","Larry Fitzgerald","ARI","WR40","12","103","105","104.0","1.0","100.0","-2.0"
"103","8","","Anthony Miller","CHI","WR41","6","99","111","105.0","6.0","131.0","+28.0"
"104","9","","Tre'Quan Smith","NO","WR42","9","75","142","108.5","33.5","176.0","+72.0"
"105","9","","Ronald Jones II","TB","RB42","7","94","124","109.0","15.0","105.0","0.0"
"106","9","","DeSean Jackson","PHI","WR43","10","105","113","109.0","4.0","132.0","+26.0"
"107","9","","Adrian Peterson","WAS","RB43","10","101","119","110.0","9.0","142.0","+35.0"
"108","9","","Geronimo Allison","GB","WR44","11","110","111","110.5","0.5","111.0","+3.0"
"109","9","","Dion Lewis","TEN","RB44","11","106","117","111.5","5.5","133.0","+24.0"
"110","9","","Kyler Murray","ARI","QB13","12","107","116","111.5","4.5","98.0","-12.0"
"111","9","","Peyton Barber","TB","RB45","7","98","127","112.5","14.5","108.0","-3.0"
"112","9","","David Njoku","CLE","TE10","7","112","114","113.0","1.0","94.0","-18.0"
"113","9","","Jameis Winston","TB","QB14","7","108","121","114.5","6.5","106.0","-7.0"
"114","9","","Philip Rivers","LAC","QB15","12","92","138","115.0","23.0","119.0","+5.0"
"115","9","","Michael Gallup","DAL","WR45","8","108","122","115.0","7.0","161.0","+46.0"
"116","9","","Mark Andrews","BAL","TE11","8","81","150","115.5","34.5","153.0","+37.0"
"117","9","","Sammy Watkins","KC","WR46","12","77","158","117.5","40.5","85.0","-32.0"
"118","9","","Keke Coutee","HOU","WR47","10","107","129","118.0","11.0","125.0","+7.0"
"119","9","","Ben Roethlisberger","PIT","QB16","7","116","123","119.5","3.5","110.0","-9.0"
"120","9","","Golden Tate","NYG","WR48","11","96","148","122.0","26.0","129.0","+9.0"
"121","9","","Drew Brees","NO","QB17","9","103","142","122.5","19.5","83.0","-38.0"
"122","9","","Marquez Valdes-Scantling","GB","WR49","11","117","128","122.5","5.5","118.0","-4.0"
"123","9","","N'Keal Harry","NE","WR50","10","112","134","123.0","11.0","107.0","-16.0"
"124","9","","Delanie Walker","TEN","TE12","11","120","127","123.5","3.5","136.0","+12.0"
"125","9","","Kirk Cousins","MIN","QB18","12","110","140","125.0","15.0","140.0","+15.0"
"126","9","","Carlos Hyde","KC","RB46","12","114","136","125.0","11.0","115.0","-11.0"
"127","9","","Jimmy Garoppolo","SF","QB19","4","94","157","125.5","31.5","141.0","+14.0"
"128","9","","D.K. Metcalf","SEA","WR51","11","122","130","126.0","4.0","109.0","-19.0"
"129","9","","James Washington","PIT","WR52","7","113","141","127.0","14.0","114.0","-15.0"
"130","9","","John Brown","BUF","WR53","6","126","130","128.0","2.0","164.0","+34.0"
"131","9","","Ito Smith","ATL","RB47","9","123","135","129.0","6.0","148.0","+17.0"
"132","9","","Devin Funchess","IND","WR54","6","125","133","129.0","4.0","144.0","+12.0"
"133","9","","Kenny Stills","MIA","WR55","5","128","132","130.0","2.0","178.0","+45.0"
"134","9","","Damien Harris","NE","RB48","10","109","157","133.0","24.0","116.0","-18.0"
"135","9","","Donte Moncrief","PIT","WR56","7","119","149","134.0","15.0","152.0","+17.0"
"136","9","","Austin Hooper","ATL","TE13","9","126","143","134.5","8.5","127.0","-9.0"
"137","9","","Trey Burton","CHI","TE14","6","131","138","134.5","3.5","149.0","+12.0"
"138","10","","C.J. Anderson","DET","RB49","5","133","139","136.0","3.0","179.0","+41.0"
"139","10","","Emmanuel Sanders","DEN","WR57","10","121","154","137.5","16.5","112.0","-27.0"
"140","10","","Sam Darnold","NYJ","QB20","4","115","165","140.0","25.0","173.0","+33.0"
"141","10","","Kareem Hunt","CLE","RB50","7","137","144","140.5","3.5","90.0","-51.0"
"142","10","","Nyheim Hines","IND","RB51","6","135","148","141.5","6.5","172.0","+30.0"
"143","10","","Duke Johnson","HOU","RB52","10","132","153","142.5","10.5","139.0","-4.0"
"144","10","","Jaylen Samuels","PIT","RB53","7","125","162","143.5","18.5","143.0","-1.0"
"145","10","","Tyrell Williams","OAK","WR58","6","137","160","148.5","11.5","124.0","-21.0"
"146","10","","Robert Foster","BUF","WR59","6","134","168","151.0","17.0","210.0","+64.0"
"147","10","","DaeSean Hamilton","DEN","WR60","10","146","156","151.0","5.0","196.0","+49.0"
"148","10","","Jamaal Williams","GB","RB54","11","144","159","151.5","7.5","188.0","+40.0"
"149","10","","Tom Brady","NE","QB21","10","143","164","153.5","10.5","117.0","-32.0"
"150","10","","Marquise Goodwin","SF","WR61","4","145","163","154.0","9.0","193.0","+43.0"
"151","10","","Chicago (CHI)","","DST1","6","141","169","155.0","14.0","95.0","-56.0"
"152","10","","Devin Singletary","BUF","RB55","6","115","196","155.5","40.5","135.0","-17.0"
"153","10","","Jamison Crowder","NYJ","WR62","4","151","161","156.0","5.0","194.0","+41.0"
"154","10","","Josh Allen","BUF","QB22","6","149","165","157.0","8.0","162.0","+8.0"
"155","10","","Mike Davis","CHI","RB56","6","156","158","157.0","1.0","237.0","+82.0"
"156","10","","Albert Wilson","MIA","WR63","5","145","172","158.5","13.5","223.0","+67.0"
"157","10","","Jordan Reed","WAS","TE15","10","155","163","159.0","4.0","159.0","+2.0"
"158","10","","Chris Thompson","WAS","RB57","10","153","167","160.0","7.0","185.0","+27.0"
"159","10","","Mohamed Sanu","ATL","WR64","9","154","166","160.0","6.0","190.0","+31.0"
"160","10","","Greg Olsen","CAR","TE16","7","152","171","161.5","9.5","165.0","+5.0"
"161","10","","Los Angeles (LAR)","","DST2","9","155","171","163.0","8.0","113.0","-48.0"
"162","10","","Justice Hill","BAL","RB58","8","146","187","166.5","20.5","160.0","-2.0"
"163","10","","Jacksonville (JAC)","","DST3","10","164","170","167.0","3.0","134.0","-29.0"
"164","11","","Baltimore (BAL)","","DST4","8","169","172","170.5","1.5","130.0","-34.0"
"165","11","","Minnesota (MIN)","","DST5","12","173","174","173.5","0.5","126.0","-39.0"
"166","11","","Matthew Stafford","DET","QB23","5","150","198","174.0","24.0","189.0","+23.0"
"167","11","","Gus Edwards","BAL","RB59","8","160","188","174.0","14.0","216.0","+49.0"
"168","11","","Justin Jackson","LAC","RB60","12","124","225","174.5","50.5","168.0","0.0"
"169","11","","Parris Campbell","IND","WR65","6","166","183","174.5","8.5","146.0","-23.0"
"170","11","","Los Angeles (LAC)","","DST6","12","174","175","174.5","0.5","151.0","-19.0"
"171","11","","Giovani Bernard","CIN","RB61","9","159","193","176.0","17.0","246.0","+75.0"
"172","11","","Houston (HOU)","","DST7","10","175","177","176.0","1.0","157.0","-15.0"
"173","11","","Mecole Hardman","KC","WR66","12","151","202","176.5","25.5","170.0","-3.0"
"174","11","","Jimmy Graham","GB","TE17","11","152","204","178.0","26.0","155.0","-19.0"
"175","11","","Cleveland (CLE)","","DST8","7","176","181","178.5","2.5","187.0","+12.0"
"176","11","","Dallas Goedert","PHI","TE18","10","139","221","180.0","41.0","201.0","+25.0"
"177","11","","Quincy Enunwa","NYJ","WR67","4","161","202","181.5","20.5","251.0","+74.0"
"178","11","","Greg Zuerlein","LAR","K1","9","181","182","181.5","0.5","122.0","-56.0"
"179","11","","Marcus Mariota","TEN","QB24","11","140","224","182.0","42.0","258.0","+79.0"
"180","11","","David Moore","SEA","WR68","11","173","194","183.5","10.5","283.0","+103.0"
"181","11","","Devante Parker","MIA","WR69","5","176","196","186.0","10.0","204.0","+23.0"
"182","11","","Andy Dalton","CIN","QB25","9","168","206","187.0","19.0","316.0","+134.0"
"183","11","","Malcolm Brown","LAR","RB62","9","179","197","188.0","9.0","205.0","+22.0"
"184","11","","Justin Tucker","BAL","K2","8","182","194","188.0","6.0","137.0","-47.0"
"185","11","","Chris Herndon IV","NYJ","TE19","4","131","246","188.5","57.5","202.0","+17.0"
"186","11","","Chase Edmonds","ARI","RB63","12","167","210","188.5","21.5","255.0","+69.0"
"187","11","","New Orleans (NO)","","DST9","9","177","200","188.5","11.5","184.0","-3.0"
"188","11","","Elijah McGuire","NYJ","RB64","4","170","208","189.0","19.0","249.0","+61.0"
"189","11","","Harrison Butker","KC","K3","12","183","195","189.0","6.0","154.0","-35.0"
"190","11","","Adam Humphries","TEN","WR70","11","184","195","189.5","5.5","209.0","+19.0"
"191","11","","Jerick McKinnon","SF","RB65","4","136","246","191.0","55.0","145.0","-46.0"
"192","11","","Denver (DEN)","","DST10","10","178","204","191.0","13.0","182.0","-10.0"
"193","11","","New England (NE)","","DST11","10","179","208","193.5","14.5","177.0","-16.0"
"194","11","","Stephen Gostkowski","NE","K4","10","184","203","193.5","9.5","166.0","-28.0"
"195","11","","Derek Carr","OAK","QB26","6","189","199","194.0","5.0","186.0","-9.0"
"196","11","","Mitch Trubisky","CHI","QB27","6","147","242","194.5","47.5","147.0","-49.0"
"197","11","","Kyle Rudolph","MIN","TE20","12","186","205","195.5","9.5","156.0","-41.0"
"198","11","","Dallas (DAL)","","DST12","8","180","213","196.5","16.5","192.0","-6.0"
"199","11","","Nick Foles","JAC","QB28","10","180","215","197.5","17.5","198.0","-1.0"
"200","11","","Wil Lutz","NO","K5","9","185","215","200.0","15.0","169.0","-31.0"
"201","11","","T.J. Hockenson","DET","TE21","5","147","256","201.5","54.5","128.0","-73.0"
"202","11","","Alexander Mattison","MIN","RB66","12","162","241","201.5","39.5","150.0","-52.0"
"203","11","","Ka'imi Fairbairn","HOU","K6","10","186","222","204.0","18.0","183.0","-20.0"
"204","11","","Mason Crosby","GB","K7","11","187","221","204.0","17.0","219.0","+15.0"
"205","11","","Marquise Brown","BAL","WR71","8","199","210","204.5","5.5","163.0","-42.0"
"206","12","","Deebo Samuel","SF","WR72","4","203","207","205.0","2.0","167.0","-39.0"
"207","12","","Jake Elliott","PHI","K8","10","188","224","206.0","18.0","222.0","+15.0"
"208","12","","Zay Jones","BUF","WR73","6","197","216","206.5","9.5","197.0","-11.0"
"209","12","","A.J. Brown","TEN","WR74","11","198","217","207.5","9.5","191.0","-18.0"
"210","12","","Joe Flacco","DEN","QB29","10","190","228","209.0","19.0","345.0","+135.0"
"211","12","","Frank Gore","BUF","RB67","6","200","219","209.5","9.5","266.0","+55.0"
"212","12","","Noah Fant","DEN","TE22","10","185","235","210.0","25.0","175.0","-37.0"
"213","12","","Marqise Lee","JAC","WR75","10","191","229","210.0","19.0","226.0","+13.0"
"214","12","","Brett Maher","DAL","K9","8","191","229","210.0","19.0","227.0","+13.0"
"215","12","","Buffalo (BUF)","","DST13","6","207","214","210.5","3.5","171.0","-44.0"
"216","12","","Rex Burkhead","NE","RB68","10","201","223","212.0","11.0","314.0","+98.0"
"217","12","","Robbie Gould","SF","K10","4","190","235","212.5","22.5","195.0","-22.0"
"218","12","","Tony Pollard","DAL","RB69","8","201","226","213.5","12.5","180.0","-38.0"
"219","12","","Taylor Gabriel","CHI","WR76","6","206","222","214.0","8.0","295.0","+76.0"
"220","12","","Philadelphia (PHI)","","DST14","10","212","216","214.0","2.0","200.0","-20.0"
"221","12","","Ted Ginn","NO","WR77","9","212","218","215.0","3.0","308.0","+87.0"
"222","12","","Antonio Callaway","CLE","WR78","7","192","241","216.5","24.5","206.0","-16.0"
"223","12","","Jalen Richard","OAK","RB70","6","209","227","218.0","9.0","229.0","+6.0"
"224","12","","Michael Badgley","LAC","K11","12","189","249","219.0","30.0","214.0","-10.0"
"225","12","","Seattle (SEA)","","DST15","11","213","231","222.0","9.0","245.0","+20.0"
"226","12","","Adam Vinatieri","IND","K12","6","192","253","222.5","30.5","212.0","-14.0"
"227","12","","Nelson Agholor","PHI","WR79","10","217","234","225.5","8.5","235.0","+8.0"
"228","12","","Tyler Eifert","CIN","TE23","9","178","274","226.0","48.0","280.0","+52.0"
"229","12","","John Ross","CIN","WR80","9","209","245","227.0","18.0","273.0","+44.0"
"230","12","","Paul Richardson","WAS","WR81","10","218","238","228.0","10.0","276.0","+46.0"
"231","12","","Pittsburgh (PIT)","","DST16","7","220","237","228.5","8.5","199.0","-32.0"
"232","12","","T.J. Yeldon","BUF","RB71","6","225","232","228.5","3.5","215.0","-17.0"
"233","12","","Randall Cobb","DAL","WR82","8","226","231","228.5","2.5","256.0","+23.0"
"234","12","","Jack Doyle","IND","TE24","6","211","247","229.0","18.0","232.0","-2.0"
"235","12","","Doug Martin","OAK","RB72","6","214","245","229.5","15.5","323.0","+88.0"
"236","12","","Andy Isabella","ARI","WR83","12","228","233","230.5","2.5","231.0","-5.0"
"237","12","","Mike Gesicki","MIA","TE25","5","193","269","231.0","38.0","243.0","+6.0"
"238","12","","Ryquell Armstead","JAC","RB73","10","219","244","231.5","12.5","252.0","+14.0"
"239","12","","Josh Doctson","WAS","WR84","10","220","259","239.5","19.5","268.0","+29.0"
"240","12","","Trey Quinn","WAS","WR85","10","239","242","240.5","1.5","241.0","+1.0"
"241","12","","Eli Manning","NYG","QB30","11","240","243","241.5","1.5","312.0","+71.0"
"242","12","","Indianapolis (IND)","","DST17","6","236","251","243.5","7.5","278.0","+36.0"
"243","12","","Tennessee (TEN)","","DST18","11","238","249","243.5","5.5","233.0","-10.0"
"244","12","","Matt Prater","DET","K13","5","236","254","245.0","9.0","217.0","-27.0"
"245","12","","Gerald Everett","LAR","TE26","9","205","289","247.0","42.0","286.0","+41.0"
"246","13","","D.J. Chark","JAC","WR86","10","234","261","247.5","13.5","260.0","+14.0"
"247","13","","Benny Snell Jr.","PIT","RB74","7","227","270","248.5","21.5","275.0","+28.0"
"248","13","","Josh Reynolds","LAR","WR87","9","233","264","248.5","15.5","257.0","+9.0"
"249","13","","Dexter Williams","GB","RB75","11","237","261","249.0","12.0","254.0","+5.0"
"250","13","","Cameron Brate","TB","TE27","7","211","294","252.5","41.5","240.0","-10.0"
"251","13","","Equanimeous St. Brown","GB","WR88","11","230","277","253.5","23.5","285.0","+34.0"
"252","13","","Corey Clement","PHI","RB76","10","239","268","253.5","14.5","277.0","+25.0"
"253","13","","Alfred Blue","JAC","RB77","10","240","272","256.0","16.0","287.0","+34.0"
"254","13","","Jordan Wilkins","IND","RB78","6","250","263","256.5","6.5","344.0","+90.0"
"255","13","","Willie Snead","BAL","WR89","8","250","266","258.0","8.0","301.0","+46.0"
"256","13","","Phillip Dorsett","NE","WR90","10","258","260","259.0","1.0","341.0","+85.0"
"257","13","","Jason Myers","SEA","K14","11","255","264","259.5","4.5","244.0","-13.0"
"258","13","","Danny Amendola","DET","WR91","5","252","268","260.0","8.0","306.0","+48.0"
"259","13","","Ryan Fitzpatrick","MIA","QB31","5","244","278","261.0","17.0","334.0","+75.0"
"260","13","","Cole Beasley","BUF","WR92","6","257","265","261.0","4.0","298.0","+38.0"
"261","13","","Kenneth Dixon","BAL","RB79","8","230","340","285.0","55.0","294.0","+33.0"
"262","13","","Case Keenum","WAS","QB32","10","260","270","265.0","5.0","315.0","+53.0"
"263","13","","Darwin Thompson","KC","RB80","12","232","323","277.5","45.5","181.0","-82.0"
"264","13","","Keelan Cole","JAC","WR93","10","262","271","266.5","4.5","343.0","+79.0"
"265","13","","Kansas City (KC)","","DST19","12","254","284","269.0","15.0","208.0","-57.0"
"266","13","","Mike Weber","DAL","RB81","8","257","281","269.0","12.0","211.0","-55.0"
"267","13","","Graham Gano","CAR","K15","7","265","273","269.0","4.0","374.0","+107.0"
"268","13","","Hakeem Butler","ARI","WR94","12","243","297","270.0","27.0","225.0","-43.0"
"269","13","","Wayne Gallman","NYG","RB82","11","262","283","272.5","10.5","358.0","+89.0"
"270","13","","J.J. Arcega-Whiteside","PHI","WR95","10","269","276","272.5","3.5","221.0","-49.0"
"271","13","","Rashard Higgins","CLE","WR96","7","267","279","273.0","6.0","327.0","+56.0"
"272","13","","Ty Montgomery","NYJ","RB83","4","251","307","279.0","28.0","311.0","+39.0"
"273","13","","Bruce Anderson","TB","RB84","7","252","325","288.5","36.5","",""
"274","13","","Josh Adams","PHI","RB85","10","253","326","289.5","36.5","281.0","+7.0"
"275","13","","John Kelly","LAR","RB86","9","276","278","277.0","1.0","",""
"276","13","","Breshad Perriman","TB","WR97","7","275","283","279.0","4.0","313.0","+37.0"
"277","13","","Cameron Artis-Payne","CAR","RB87","7","263","297","280.0","17.0","347.0","+70.0"
"278","13","","Chris Hogan","CAR","WR98","7","267","293","280.0","13.0","310.0","+32.0"
"279","14","","Chris Conley","JAC","WR99","10","277","291","284.0","7.0","299.0","+20.0"
"280","14","","Devontae Booker","DEN","RB88","10","272","318","295.0","23.0","288.0","+8.0"
"281","14","","Giorgio Tavecchio","ATL","K16","9","281","291","286.0","5.0","230.0","-51.0"
"282","14","","Carolina (CAR)","","DST20","7","284","288","286.0","2.0","271.0","-11.0"
"283","14","","Wendell Smallwood","PHI","RB89","10","275","298","286.5","11.5","320.0","+37.0"
"284","14","","Qadree Ollison","ATL","RB90","9","279","330","304.5","25.5","253.0","-31.0"
"285","14","","Bilal Powell","NYJ","RB91","4","280","320","300.0","20.0","309.0","+24.0"
"286","14","","Zach Zenner","DET","RB92","5","285","311","298.0","13.0","300.0","+14.0"
"287","14","","Trayveon Williams","CIN","RB93","9","286","334","310.0","24.0","203.0","-84.0"
"288","14","","Miles Boykin","BAL","WR100","8","290","305","297.5","7.5","289.0","+1.0"
"289","14","","Myles Gaskin","MIA","RB94","5","292","332","312.0","20.0","261.0","-28.0"
"290","14","","Ameer Abdullah","MIN","RB95","12","295","345","320.0","25.0","",""
"291","14","","Rod Smith","NYG","RB96","11","296","327","311.5","15.5","",""
""
""
