"Rank","Tier","WSID","Overall","Team","Pos","Bye","Best","Worst","Avg","Std Dev","ADP","vs. ADP"
"1","1","","Ezekiel Elliott","DAL","RB1","8","1","1","1.0","0.0","4.0","+3.0"
"2","1","","Saquon Barkley","NYG","RB2","11","2","3","2.5","0.5","1.0","-1.0"
"3","1","","Todd Gurley","LAR","RB3","9","2","5","3.5","1.5","11.0","+8.0"
"4","1","","Christian McCaffrey","CAR","RB4","7","3","5","4.0","1.0","3.0","-1.0"
"5","1","","Alvin Kamara","NO","RB5","9","4","4","4.0","0.0","2.0","-3.0"
"6","2","","DeAndre Hopkins","HOU","WR1","10","8","9","8.5","0.5","5.0","-1.0"
"7","2","","Davante Adams","GB","WR2","11","9","11","10.0","1.0","8.0","+1.0"
"8","2","","Joe Mixon","CIN","RB6","9","6","15","10.5","4.5","13.0","+5.0"
"9","2","","Julio Jones","ATL","WR3","9","7","14","10.5","3.5","12.0","+3.0"
"10","2","","Travis Kelce","KC","TE1","12","8","13","10.5","2.5","19.0","+9.0"
"11","3","","Michael Thomas","NO","WR4","9","11","14","12.5","1.5","10.0","-1.0"
"12","3","","Nick Chubb","CLE","RB7","7","12","13","12.5","0.5","15.0","+3.0"
"13","3","","David Johnson","ARI","RB8","12","6","20","13.0","7.0","6.0","-7.0"
"14","3","","Le'Veon Bell","NYJ","RB9","4","10","16","13.0","3.0","7.0","-7.0"
"15","3","","Odell Beckham Jr.","CLE","WR5","7","17","17","17.0","0.0","14.0","-1.0"
"16","3","","Dalvin Cook","MIN","RB10","12","16","20","18.0","2.0","20.0","+4.0"
"17","4","","Mike Evans","TB","WR6","7","18","24","21.0","3.0","21.0","+4.0"
"18","4","","George Kittle","SF","TE2","4","19","28","23.5","4.5","32.0","+14.0"
"19","4","","Antonio Brown","OAK","WR7","6","18","30","24.0","6.0","22.0","+3.0"
"20","4","","Josh Jacobs","OAK","RB11","6","15","38","26.5","11.5","37.0","+17.0"
"21","4","","JuJu Smith-Schuster","PIT","WR8","7","21","32","26.5","5.5","18.0","-3.0"
"22","4","","Melvin Gordon","LAC","RB12","12","10","45","27.5","17.5","23.0","+1.0"
"23","4","","A.J. Green","CIN","WR9","9","19","37","28.0","9.0","48.0","+25.0"
"24","4","","Amari Cooper","DAL","WR10","8","22","34","28.0","6.0","34.0","+10.0"
"25","4","","Patrick Mahomes","KC","QB1","12","22","35","28.5","6.5","16.0","-9.0"
"26","4","","Keenan Allen","LAC","WR11","12","28","29","28.5","0.5","28.0","+2.0"
"27","4","","Aaron Jones","GB","RB13","11","26","32","29.0","3.0","30.0","+3.0"
"28","4","","David Montgomery","CHI","RB14","6","7","54","30.5","23.5","43.0","+15.0"
"29","4","","Leonard Fournette","JAC","RB15","10","26","35","30.5","4.5","24.0","-5.0"
"30","4","","Stefon Diggs","MIN","WR12","12","30","31","30.5","0.5","38.0","+8.0"
"31","5","","Devonta Freeman","ATL","RB16","9","25","39","32.0","7.0","35.0","+4.0"
"32","5","","Zach Ertz","PHI","TE3","10","23","43","33.0","10.0","33.0","+1.0"
"33","5","","Kerryon Johnson","DET","RB17","5","23","44","33.5","10.5","27.0","-6.0"
"34","5","","T.Y. Hilton","IND","WR13","6","27","41","34.0","7.0","29.0","-5.0"
"35","5","","James Conner","PIT","RB18","7","12","57","34.5","22.5","9.0","-26.0"
"36","5","","Brandin Cooks","LAR","WR14","9","31","40","35.5","4.5","39.0","+3.0"
"37","5","","Derrick Henry","TEN","RB19","11","27","46","36.5","9.5","36.0","-1.0"
"38","5","","O.J. Howard","TB","TE4","7","24","53","38.5","14.5","56.0","+18.0"
"39","5","","Kenny Golladay","DET","WR15","5","39","44","41.5","2.5","45.0","+6.0"
"40","5","","Derrius Guice","WAS","RB20","10","33","51","42.0","9.0","65.0","+25.0"
"41","6","","Aaron Rodgers","GB","QB2","11","42","47","44.5","2.5","51.0","+10.0"
"42","6","","Tyler Lockett","SEA","WR16","11","29","61","45.0","16.0","53.0","+11.0"
"43","6","","Adam Thielen","MIN","WR17","12","37","53","45.0","8.0","26.0","-17.0"
"44","6","","Phillip Lindsay","DEN","RB21","10","36","55","45.5","9.5","42.0","-2.0"
"45","6","","Corey Davis","TEN","WR18","11","40","51","45.5","5.5","92.0","+47.0"
"46","6","","Marlon Mack","IND","RB22","6","43","49","46.0","3.0","31.0","-15.0"
"47","6","","Sony Michel","NE","RB23","10","41","54","47.5","6.5","52.0","+5.0"
"48","6","","Julian Edelman","NE","WR19","10","25","75","50.0","25.0","44.0","-4.0"
"49","6","","Robert Woods","LAR","WR20","9","34","66","50.0","16.0","40.0","-9.0"
"50","6","","Chris Carson","SEA","RB24","11","33","69","51.0","18.0","41.0","-9.0"
"51","6","","Allen Robinson","CHI","WR21","6","42","62","52.0","10.0","76.0","+25.0"
"52","6","","Cooper Kupp","LAR","WR22","9","45","65","55.0","10.0","49.0","-3.0"
"53","6","","D.J. Moore","CAR","WR23","7","52","60","56.0","4.0","66.0","+13.0"
"54","6","","Alshon Jeffery","PHI","WR24","10","50","63","56.5","6.5","69.0","+15.0"
"55","6","","Deshaun Watson","HOU","QB3","10","56","57","56.5","0.5","47.0","-8.0"
"56","7","","Calvin Ridley","ATL","WR25","9","49","73","61.0","12.0","54.0","-2.0"
"57","7","","Chris Godwin","TB","WR26","7","50","72","61.0","11.0","50.0","-7.0"
