"Rank","Tier","WSID","Overall","Team","Pos","Bye","Best","Worst","Avg","Std Dev","ADP","vs. ADP"
"23","4","","A.J. Green","CIN","WR10","9","22","24","23.0","1.0","48.0","+25.0"
"24","4","","Todd Gurley","LAR","RB13","9","13","38","25.5","12.5","11.0","-13.0"
"25","4","","O.J. Howard","TB","TE2","7","23","28","25.5","2.5","56.0","+31.0"
"26","4","","George Kittle","SF","TE3","4","23","28","25.5","2.5","32.0","+6.0"
"27","5","","T.Y. Hilton","IND","WR11","6","27","27","27.0","0.0","29.0","+2.0"
"28","5","","Damien Williams","KC","RB14","12","25","32","28.5","3.5","25.0","-3.0"
"29","5","","Marlon Mack","IND","RB15","6","26","34","30.0","4.0","31.0","+2.0"
"30","5","","Leonard Fournette","JAC","RB16","10","25","36","30.5","5.5","24.0","-6.0"
"31","5","","Derrick Henry","TEN","RB17","11","30","32","31.0","1.0","36.0","+5.0"
"32","5","","Patrick Mahomes","KC","QB1","12","31","35","33.0","2.0","16.0","-16.0"
"33","5","","Kerryon Johnson","DET","RB18","5","33","36","34.5","1.5","27.0","-6.0"
"34","5","","Mark Ingram","BAL","RB19","8","35","43","39.0","4.0","46.0","+12.0"
"35","5","","Sony Michel","NE","RB20","10","33","46","39.5","6.5","52.0","+17.0"
"36","5","","Chris Carson","SEA","RB21","11","37","44","40.5","3.5","41.0","+5.0"
"37","5","","Devonta Freeman","ATL","RB22","9","29","54","41.5","12.5","35.0","-2.0"
"38","5","","Josh Jacobs","OAK","RB23","6","41","42","41.5","0.5","37.0","-1.0"
"39","6","","Zach Ertz","PHI","TE4","10","40","53","46.5","6.5","33.0","-6.0"
"40","6","","Deshaun Watson","HOU","QB2","10","46","47","46.5","0.5","47.0","+7.0"
"41","6","","Andrew Luck","IND","QB3","6","38","57","47.5","9.5","59.0","+18.0"
"42","6","","David Montgomery","CHI","RB24","6","45","51","48.0","3.0","43.0","+1.0"
"43","6","","Phillip Lindsay","DEN","RB25","10","47","58","52.5","5.5","42.0","-1.0"
"44","6","","Kenyan Drake","MIA","RB26","5","50","56","53.0","3.0","55.0","+11.0"
"45","6","","Lamar Miller","HOU","RB27","10","39","68","53.5","14.5","60.0","+15.0"
"46","6","","Aaron Rodgers","GB","QB4","11","49","59","54.0","5.0","51.0","+5.0"
"47","6","","Tevin Coleman","SF","RB28","4","41","70","55.5","14.5","58.0","+11.0"
"48","6","","Hunter Henry","LAC","TE5","12","51","69","60.0","9.0","70.0","+22.0"
"49","6","","Latavius Murray","NO","RB29","9","55","67","61.0","6.0","87.0","+38.0"
"50","7","","Matt Ryan","ATL","QB5","9","56","67","61.5","5.5","71.0","+21.0"
"51","7","","Rashaad Penny","SEA","RB30","11","62","62","62.0","0.0","77.0","+26.0"
"52","7","","Baker Mayfield","CLE","QB6","7","61","64","62.5","1.5","62.0","+10.0"
"53","7","","James White","NE","RB31","10","43","86","64.5","21.5","68.0","+15.0"
"54","7","","Evan Engram","NYG","TE6","11","58","73","65.5","7.5","63.0","+9.0"
"55","7","","Derrius Guice","WAS","RB32","10","60","71","65.5","5.5","65.0","+10.0"
"56","7","","Cam Newton","CAR","QB7","7","44","92","68.0","24.0","93.0","+37.0"
"57","7","","Jordan Howard","PHI","RB33","10","53","83","68.0","15.0","82.0","+25.0"
"58","7","","Russell Wilson","SEA","QB8","11","54","84","69.0","15.0","89.0","+31.0"
"59","7","","Drew Brees","NO","QB9","9","48","94","71.0","23.0","83.0","+24.0"
"60","7","","Tarik Cohen","CHI","RB34","6","52","91","71.5","19.5","64.0","+4.0"
"61","7","","Royce Freeman","DEN","RB35","10","64","82","73.0","9.0","97.0","+36.0"
"62","7","","Carson Wentz","PHI","QB10","10","72","75","73.5","1.5","84.0","+22.0"
"63","7","","Jared Cook","NO","TE7","9","68","80","74.0","6.0","81.0","+18.0"
"64","7","","Eric Ebron","IND","TE8","6","55","97","76.0","21.0","72.0","+8.0"
"65","7","","LeSean McCoy","BUF","RB36","6","59","95","77.0","18.0","104.0","+39.0"
"66","7","","Miles Sanders","PHI","RB37","10","72","90","81.0","9.0","73.0","+7.0"
"67","7","","David Njoku","CLE","TE9","7","57","106","81.5","24.5","94.0","+27.0"
"68","8","","Dak Prescott","DAL","QB11","8","69","100","84.5","15.5","138.0","+70.0"
"69","8","","Jerick McKinnon","SF","RB38","4","63","109","86.0","23.0","145.0","+76.0"
"70","8","","Kyler Murray","ARI","QB12","12","77","96","86.5","9.5","98.0","+28.0"
"71","8","","Jared Goff","LAR","QB13","9","66","110","88.0","22.0","91.0","+20.0"
"72","8","","Jameis Winston","TB","QB14","7","78","98","88.0","10.0","106.0","+34.0"
"73","8","","Kirk Cousins","MIN","QB15","12","65","116","90.5","25.5","140.0","+67.0"
"74","8","","Austin Ekeler","LAC","RB39","12","79","104","91.5","12.5","78.0","+4.0"
"75","8","","Darrell Henderson","LAR","RB40","9","81","102","91.5","10.5","86.0","+11.0"
"76","8","","Philip Rivers","LAC","QB16","12","70","115","92.5","22.5","119.0","+43.0"
"77","8","","Ronald Jones II","TB","RB41","7","71","117","94.0","23.0","105.0","+28.0"
"78","8","","Austin Hooper","ATL","TE10","9","76","114","95.0","19.0","127.0","+49.0"
"79","8","","Vance McDonald","PIT","TE11","7","81","111","96.0","15.0","96.0","+17.0"
"80","8","","Delanie Walker","TEN","TE12","11","73","125","99.0","26.0","136.0","+56.0"
"81","8","","Adrian Peterson","WAS","RB42","10","74","124","99.0","25.0","142.0","+61.0"
"82","8","","Ben Roethlisberger","PIT","QB17","7","80","118","99.0","19.0","110.0","+28.0"
"83","8","","Mitch Trubisky","CHI","QB18","6","77","123","100.0","23.0","147.0","+64.0"
"84","8","","Trey Burton","CHI","TE13","6","86","120","103.0","17.0","149.0","+65.0"
"85","8","","Ito Smith","ATL","RB43","9","88","119","103.5","15.5","148.0","+63.0"
"86","8","","Peyton Barber","TB","RB44","7","85","127","106.0","21.0","108.0","+22.0"
"87","9","","Jack Doyle","IND","TE14","6","82","133","107.5","25.5","232.0","+145.0"
"88","9","","D'Onta Foreman","IND","RB45","6","87","129","108.0","21.0","158.0","+70.0"
"89","9","","Jimmy Garoppolo","SF","QB19","4","83","137","110.0","27.0","141.0","+52.0"
"90","9","","Tom Brady","NE","QB20","10","84","136","110.0","26.0","117.0","+27.0"
"91","9","","Dion Lewis","TEN","RB46","11","90","130","110.0","20.0","133.0","+42.0"
"92","9","","Nyheim Hines","IND","RB47","6","92","138","115.0","23.0","172.0","+80.0"
"93","9","","Kalen Ballage","MIA","RB48","5","100","131","115.5","15.5","120.0","+27.0"
"94","9","","Matt Breida","SF","RB49","4","105","126","115.5","10.5","123.0","+29.0"
"95","9","","Chicago (CHI)","","DST1","6","97","135","116.0","19.0","95.0","0.0"
"96","9","","Josh Allen","BUF","QB21","6","99","134","116.5","17.5","162.0","+66.0"
"97","9","","Lamar Jackson","BAL","QB22","8","113","121","117.0","4.0","121.0","+24.0"
"98","9","","Chris Herndon IV","NYJ","TE15","4","94","142","118.0","24.0","202.0","+104.0"
"99","9","","Matthew Stafford","DET","QB23","5","98","141","119.5","21.5","189.0","+90.0"
"100","9","","Jordan Reed","WAS","TE16","10","101","139","120.0","19.0","159.0","+59.0"
"101","9","","Greg Olsen","CAR","TE17","7","89","157","123.0","34.0","165.0","+64.0"
"102","9","","Jimmy Graham","GB","TE18","11","118","128","123.0","5.0","155.0","+53.0"
"103","9","","Jaylen Samuels","PIT","RB50","7","107","143","125.0","18.0","143.0","+40.0"
"104","9","","Kyle Rudolph","MIN","TE19","12","104","148","126.0","22.0","156.0","+52.0"
"105","9","","Damien Harris","NE","RB51","10","114","140","127.0","13.0","116.0","+11.0"
"106","10","","Jacksonville (JAC)","","DST2","10","112","144","128.0","16.0","134.0","+28.0"
"107","10","","Dallas Goedert","PHI","TE20","10","127","132","129.5","2.5","201.0","+94.0"
"108","10","","Baltimore (BAL)","","DST3","8","106","154","130.0","24.0","130.0","+22.0"
"109","10","","Derek Carr","OAK","QB24","6","103","163","133.0","30.0","186.0","+77.0"
"110","10","","Minnesota (MIN)","","DST4","12","116","152","134.0","18.0","126.0","+16.0"
"111","10","","Los Angeles (LAR)","","DST5","9","119","149","134.0","15.0","113.0","+2.0"
"112","10","","Justice Hill","BAL","RB52","8","123","145","134.0","11.0","160.0","+48.0"
"113","10","","Sam Darnold","NYJ","QB25","4","115","158","136.5","21.5","173.0","+60.0"
"114","10","","Los Angeles (LAC)","","DST6","12","120","155","137.5","17.5","151.0","+37.0"
"115","10","","Houston (HOU)","","DST7","10","121","156","138.5","17.5","157.0","+42.0"
"116","10","","Andy Dalton","CIN","QB26","9","131","151","141.0","10.0","316.0","+200.0"
"117","10","","Greg Zuerlein","LAR","K1","9","126","160","143.0","17.0","122.0","+5.0"
"118","10","","Mike Gesicki","MIA","TE21","5","133","153","143.0","10.0","243.0","+125.0"
"119","11","","New Orleans (NO)","","DST8","9","125","167","146.0","21.0","184.0","+65.0"
"120","11","","Justin Tucker","BAL","K2","8","134","165","149.5","15.5","137.0","+17.0"
"121","11","","Cleveland (CLE)","","DST9","7","140","159","149.5","9.5","187.0","+66.0"
"122","11","","Chase Edmonds","ARI","RB53","12","146","154","150.0","4.0","255.0","+133.0"
"123","11","","Stephen Gostkowski","NE","K3","10","135","168","151.5","16.5","166.0","+43.0"
"124","11","","Harrison Butker","KC","K4","12","139","166","152.5","13.5","154.0","+30.0"
"125","11","","Mark Andrews","BAL","TE22","8","144","161","152.5","8.5","153.0","+28.0"
"126","11","","Denver (DEN)","","DST10","10","137","169","153.0","16.0","182.0","+56.0"
"127","11","","Buffalo (BUF)","","DST11","6","142","171","156.5","14.5","171.0","+44.0"
"128","11","","Dallas (DAL)","","DST12","8","145","173","159.0","14.0","192.0","+64.0"
"129","11","","New England (NE)","","DST13","10","148","172","160.0","12.0","177.0","+48.0"
"130","11","","Ka'imi Fairbairn","HOU","K5","10","147","176","161.5","14.5","183.0","+53.0"
"131","11","","Wil Lutz","NO","K6","9","150","174","162.0","12.0","169.0","+38.0"
"132","12","","Mason Crosby","GB","K7","11","153","177","165.0","12.0","219.0","+87.0"
"133","12","","Tennessee (TEN)","","DST14","11","146","186","166.0","20.0","233.0","+100.0"
"134","12","","Philadelphia (PHI)","","DST15","10","161","175","168.0","7.0","200.0","+66.0"
"135","12","","Tyler Eifert","CIN","TE23","9","162","174","168.0","6.0","280.0","+145.0"
"136","12","","Matt Prater","DET","K8","5","156","181","168.5","12.5","217.0","+81.0"
"137","12","","Seattle (SEA)","","DST16","11","157","180","168.5","11.5","245.0","+108.0"
"138","12","","Jake Elliott","PHI","K9","10","159","178","168.5","9.5","222.0","+84.0"
"139","12","","Marcus Mariota","TEN","QB27","11","150","188","169.0","19.0","258.0","+119.0"
"140","12","","Brett Maher","DAL","K10","8","160","179","169.5","9.5","227.0","+87.0"
"141","12","","Robbie Gould","SF","K11","4","172","182","177.0","5.0","195.0","+54.0"
"142","12","","Pittsburgh (PIT)","","DST17","7","173","184","178.5","5.5","199.0","+57.0"
"143","12","","Graham Gano","CAR","K12","7","170","189","179.5","9.5","374.0","+231.0"
"144","12","","Atlanta (ATL)","","DST18","9","162","199","180.5","18.5","335.0","+191.0"
"145","12","","Michael Badgley","LAC","K13","12","177","185","181.0","4.0","214.0","+69.0"
"146","12","","Indianapolis (IND)","","DST19","6","180","183","181.5","1.5","278.0","+132.0"
"147","12","","Carolina (CAR)","","DST20","7","171","194","182.5","11.5","271.0","+124.0"
"148","12","","Adam Vinatieri","IND","K14","6","179","187","183.0","4.0","212.0","+64.0"
"149","12","","Dan Bailey","MIN","K15","12","178","193","185.5","7.5","293.0","+144.0"
"150","13","","Aldrick Rosas","NYG","K16","11","181","191","186.0","5.0","349.0","+199.0"
"151","13","","Jason Myers","SEA","K17","11","186","190","188.0","2.0","244.0","+93.0"
"152","13","","Ryan Succop","TEN","K18","11","185","195","190.0","5.0","337.0","+185.0"
"153","13","","Kansas City (KC)","","DST21","12","188","192","190.0","2.0","208.0","+55.0"
"154","13","","Brandon McManus","DEN","K19","10","184","197","190.5","6.5","359.0","+205.0"
"155","13","","Arizona (ARI)","","DST22","12","183","201","192.0","9.0","270.0","+115.0"
"156","13","","Chris Boswell","PIT","K20","7","195","196","195.5","0.5","290.0","+134.0"
"157","13","","Josh Lambo","JAC","K21","10","198","198","198.0","0.0","373.0","+216.0"
"158","13","","Green Bay (GB)","","DST23","11","192","206","199.0","7.0","220.0","+62.0"
"159","13","","Steven Hauschka","BUF","K22","6","200","200","200.0","0.0","",""
"160","13","","Detroit (DET)","","DST24","5","197","210","203.5","6.5","338.0","+178.0"
"161","13","","Greg Joseph","CLE","K23","7","203","204","203.5","0.5","242.0","+81.0"
"162","13","","Cairo Santos","TB","K24","7","203","205","204.0","1.0","",""
"163","13","","Daniel Carlson","OAK","K25","6","204","205","204.5","0.5","367.0","+204.0"
"164","13","","Washington (WAS)","","DST25","10","208","209","208.5","0.5","302.0","+138.0"
"165","13","","New York (NYG)","","DST26","11","207","212","209.5","2.5","",""
""
""
