"","last_name","first_name","pos","id","points","rank","pos_rank","sd_pts","avg_type","name"
"538","Diggs","Stefon","WR","12186",153.855,46,17,8.99938199999999,"robust","STEFON DIGGS"
"539","Lockett","Tyler","WR","12187",143.73,53,19,19.807536,"robust","TYLER LOCKETT"
"540","Dorsett","Phillip","WR","12188",60.6485,252,92,25.8239268,"robust","PHILLIP DORSETT"
"541","Perriman","Breshad","WR","12197",70.3755,228,82,20.08923,"robust","BRESHAD PERRIMAN"
"542","Funchess","Devin","WR","12205",93.2325,164,53,18.3338316,"robust","DEVIN FUNCHESS"
"543","Conley","Chris","WR","12257",47.13575,297,103,3.276546,"robust","CHRIS CONLEY"
"544","McBride","Tre","WR","12260",0,521,183,0,"robust","TRE MCBRIDE"
"545","Nelson","J.J.","WR","12319",4.3715,451,147,0.681996,"robust","J.J. NELSON"
"546","Davis","Geremy","WR","12338",0.12,503,165,0.088956,"robust","GEREMY DAVIS"
"547","Williams","Tyrell","WR","12391",99.12375,152,47,12.8237487,"robust","TYRELL WILLIAMS"
"548","Carter","DeAndre","WR","12394",23.142,383,129,9.1313334,"robust","DEANDRE CARTER"
"549","Taylor","Jordan","WR","12398",21.896,389,132,13.3389522,"robust","JORDAN TAYLOR"
"550","Kumerow","Jake","WR","12443",20.48775,396,137,0.708682799999997,"robust","JAKE KUMEROW"
"551","Byrd","Damiere","WR","12464",0.01,519,181,0.007413,"robust","DAMIERE BYRD"
"552","Meredith","Cameron","WR","12465",0,521,183,0,"robust","CAMERON MEREDITH"
"553","Roberts","Seth","WR","12471",49.3355,285,99,13.6636416,"robust","SETH ROBERTS"
"554","Humphries","Adam","WR","12505",84.708,197,69,18.7415466,"robust","ADAM HUMPHRIES"
"555","Jennings","Darius","WR","12586",8.21,431,143,1.008168,"robust","DARIUS JENNINGS"
"556","Reynolds","Keenan","WR","12638",0,521,183,0,"robust","KEENAN REYNOLDS"
"557","Treadwell","Laquon","WR","12645",26.8725,372,126,2.01633599999999,"robust","LAQUON TREADWELL"
"558","Coleman","Corey","WR","12646",0,521,183,0,"robust","COREY COLEMAN"
"559","Fuller","Will","WR","12647",115.804,95,35,4.67760299999999,"robust","WILL FULLER"
"560","Doctson","Josh","WR","12648",75.95225,212,76,4.33882890000001,"robust","JOSH DOCTSON"
"561","Lewis","Roger","WR","12649",0,521,183,0,"robust","ROGER LEWIS"
"562","Boyd","Tyler","WR","12650",137.00175,58,22,10.756263,"robust","TYLER BOYD"
"563","Miller","Braxton","WR","12651",18.775,403,140,20.504358,"robust","BRAXTON MILLER"
"564","Thomas","Michael","WR","12652",183.657,28,9,9.65172599999999,"robust","MICHAEL THOMAS"
"565","Higgins","Rashard","WR","12656",76.901,210,74,39.2889,"robust","RASHARD HIGGINS"
"566","Sharpe","Tajae","WR","12657",21.363,395,136,0.287624399999999,"robust","TAJAE SHARPE"
"567","Shepard","Sterling","WR","12658",113.73625,101,38,5.759901,"robust","STERLING SHEPARD"
"568","Cooper","Pharoh","WR","12660",0.615,496,159,0.904386,"robust","PHAROH COOPER"
"569","Allison","Geronimo","WR","12665",87.71375,183,61,13.6213875,"robust","GERONIMO ALLISON"
"570","Williams","Duke","WR","12667",0,521,183,0,"robust","DUKE WILLIAMS"
"571","Peake","Charone","WR","12673",0.106,504,166,0.0785778,"robust","CHARONE PEAKE"
"572","Thomas","Mike","WR","12675",0,521,183,0,"robust","MIKE THOMAS"
"573","Rogers","Eli","WR","12731",40.64425,335,109,1.44108720000001,"robust","ELI ROGERS"
"574","Moore","Chris","WR","12773",35.944,356,115,11.5539018,"robust","CHRIS MOORE"
"575","Louis","Ricardo","WR","12777",0,521,183,0,"robust","RICARDO LOUIS"
"576","Robinson","Demarcus","WR","12785",52.517,272,96,11.1195,"robust","DEMARCUS ROBINSON"
"577","Davis","Trevor","WR","12800",0.02,518,180,0.014826,"robust","TREVOR DAVIS"
"578","Hill","Tyreek","WR","12801",194.0575,19,4,8.37669000000003,"robust","TYREEK HILL"
"579","Grant","Jakeem","WR","12814",70.3155,229,83,20.778639,"robust","JAKEEM GRANT"
"580","Core","Cody","WR","12824",0.062,513,175,0.0459606,"robust","CODY CORE"
"581","Jones","Andy","WR","12873",0,521,183,0,"robust","ANDY JONES"
"582","Sharp","Hunter","WR","12884",0,521,183,0,"robust","HUNTER SHARP"
"583","Erickson","Alex","WR","12913",17.04775,409,141,2.609376,"robust","ALEX ERICKSON"
"584","Holton","Johnny","WR","12916",0,521,183,0,"robust","JOHNNY HOLTON"
"585","Harris","Maurice","WR","12917",28.5255,368,123,2.92516980000001,"robust","MAURICE HARRIS"
"586","Lewis","Tommylee","WR","12921",1.4385,480,153,0.14826,"robust","TOMMYLEE LEWIS"
"587","Anderson","Robby","WR","12930",128.8155,68,27,2.23650210000001,"robust","ROBBY ANDERSON"
"588","Rogers","Chester","WR","12934",42.43675,320,108,3.246894,"robust","CHESTER ROGERS"
"589","McEvoy","Tanner","WR","12949",0,521,183,0,"robust","TANNER MCEVOY"
"590","Raymond","Kalif","WR","13066",0,521,183,0,"robust","KALIF RAYMOND"
"591","Davis","Corey","WR","13153",111.521,111,39,4.96967520000001,"robust","COREY DAVIS"
"592","Williams","Mike","WR","13154",140.77575,55,21,6.40705589999999,"robust","MIKE WILLIAMS"
"593","Ross","John","WR","13155",69.685,232,84,6.686526,"robust","JOHN ROSS"
"594","Smith-Schuster","JuJu","WR","13156",193.11525,20,5,10.178049,"robust","JUJU SMITH-SCHUSTER"
"595","Samuel","Curtis","WR","13157",109.81,116,40,6.81995999999999,"robust","CURTIS SAMUEL"
"596","Westbrook","Dede","WR","13158",114.51325,97,36,7.153545,"robust","DEDE WESTBROOK"
"597","Dupre","Malachi","WR","13160",0,521,183,0,"robust","MALACHI DUPRE"
"598","Scott","Artavis","WR","13161",0.621,495,158,0.4492278,"robust","ARTAVIS SCOTT"
"599","Ford","Isaiah","WR","13162",0,521,183,0,"robust","ISAIAH FORD"
"600","Godwin","Chris","WR","13163",135.9775,60,23,2.70203850000001,"robust","CHRIS GODWIN"
"601","Kupp","Cooper","WR","13164",145.2055,52,18,9.384858,"robust","COOPER KUPP"
"602","Switzer","Ryan","WR","13165",37.314,350,112,2.0578488,"robust","RYAN SWITZER"
"603","Darboh","Amara","WR","13166",0,521,183,0,"robust","AMARA DARBOH"
"604","Taylor","Taywan","WR","13167",31.886,361,119,9.6398652,"robust","TAYWAN TAYLOR"
"605","Reynolds","Josh","WR","13168",51.155,277,98,17.509506,"robust","JOSH REYNOLDS"
"606","Chesson","Jehu","WR","13169",0.01,519,181,0.007413,"robust","JEHU CHESSON"
"607","Gibson","Shelton","WR","13170",0.128,502,164,0.0948864,"robust","SHELTON GIBSON"
"608","Brown","Noah","WR","13172",0.005,520,182,0.0037065,"robust","NOAH BROWN"
"609","Jones","Zay","WR","13176",90.44675,170,55,18.747477,"robust","ZAY JONES"
"610","Dieter","Gehrig","WR","13179",0,521,183,0,"robust","GEHRIG DIETER"
"611","Hansen","Chad","WR","13183",0,521,183,0,"robust","CHAD HANSEN"
"612","Malone","Josh","WR","13235",-0.01,522,184,0.007413,"robust","JOSH MALONE"
"613","Davis","Robert","WR","13238",0,521,183,0,"robust","ROBERT DAVIS"
"614","Golladay","Kenny","WR","13277",143.305,54,20,3.65757420000002,"robust","KENNY GOLLADAY"
"615","Williams","Chad","WR","13280",24.33,380,127,33.21024,"robust","CHAD WILLIAMS"
"616","Langley","Brendan","WR","13282",NA,NA,NA,0,"robust","BRENDAN LANGLEY"
"617","Hollins","Mack","WR","13289",0.052,514,176,0.0385476,"robust","MACK HOLLINS"
"618","McKenzie","Isaiah","WR","13313",4.4385,450,146,3.380328,"robust","ISAIAH MCKENZIE"
"619","Taylor","Trent","WR","13316",35.035,357,116,19.814949,"robust","TRENT TAYLOR"
"620","Moore","David","WR","13348",73.037,221,80,9.6865671,"robust","DAVID MOORE"
"621","Carr","Austin","WR","13367",0,521,183,0,"robust","AUSTIN CARR"
"622","Hogan","Krishawn","WR","13370",0,521,183,0,"robust","KRISHAWN HOGAN"
"623","Hatcher","Keon","WR","13371",0,521,183,0,"robust","KEON HATCHER"
"624","Gentry","Tanner","WR","13372",0,521,183,0,"robust","TANNER GENTRY"
"625","Bolden","Victor","WR","13375",0,521,183,0,"robust","VICTOR BOLDEN"
"626","Patrick","Tim","WR","13377",43.149,312,106,8.8896696,"robust","TIM PATRICK"
"627","Mizzell","Taquan","WR","13384",3.07,460,150,0,"robust","TAQUAN MIZZELL"
"628","Johnson","Marcus","WR","13387",0.01,519,181,0.007413,"robust","MARCUS JOHNSON"
"629","Lenoir","Lance","WR","13390",0.074,511,173,0,"robust","LANCE LENOIR"
"630","White","Tim","WR","13398",1.24,486,154,0.9080925,"robust","TIM WHITE"
"631","Cole","Keelan","WR","13412",36.6775,351,113,0.7457478,"robust","KEELAN COLE"
"632","Bourne","Kendrick","WR","13418",44.54025,307,105,7.020111,"robust","KENDRICK BOURNE"
"633","Reilly","Brandon","WR","13421",0,521,183,0,"robust","BRANDON REILLY"
"634","Davis","Reggie","WR","13436",0,521,183,0,"robust","REGGIE DAVIS"
"635","Pascal","Zach","WR","13488",21.85,391,133,14.121765,"robust","ZACH PASCAL"
"636","Kemp","Marcus","WR","13503",0.071,512,174,0.044478,"robust","MARCUS KEMP"
"637","Hall","Marvin","WR","13505",10.02,427,142,4.069737,"robust","MARVIN HALL"
"638","Mickens","Jaydon","WR","13510",0,521,183,0,"robust","JAYDON MICKENS"
"639","Natson","JoJo","WR","13529",3.2805,459,149,2.7531882,"robust","JOJO NATSON"
"640","Agudosi","Carlton","WR","13538",0,521,183,0,"robust","CARLTON AGUDOSI"
"641","Wilson","Bobo","WR","13544",0.12,503,165,0.088956,"robust","BOBO WILSON"
"642","Brent","K.J.","WR","13573",0,521,183,0,"robust","K.J. BRENT"
"643","Zylstra","Brandon","WR","13585",0.255,498,160,0.1890315,"robust","BRANDON ZYLSTRA"
"644","Ridley","Calvin","WR","13629",129.35775,67,26,11.275173,"robust","CALVIN RIDLEY"
"645","Sutton","Courtland","WR","13630",102.5725,142,44,4.040085,"robust","COURTLAND SUTTON"
"646","Washington","James","WR","13631",80.127,205,72,17.7778566,"robust","JAMES WASHINGTON"
"647","Lazard","Allen","WR","13632",0,521,183,0,"robust","ALLEN LAZARD"
"648","Kirk","Christian","WR","13633",117.31025,89,33,5.33365349999999,"robust","CHRISTIAN KIRK"
"649","Pettis","Dante","WR","13634",119.166,81,31,7.11203220000001,"robust","DANTE PETTIS"
"650","Moore","D.J.","WR","13635",127.138,70,28,5.3951814,"robust","D.J. MOORE"
"651","Cain","Deon","WR","13636",-0.15,525,185,0.22239,"robust","DEON CAIN"
"652","St. Brown","Equanimeous","WR","13637",61.91475,251,91,14.1358497,"robust","EQUANIMEOUS ST. BROWN"
"653","Berrios","Braxton","WR","13638",0,521,183,0,"robust","BRAXTON BERRIOS"
"654","Miller","Anthony","WR","13639",87.208,187,64,16.842336,"robust","ANTHONY MILLER"
"655","Callaway","Antonio","WR","13640",65.26775,244,89,26.0188887,"robust","ANTONIO CALLAWAY"
"656","McCloud","Ray-Ray","WR","13641",2.04,467,151,1.401057,"robust","RAY-RAY MCCLOUD"
"657","Tate","Auden","WR","13642",0,521,183,0,"robust","AUDEN TATE"
"658","Wims","Javon","WR","13644",0,521,183,0,"robust","JAVON WIMS"
"659","Smith","Tre'Quan","WR","13645",75.49525,215,77,16.4301732,"robust","TRE'QUAN SMITH"
"660","Gallup","Michael","WR","13646",98.1455,155,49,9.69620400000001,"robust","MICHAEL GALLUP"
"661","Ateman","Marcell","WR","13647",-0.15,525,185,0.22239,"robust","MARCELL ATEMAN"
"662","Burnett","Deontay","WR","13648",0.142,501,163,0.1052646,"robust","DEONTAY BURNETT"
"663","Hamilton","DaeSean","WR","13649",84.0695,198,70,11.1891822,"robust","DAESEAN HAMILTON"
"664","Wilson","Cedrick","WR","13652",0,521,183,0,"robust","CEDRICK WILSON"
"665","Foster","Robert","WR","13653",88.24025,180,59,11.56428,"robust","ROBERT FOSTER"
"666","Phillips","Cam","WR","13655",0,521,183,0,"robust","CAM PHILLIPS"
"667","Weah","Jester","WR","13656",0,521,183,0,"robust","JESTER WEAH"
"668","Moore","J'Mon","WR","13657",0,521,183,0,"robust","J'MON MOORE"
"669","Lasley","Jordan","WR","13658",0,521,183,0,"robust","JORDAN LASLEY"
"670","Mitchell","Steven","WR","13659",0,521,183,0,"robust","STEVEN MITCHELL"
"671","Coutee","Keke","WR","13662",87.636,185,62,14.774109,"robust","KEKE COUTEE"
"672","Scott","Jaleel","WR","13663",0,521,183,0,"robust","JALEEL SCOTT"
"673","Quinn","Trey","WR","13664",47.78225,294,101,17.4813366,"robust","TREY QUINN"
"674","Fountain","Daurice","WR","13666",0,521,183,0,"robust","DAURICE FOUNTAIN"
"675","Chark","D.J.","WR","13668",56.92,260,93,1.9681515,"robust","D.J. CHARK"
"676","Turner","Malik","WR","13669",0,521,183,0,"robust","MALIK TURNER"
"677","James","Richie","WR","13724",19.84,398,138,3.4425972,"robust","RICHIE JAMES"
"678","Watson","Justin","WR","13776",0.155,500,162,0.44478,"robust","JUSTIN WATSON"
"679","Valdes-Scantling","Marquez","WR","13793",85.06975,192,66,12.275928,"robust","MARQUEZ VALDES-SCANTLING"
"680","Ratley","Damion","WR","13794",0.086,509,171,0.0637518,"robust","DAMION RATLEY"
"681","Cantrell","Dylan","WR","13807",0,521,183,0,"robust","DYLAN CANTRELL"
"682","Gage","Russell","WR","13809",0.083,510,172,0.0615279,"robust","RUSSELL GAGE"
"683","Hollister","Cody","WR","13851",0,521,183,0,"robust","CODY HOLLISTER"
"684","Cracraft","River","WR","13862",5.01775,448,145,6.3499758,"robust","RIVER CRACRAFT"
"685","Pringle","Byron","WR","13863",0,521,183,0,"robust","BYRON PRINGLE"
"686","Veasy","Jordan","WR","13881",0,521,183,0,"robust","JORDAN VEASY"
"687","Kirkwood","Keith","WR","13882",34.85025,358,117,0.622692000000002,"robust","KEITH KIRKWOOD"
"688","Patterson","Damoun","WR","13883",0,521,183,0,"robust","DAMOUN PATTERSON"
"689","Smith","Vyncint","WR","13884",0.092,507,169,0.0681996,"robust","VYNCINT SMITH"
"690","Sherfield","Trent","WR","13893",0,521,183,0,"robust","TRENT SHERFIELD"
"691","Sims","Cam","WR","13895",0,521,183,0,"robust","CAM SIMS"
"692","Ishmael","Steve","WR","13899",0,521,183,0,"robust","STEVE ISHMAEL"
"693","Jones","J.J.","WR","13905",0.05,515,177,0.037065,"robust","J.J. JONES"
"694","Powell","Brandon","WR","13910",0.01,519,181,0.007413,"robust","BRANDON POWELL"
"695","Willies","Derrick","WR","13911",0,521,183,0,"robust","DERRICK WILLIES"
"696","Batson","Cameron","WR","13912",0,521,183,0,"robust","CAMERON BATSON"
"697","Hodge","KhaDarel","WR","13963",0,521,183,0,"robust","KHADAREL HODGE"
"698","Davis","Jawill","WR","13969",0,521,183,0,"robust","JAWILL DAVIS"
"699","Scott","Da'Mari","WR","13990",0,521,183,0,"robust","DA'MARI SCOTT"
"700","Beebe","Chad","WR","13999",0.162,499,161,0.44478,"robust","CHAD BEEBE"
"701","Blacknall","Saeed","WR","14009",0,521,183,0,"robust","SAEED BLACKNALL"
"702","Tolliver","Jalen","WR","14015",0,521,183,0,"robust","JALEN TOLLIVER"
"703","Kidsy","Darvin","WR","14046",0,521,183,0,"robust","DARVIN KIDSY"
"704","Harry","N'Keal","WR","14101",93.2785,163,52,6.29808480000001,"robust","N'KEAL HARRY"
"705","Metcalf","DK","WR","14102",66.0825,242,88,16.115862,"robust","DK METCALF"
"706","Ridley","Riley","WR","14103",-0.3,526,186,0,"robust","RILEY RIDLEY"
"707","Brown","A.J.","WR","14104",53.777,270,94,0.877699199999998,"robust","A.J. BROWN"
"708","Brown","Marquise","WR","14105",86.25175,189,65,12.394536,"robust","MARQUISE BROWN"
"709","Butler","Hakeem","WR","14106",21.6675,392,134,17.34642,"robust","HAKEEM BUTLER"
"710","Arcega-Whiteside","JJ","WR","14107",-0.3,526,186,0,"robust","JJ ARCEGA-WHITESIDE"
"711","McLaurin","Terry","WR","14109",28.065,370,124,10.8185322,"robust","TERRY MCLAURIN"
"712","Campbell","Parris","WR","14112",76.833,211,75,12.89862,"robust","PARRIS CAMPBELL"
"713","Hardman","Mecole","WR","14113",73.3035,218,78,13.8578622,"robust","MECOLE HARDMAN"
"714","Harmon","Kelvin","WR","14114",-0.3,526,186,0,"robust","KELVIN HARMON"
"715","Hurd","Jalen","WR","14116",3.4682617866005,456,148,3.0567330751861,"robust","JALEN HURD"
"716","Johnson","Tyron","WR","14117",0,521,183,0,"robust","TYRON JOHNSON"
"717","Jennings","Gary","WR","14120",0.717,493,157,0.44478,"robust","GARY JENNINGS"
"718","Isabella","Andy","WR","14121",33.1265,359,118,30.6483072,"robust","ANDY ISABELLA"
"719","Slayton","Darius","WR","14122",-0.3,526,186,0,"robust","DARIUS SLAYTON"
"720","Renfrow","Hunter","WR","14123",1.197,488,155,1.2098016,"robust","HUNTER RENFROW"
"721","Johnson","KeeSean","WR","14124",-0.15,525,185,0.22239,"robust","KEESEAN JOHNSON"
"722","Boykin","Miles","WR","14125",40.099,339,110,29.1768267,"robust","MILES BOYKIN"
"723","Williams","Preston","WR","14126",0,521,183,0,"robust","PRESTON WILLIAMS"
"724","Morgan","Stanley","WR","14131",0,521,183,0,"robust","STANLEY MORGAN"
"725","Samuel","Deebo","WR","14136",45.847,302,104,41.772255,"robust","DEEBO SAMUEL"
"726","Michel","Marken","WR","14189",0,521,183,0,"robust","MARKEN MICHEL"
"727","Russell","Alonzo","WR","14193",0,521,183,0,"robust","ALONZO RUSSELL"
"728","Johnson","Diontae","WR","14208",-0.3,526,186,0,"robust","DIONTAE JOHNSON"
"729","Fulgham","Travis","WR","14265",-0.3,526,186,0,"robust","TRAVIS FULGHAM"
"730","Winfree","Juwann","WR","14267",0,521,183,0,"robust","JUWANN WINFREE"
"731","Green","Marcus","WR","14277",1.93,470,152,1.319514,"robust","MARCUS GREEN"
"732","Ursua","John","WR","14297",0,521,183,0,"robust","JOHN URSUA"
"733","Butler","Emmanuel","WR","14313",0,521,183,0,"robust","EMMANUEL BUTLER"
"734","Dulin","Ashton","WR","14315",0,521,183,0,"robust","ASHTON DULIN"
"735","Hart","Penny","WR","14316",0,521,183,0,"robust","PENNY HART"
"736","Doss","Keelan","WR","14317",0,521,183,0,"robust","KEELAN DOSS"
"737","Ferguson","Jazz","WR","14318",0,521,183,0,"robust","JAZZ FERGUSON"
"738","Badet","Jeff","WR","14320",0,521,183,0,"robust","JEFF BADET"
"739","Horn","Reece","WR","14323",0,521,183,0,"robust","REECE HORN"
"740","Shepherd","Darrius","WR","14330",0,521,183,0,"robust","DARRIUS SHEPHERD"
"741","Fitzgerald","Larry","WR","7393",102.80125,141,43,0.61972680000002,"robust","LARRY FITZGERALD"
"742","Ginn Jr.","Ted","WR","8673",91.76,168,54,6.345528,"robust","TED GINN"
"743","Jackson","DeSean","WR","9075",108.03025,129,41,5.715423,"robust","DESEAN JACKSON"
"744","Slater","Matt","WR","9200",0,521,183,0,"robust","MATT SLATER"
"745","Amendola","Danny","WR","9308",73.105,220,79,8.05793099999999,"robust","DANNY AMENDOLA"
"746","Edelman","Julian","WR","9662",159.56575,42,14,4.2091014,"robust","JULIAN EDELMAN"
"747","Tate","Golden","WR","9831",84.98075,194,68,6.486375,"robust","GOLDEN TATE"
"748","Thomas","Demaryius","WR","9884",67.8915,238,86,25.923261,"robust","DEMARYIUS THOMAS"
"749","Sanders","Emmanuel","WR","9918",101.4575,146,45,5.07049200000002,"robust","EMMANUEL SANDERS"
"750","Roberts","Andre","WR","9921",5.385,445,144,1.719816,"robust","ANDRE ROBERTS"
"751","Brown","Antonio","WR","9988",188.84,21,6,4.588647,"robust","ANTONIO BROWN"
